,YEAR,ROUND,HSEED,HTEAM,fav_prob,upset_prob,LSEED,LTEAM,G,W,ADJOE,ADJDE,BARTHAG,EFG_O,EFG_D,TOR,TORD,ORB,DRB,FTR,FTRD,X2P_O,X2P_D,X3P_O,X3P_D,ADJ_T,WAB
1,2023,1,1,Houston,86.38%,0.136176872,1,Alabama,0,2,1.2,0.5,0.0021,0,1,-3.7,6,3.3,-0.2,-8.2,3,-1.4,1.9,0.7,-0.3,-9.4,-2.2
2,2023,1,1,Houston,78.64%,0.213612087,1,Purdue,0,2,-1.3,-4.4,0.02,0.5,-4.7,-1.7,6.6,-1.2,4.1,-8.7,16.5,-0.9,-4.3,1.9,-3.6,-0.8,-0.8
3,2023,1,1,Houston,80.65%,0.19354483,1,Kansas,0,4,4.5,-2.5,0.0424,0.3,-4.6,-2.2,1.8,8.7,-0.9,-1.3,4.6,0.3,-4.1,0.1,-3.4,-5.8,-2.1
4,2023,1,1,Houston,61.55%,0.384534484,2,UCLA,0,2,4.6,1.4,0.0123,1.8,-4.3,0,-1.6,3.4,-0.2,1.4,8.2,2.8,-3.7,-0.2,-3.3,-3,-0.1
5,2023,1,1,Houston,77.21%,0.227911197,2,Texas,0,5,2.3,-2.4,0.0274,0,-5.3,-1.2,-0.8,8.8,-2,-3,1.3,-0.6,-4.1,0.6,-4.9,-5.5,0.4
6,2023,1,1,Houston,83.52%,0.164829386,2,Arizona,0,3,-2.3,-6.6,0.0313,-4.1,-4.7,-3.1,5.1,6,1.2,-8,9.8,-3.4,-2.8,-3.7,-5,-9.1,0.9
7,2023,1,1,Houston,58.15%,0.418475632,2,Marquette,0,3,-0.8,-7.2,0.0468,-3.3,-8.6,0.1,-0.8,10.6,-4.7,1.4,6.8,-5.6,-6.9,-0.3,-7.4,-5.3,0.9
8,2023,1,1,Houston,80.09%,0.199135318,3,Gonzaga,1,3,-7,-9.8,0.0262,-5.8,-9.2,0.7,3.2,6,1.4,-5.7,9.1,-5.8,-8.1,-3.9,-7.2,-6.7,1.3
9,2023,1,1,Houston,91.91%,0.080862753,3,Baylor,2,9,-4.9,-10.9,0.0498,-0.4,-8.9,-2.8,2.1,2.4,-3.7,-8.7,4.4,2.4,-10.2,-2.7,-4.4,-3.7,2.7
10,2023,1,1,Houston,84.66%,0.153393559,3,Xavier,0,6,-1,-9.8,0.0725,-2.9,-7.9,-2.2,5.5,5.3,2,-2.3,8.7,-0.8,-5.6,-5,-8.1,-7.1,3.3
11,2023,1,1,Houston,95.10%,0.048994796,3,Kansas State,2,8,6.6,-3.8,0.0773,1.2,-5,-4.7,1.3,6,-1.8,-8.5,-0.9,1.4,-5.7,0.5,-2.3,-6.7,3.7
12,2023,1,1,Houston,85.16%,0.148371849,4,Tennessee,1,8,5.8,1.7,0.017,2.4,0.1,-2.8,-0.2,0.3,0.5,-2.4,0.9,2.2,-1.5,1.6,1.6,-2.3,5.3
13,2023,1,1,Houston,84.81%,0.151936474,4,Connecticut,1,6,-1.6,-4.2,0.0172,-0.8,-3,-3.6,2.6,-2.1,1.2,-2.9,-2.9,-0.2,-2.7,-1.2,-2.2,-3.7,3.4
14,2023,1,1,Houston,92.42%,0.075841386,4,Virginia,2,6,7.7,-4.7,0.1023,1.4,-5.8,1.6,2.3,11.6,2.4,-6,9.7,2.8,-3.4,-0.8,-6.2,1.9,4.4
15,2023,1,1,Houston,92.10%,0.079036606,4,Indiana,1,9,4.6,-7.5,0.1044,-1.1,-4.8,-1.6,5.7,9.1,-0.5,-1.6,5.2,0,-2.6,-2.5,-5.4,-4.8,5.1
16,2023,1,1,Houston,86.73%,0.132707032,5,Saint Mary's,1,5,5,-0.7,0.0307,0.2,-4.2,-1.1,3,4,5.6,-2.7,5.5,2.2,-2.5,-2.2,-5,1.2,4.5
17,2023,1,1,Houston,89.20%,0.108044472,5,San Diego State,1,4,5.2,-0.7,0.0319,2.6,-5,-2.3,2.4,5.4,1.6,-5.8,6.4,3.8,-6.8,0.1,-1.4,-2.8,1.9
18,2023,1,1,Houston,81.10%,0.189005908,5,Duke,0,5,5.4,-4.4,0.0715,1.6,-3.8,-2.9,5.4,0.9,1.5,-2.3,11.7,1.8,-3.6,0.9,-2.6,-1.9,4.1
19,2023,1,1,Houston,88.47%,0.115269561,5,Miami FL,2,6,-0.2,-12.8,0.1222,-2.3,-8.8,-1.1,3.9,5.1,-1.6,-1.5,11.7,-1.7,-8.7,-2.3,-5.8,-5.5,4.9
20,2023,1,1,Houston,94.40%,0.056028208,6,Creighton,1,10,3.6,-4.1,0.0517,-1.6,-4.8,-1.3,7.7,11.6,4.1,0.4,16,-1.3,-2.5,-1.5,-6.3,-4.6,6.5
21,2023,1,1,Houston,91.67%,0.083311675,6,Iowa State,2,12,8.4,-1.7,0.0696,2,-7.6,-4.5,-3.1,3.2,0.8,0.7,-4.2,2.5,-6.5,0.6,-6,-0.9,5.7
22,2023,1,1,Houston,89.71%,0.102928013,6,TCU,1,10,6,-4.7,0.082,2.5,-5.3,-1.8,0.1,4.7,-3.3,-5.4,6.1,1.3,-6,3.9,-2.6,-6.5,5.8
23,2023,1,1,Houston,94.05%,0.05950196,6,Kentucky,2,10,1.4,-9.3,0.0916,1.5,-6.3,-2,5.2,-1.6,1.9,-4,5.9,2.8,-5.2,-0.9,-5.3,-2.7,6.4
24,2023,1,1,Houston,85.45%,0.145501146,7,Texas A&M,0,6,3.1,-5.2,0.0587,3.7,-5.4,-3,0.9,0.4,-3,-17.4,0.7,4.2,-4.3,1.7,-4.5,-2.9,4.3
25,2023,1,1,Houston,97.79%,0.022097242,7,Michigan State,3,12,5.2,-6.6,0.0985,1.1,-5.6,-1.1,7.3,9.7,2.2,2.7,7.2,5.5,-5.5,-5,-3.7,-1.6,6
26,2023,1,1,Houston,94.64%,0.053553561,7,Northwestern,2,10,9.6,-3.6,0.1105,5.5,-5.9,0.5,0.3,8.8,0.1,-1.2,4.2,6.7,-3.5,2.4,-6.1,-1.7,6.9
27,2023,1,1,Houston,72.81%,0.271914709,7,Missouri,1,7,-0.3,-14.7,0.1516,-2.4,-9.8,-0.7,-2.3,10.3,-9.9,-1,0.6,-2.7,-8.6,-1.6,-7.6,-6,4.4
28,2023,1,1,Houston,80.64%,0.193563776,8,Memphis,0,5,2.6,-5.4,0.0569,-0.5,-4.3,-3.1,1.1,6.1,-4.9,-7.4,0.9,0.1,-4.1,-1.1,-3,-8.2,3.3
29,2023,1,1,Houston,94.50%,0.05496816,8,Arkansas,1,11,5.8,-3.4,0.0637,0.7,-4,-3,1.6,6.6,-0.8,-10.3,-3.1,-0.6,-3.8,2.8,-2.8,-6.3,7.5
30,2023,1,1,Houston,91.55%,0.084456036,8,Maryland,1,10,5,-6.6,0.0959,1.6,-5.4,-0.9,3.6,6.9,0.2,-5.3,8,1.2,-4.6,1.5,-4.3,-1.4,7.6
31,2023,1,1,Houston,94.52%,0.054767928,8,Iowa,2,12,-2.4,-14.8,0.1221,0.8,-10.8,1.2,3.5,4.9,-0.2,-4.1,12.4,1.1,-9.5,0.2,-8.8,-6.3,8.2
32,2023,1,1,Houston,93.58%,0.064227184,9,West Virginia,1,12,0.8,-7.7,0.0649,1,-8.2,-3.2,1.1,3.4,-1.9,-11.2,-2.7,1.9,-7.4,-0.3,-6.3,-5.4,6.6
33,2023,1,1,Houston,95.08%,0.04922326,9,Auburn,2,11,5.1,-4.9,0.0749,3.1,-3.1,-2.8,2.7,3.8,-4.6,-7,-3.3,2.2,-3.8,3.1,-1,-4.4,6.9
34,2023,1,1,Houston,74.27%,0.257312944,9,Florida Atlantic,0,0,5.4,-6.5,0.1004,-2.3,-3.4,-1.4,3.7,6.7,2.9,-1,9.1,-1.1,-1.7,-2.7,-4.2,-4.9,4.1
35,2023,1,1,Houston,95.52%,0.044783993,9,Illinois,2,11,8.1,-6.3,0.1344,1.1,-4.4,-2.9,3.4,4.8,0.6,-5.3,6.2,-2.1,-2.2,3.6,-5.8,-6.4,7.7
36,2023,1,1,Houston,89.23%,0.107671686,10,Utah State,0,5,1,-8.6,0.0779,-2.9,-5.3,-2.1,6.2,9.7,2.6,-7,5.6,-0.9,-2.8,-4,-6.5,-5.5,4.5
37,2023,1,1,Houston,93.02%,0.069819715,10,Boise State,1,7,7.8,-4.4,0.0993,0.8,-4.8,-1.4,4.3,10.7,3.6,-2.2,8.4,2.5,-4.7,-1.5,-3.2,-3.2,5.5
38,2023,1,1,Houston,94.02%,0.059807532,10,USC,2,9,5.6,-8.1,0.1275,1.4,-2.7,-2.8,3.9,8.1,-5.6,-5.3,6,2.1,0.7,0,-5.6,-4.9,6.3
39,2023,1,1,Houston,85.04%,0.149639252,10,Penn State,-1,9,1.3,-12,0.1289,-2.8,-6.7,1.6,8.9,18.3,2.3,7.1,9.9,-0.3,-5.7,-4,-5.5,-1.3,7
40,2023,1,1,Houston,88.82%,0.111818126,11,North Carolina State,1,8,4.1,-10.2,0.14,0.9,-7.3,1.7,2.9,6.4,0.8,3.2,1.8,1.7,-7.5,-0.4,-4.4,-6.1,7.5
41,2023,1,1,Houston,89.50%,0.105017181,11,Mississippi State,1,10,14.1,-2.1,0.1536,5.8,-3.7,-4,0,1.9,-1.6,-6.1,8.2,2.7,-3.1,7.9,-3,-0.4,7.6
42,2023,1,1,Houston,95.03%,0.049727865,11,Providence,2,10,2.5,-12.4,0.1545,1.2,-7.5,-1.6,5.1,1.9,0.7,-8.3,10.3,2.3,-6.5,-0.6,-6.1,-3.7,7.4
43,2023,1,1,Houston,97.33%,0.026713632,11,Nevada,2,9,8,-7.6,0.1557,2.2,-6.5,0.1,3.3,14.2,2.3,-11,4.4,2.9,-6.2,0.7,-4.7,-2.7,7
44,2023,1,1,Houston,87.39%,0.126089905,11,Arizona State,0,9,11.7,-5.2,0.1738,5.2,-3.9,-1.6,1.4,7.5,-4.4,-2.3,2.4,5.3,-0.7,3.1,-5.8,-5.1,7.1
45,2023,1,1,Houston,91.47%,0.085268098,11,Pittsburgh,1,9,4.3,-14.1,0.2177,-0.5,-6.7,-1.1,5.3,6.7,-0.8,-3.9,5.2,0.5,-5.5,-1.5,-5.6,-4,8.9
46,2023,1,1,Houston,86.69%,0.133094334,12,Drake,0,4,7.5,-6.8,0.1344,-0.4,-4.8,-0.2,4.3,12.8,5,-0.3,9.1,1.3,-4.4,-2.2,-3.4,-3.1,8.6
47,2023,1,1,Houston,80.44%,0.195640084,12,VCU,0,4,12.1,-4.1,0.1567,0.5,-4.5,-4.2,-2.1,8.1,-2.4,-13.3,5.3,0.9,-3.1,-0.2,-4.5,-4.8,7.3
48,2023,1,1,Houston,71.08%,0.289186248,12,Oral Roberts,0,1,4.7,-11.6,0.1754,-3.4,-6,2.1,4.4,12.6,0,3.9,13.8,-3.4,-3.5,-2.5,-6.4,-7.2,6.4
49,2023,1,1,Houston,75.94%,0.240590506,12,College of Charleston,0,0,7.9,-8.9,0.1786,1.2,-5.4,-1.4,2.7,2,1.9,-4.2,11.1,0.3,-6,1.2,-2.5,-7.9,6.6
50,2023,1,1,Houston,71.96%,0.280435595,13,Iona,0,4,8.2,-8.6,0.1773,0.9,-3.4,0,1.1,5.1,-3.1,-0.5,4.6,2.4,-3.9,-1.5,-1.4,-5.4,9.9
51,2023,1,1,Houston,74.50%,0.25504831,13,Kent State,0,3,10.5,-7.3,0.1937,1.4,-4.7,-1,-0.6,6.2,-2.8,-3.5,-3,1,-4.7,1.3,-3.1,-4.8,7.3
52,2023,1,1,Houston,90.48%,0.095242805,13,Louisiana Lafayette,1,5,5.8,-12.9,0.2227,-0.3,-8.1,-2.2,3.9,3.3,1,-9.2,2,1,-6.1,-2.1,-8.1,-5.2,8.7
53,2023,1,1,Houston,78.69%,0.213061158,13,Furman,0,4,4.4,-15.1,0.2414,-2.9,-8.1,-0.5,3.6,7.5,0.3,-6.2,4,-5.9,-8.1,0.1,-5.3,-5.2,10.3
54,2023,1,1,Houston,92.47%,0.075346201,14,Montana State,0,6,12.6,-8.5,0.2665,1.8,-6.9,-2.3,1.9,11.4,1.9,-15.9,0.3,0.8,-4.9,2.5,-7,-3.1,11
55,2023,1,1,Houston,89.02%,0.109764308,14,Kennesaw State,0,5,11.8,-11.5,0.3245,-0.2,-8.7,-2.6,2.4,9.6,1.6,-8,-0.4,1.9,-7.4,-2.6,-7,-5.3,9.6
56,2023,1,1,Houston,83.58%,0.164168288,14,Grand Canyon,-1,7,6.2,-17,0.3278,-0.2,-4.7,-3.1,7,6.6,-2.9,-9.3,2.6,2.7,-3.7,-3.1,-4.2,-1.7,11.9
57,2023,1,1,Houston,82.52%,0.174771854,14,UC Santa Barbara,0,4,7.2,-16.2,0.3329,-1.5,-7.3,-1.5,3.3,10.5,1.3,-6.4,6.6,-1.6,-5.8,-0.6,-6.7,-1.4,9.5
58,2023,1,1,Houston,93.13%,0.068653679,15,Vermont,1,8,7.8,-12.9,0.2648,-2.2,-8.2,1.1,5.2,17.8,4.9,0.1,8.9,-2.3,-6.9,-1.7,-6.8,-1.4,12.1
59,2023,1,1,Houston,77.42%,0.225849275,15,Colgate,0,5,5.7,-16.3,0.2979,-5.9,-9.4,0.4,4.4,12.2,3.3,0.9,15.5,-3.9,-8.4,-6.4,-7.1,-4.5,11.9
60,2023,1,1,Houston,99.26%,0.007406323,15,Princeton,5,10,9.4,-13.1,0.3058,0.2,-5.5,-1.6,7.5,8.7,4.6,-3.7,6.5,-0.3,-4.1,0.5,-5.3,-4.2,11.5
61,2023,1,1,Houston,88.81%,0.111939745,15,UNC Asheville,0,4,15.6,-13.2,0.4708,-1.2,-5.5,-4.7,4.1,11.3,-1.3,-12.8,9,1.8,-6,-4.3,-2.7,-5.1,10.1
62,2023,1,1,Houston,72.07%,0.279329007,16,Northern Kentucky,0,9,15.1,-12.4,0.4367,2.9,-8.8,-2.2,-1.2,5.8,-5.4,1.1,5,5.5,-5.8,-0.7,-8.9,1.4,14.9
63,2023,1,1,Houston,91.76%,0.082438446,16,Texas A&M Corpus Chris,1,8,12.1,-17.5,0.4958,1.5,-9.9,-2.7,1.1,4.6,-0.5,-5.9,-2.8,4.2,-11,-2.4,-5.5,-5.9,14.3
64,2023,1,1,Houston,85.42%,0.145753316,16,Howard,0,9,15,-16.7,0.5502,0.7,-8.1,-7.5,1.3,3.3,-4.2,-4.3,1.2,3.3,-7.7,-2.7,-5.8,-5.7,15.6
65,2023,1,1,Houston,94.34%,0.056553658,16,Southeast Missouri State,-1,12,17.9,-18.4,0.6659,2.7,-9.1,-2,3,11.8,-0.5,-9.8,-7.8,3.2,-7.7,1.2,-7.5,-8.9,19.8
66,2023,1,1,Houston,97.37%,0.026289798,16,Texas Southern,0,17,21.8,-15.4,0.6924,6.5,-6.8,-5,3.5,7.8,-0.3,-6.4,-2.3,5.8,-5.6,5.8,-5.8,-6.1,21.7
67,2023,1,1,Houston,85.79%,0.142114394,16,Fairleigh Dickinson,0,12,12.3,-28.7,0.7444,1.2,-13.3,-1,0.6,5.7,-1.5,0.6,1,1.8,-13,0.1,-9.1,-5.5,20.6
68,2023,1,1,Alabama,40.18%,0.598167726,1,Purdue,0,0,-2.5,-4.9,0.0179,0.5,-5.7,2,0.6,-4.5,4.3,-0.5,13.5,0.5,-6.2,1.2,-3.3,8.6,1.4
69,2023,1,1,Alabama,43.19%,0.568071145,1,Kansas,0,2,3.3,-3,0.0403,0.3,-5.6,1.5,-4.2,5.4,-0.7,6.9,1.6,1.7,-6,-0.6,-3.1,3.6,0.1
70,2023,1,1,Alabama,22.60%,0.773954971,2,UCLA,0,0,3.4,0.9,0.0102,1.8,-5.3,3.7,-7.6,0.1,0,9.6,5.2,4.2,-5.6,-0.9,-3,6.4,2.1
71,2023,1,1,Alabama,38.20%,0.617979595,2,Texas,0,3,1.1,-2.9,0.0253,0,-6.3,2.5,-6.8,5.5,-1.8,5.2,-1.7,0.8,-6,-0.1,-4.6,3.9,2.6
72,2023,1,1,Alabama,48.04%,0.519589919,2,Arizona,0,1,-3.5,-7.1,0.0292,-4.1,-5.7,0.6,-0.9,2.7,1.4,0.2,6.8,-2,-4.7,-4.4,-4.7,0.3,3.1
73,2023,1,1,Alabama,20.23%,0.797717729,2,Marquette,0,1,-2,-7.7,0.0447,-3.3,-9.6,3.8,-6.8,7.3,-4.5,9.6,3.8,-4.2,-8.8,-1,-7.1,4.1,3.1
74,2023,1,1,Alabama,42.33%,0.576743077,3,Gonzaga,1,1,-8.2,-10.3,0.0241,-5.8,-10.2,4.4,-2.8,2.7,1.6,2.5,6.1,-4.4,-10,-4.6,-6.9,2.7,3.5
75,2023,1,1,Alabama,67.47%,0.3252919,3,Baylor,2,7,-6.1,-11.4,0.0477,-0.4,-9.9,0.9,-3.9,-0.9,-3.5,-0.5,1.4,3.8,-12.1,-3.4,-4.1,5.7,4.9
76,2023,1,1,Alabama,50.18%,0.49822398,3,Xavier,0,4,-2.2,-10.3,0.0704,-2.9,-8.9,1.5,-0.5,2,2.2,5.9,5.7,0.6,-7.5,-5.7,-7.8,2.3,5.5
77,2023,1,1,Alabama,77.98%,0.220169217,3,Kansas State,2,6,5.4,-4.3,0.0752,1.2,-6,-1,-4.7,2.7,-1.6,-0.3,-3.9,2.8,-7.6,-0.2,-2,2.7,5.9
78,2023,1,1,Alabama,51.16%,0.488426205,4,Tennessee,1,6,4.6,1.2,0.0149,2.4,-0.9,0.9,-6.2,-3,0.7,5.8,-2.1,3.6,-3.4,0.9,1.9,7.1,7.5
79,2023,1,1,Alabama,50.46%,0.495408099,4,Connecticut,1,4,-2.8,-4.7,0.0151,-0.8,-4,0.1,-3.4,-5.4,1.4,5.3,-5.9,1.2,-4.6,-1.9,-1.9,5.7,5.6
80,2023,1,1,Alabama,68.98%,0.310214935,4,Virginia,2,4,6.5,-5.2,0.1002,1.4,-6.8,5.3,-3.7,8.3,2.6,2.2,6.7,4.2,-5.3,-1.5,-5.9,11.3,6.6
81,2023,1,1,Alabama,68.01%,0.319866745,4,Indiana,1,7,3.4,-8,0.1023,-1.1,-5.8,2.1,-0.3,5.8,-0.3,6.6,2.2,1.4,-4.5,-3.2,-5.1,4.6,7.3
82,2023,1,1,Alabama,54.39%,0.456086442,5,Saint Mary's,1,3,3.8,-1.2,0.0286,0.2,-5.2,2.6,-3,0.7,5.8,5.5,2.5,3.6,-4.4,-2.9,-4.7,10.6,6.7
83,2023,1,1,Alabama,60.10%,0.398972445,5,San Diego State,1,2,4,-1.2,0.0298,2.6,-6,1.4,-3.6,2.1,1.8,2.4,3.4,5.2,-8.7,-0.6,-1.1,6.6,4.1
84,2023,1,1,Alabama,43.91%,0.560857384,5,Duke,0,3,4.2,-4.9,0.0694,1.6,-4.8,0.8,-0.6,-2.4,1.7,5.9,8.7,3.2,-5.5,0.2,-2.3,7.5,6.3
85,2023,1,1,Alabama,58.34%,0.41656642,5,Miami FL,2,4,-1.4,-13.3,0.1201,-2.3,-9.8,2.6,-2.1,1.8,-1.4,6.7,8.7,-0.3,-10.6,-3,-5.5,3.9,7.1
86,2023,1,1,Alabama,75.46%,0.245433738,6,Creighton,1,8,2.4,-4.6,0.0496,-1.6,-5.8,2.4,1.7,8.3,4.3,8.6,13,0.1,-4.4,-2.2,-6,4.8,8.7
87,2023,1,1,Alabama,66.75%,0.332465737,6,Iowa State,2,10,7.2,-2.2,0.0675,2,-8.6,-0.8,-9.1,-0.1,1,8.9,-7.2,3.9,-8.4,-0.1,-5.7,8.5,7.9
88,2023,1,1,Alabama,61.40%,0.386041763,6,TCU,1,8,4.8,-5.2,0.0799,2.5,-6.3,1.9,-5.9,1.4,-3.1,2.8,3.1,2.7,-7.9,3.2,-2.3,2.9,8
89,2023,1,1,Alabama,74.26%,0.257447953,6,Kentucky,2,8,0.2,-9.8,0.0895,1.5,-7.3,1.7,-0.8,-4.9,2.1,4.2,2.9,4.2,-7.1,-1.6,-5,6.7,8.6
90,2023,1,1,Alabama,51.73%,0.482705333,7,Texas A&M,0,4,1.9,-5.7,0.0566,3.7,-6.4,0.7,-5.1,-2.9,-2.8,-9.2,-2.3,5.6,-6.2,1,-4.2,6.5,6.5
91,2023,1,1,Alabama,88.98%,0.110186992,7,Michigan State,3,10,4,-7.1,0.0964,1.1,-6.6,2.6,1.3,6.4,2.4,10.9,4.2,6.9,-7.4,-5.7,-3.4,7.8,8.2
92,2023,1,1,Alabama,76.33%,0.236691049,7,Northwestern,2,8,8.4,-4.1,0.1084,5.5,-6.9,4.2,-5.7,5.5,0.3,7,1.2,8.1,-5.4,1.7,-5.8,7.7,9.1
93,2023,1,1,Alabama,32.82%,0.671768618,7,Missouri,1,5,-1.5,-15.2,0.1495,-2.4,-10.8,3,-8.3,7,-9.7,7.2,-2.4,-1.3,-10.5,-2.3,-7.3,3.4,6.6
94,2023,1,1,Alabama,43.19%,0.568100927,8,Memphis,0,3,1.4,-5.9,0.0548,-0.5,-5.3,0.6,-4.9,2.8,-4.7,0.8,-2.1,1.5,-6,-1.8,-2.7,1.2,5.5
95,2023,1,1,Alabama,75.83%,0.241707738,8,Arkansas,1,9,4.6,-3.9,0.0616,0.7,-5,0.7,-4.4,3.3,-0.6,-2.1,-6.1,0.8,-5.7,2.1,-2.5,3.1,9.7
96,2023,1,1,Alabama,66.42%,0.33577886,8,Maryland,1,8,3.8,-7.1,0.0938,1.6,-6.4,2.8,-2.4,3.6,0.4,2.9,5,2.6,-6.5,0.8,-4,8,9.8
97,2023,1,1,Alabama,75.90%,0.241000741,8,Iowa,2,10,-3.6,-15.3,0.12,0.8,-11.8,4.9,-2.5,1.6,0,4.1,9.4,2.5,-11.4,-0.5,-8.5,3.1,10.4
98,2023,1,1,Alabama,72.67%,0.273324308,9,West Virginia,1,10,-0.4,-8.2,0.0628,1,-9.2,0.5,-4.9,0.1,-1.7,-3,-5.7,3.3,-9.3,-1,-6,4,8.8
99,2023,1,1,Alabama,77.90%,0.221010377,9,Auburn,2,9,3.9,-5.4,0.0728,3.1,-4.1,0.9,-3.3,0.5,-4.4,1.2,-6.3,3.6,-5.7,2.4,-0.7,5,9.1
100,2023,1,1,Alabama,34.50%,0.655011833,9,Florida Atlantic,0,-2,4.2,-7,0.0983,-2.3,-4.4,2.3,-2.3,3.4,3.1,7.2,6.1,0.3,-3.6,-3.4,-3.9,4.5,6.3
101,2023,1,1,Alabama,79.56%,0.204409089,9,Illinois,2,9,6.9,-6.8,0.1323,1.1,-5.4,0.8,-2.6,1.5,0.8,2.9,3.2,-0.7,-4.1,2.9,-5.5,3,9.9
102,2023,1,1,Alabama,60.20%,0.39804382,10,Utah State,0,3,-0.2,-9.1,0.0758,-2.9,-6.3,1.6,0.2,6.4,2.8,1.2,2.6,0.5,-4.7,-4.7,-6.2,3.9,6.7
103,2023,1,1,Alabama,70.85%,0.291453116,10,Boise State,1,5,6.6,-4.9,0.0972,0.8,-5.8,2.3,-1.7,7.4,3.8,6,5.4,3.9,-6.6,-2.2,-2.9,6.2,7.7
104,2023,1,1,Alabama,74.15%,0.258490684,10,USC,2,7,4.4,-8.6,0.1254,1.4,-3.7,0.9,-2.1,4.8,-5.4,2.9,3,3.5,-1.2,-0.7,-5.3,4.5,8.5
105,2023,1,1,Alabama,50.91%,0.490923913,10,Penn State,-1,7,0.1,-12.5,0.1268,-2.8,-7.7,5.3,2.9,15,2.5,15.3,6.9,1.1,-7.6,-4.7,-5.2,8.1,9.2
106,2023,1,1,Alabama,59.17%,0.408256421,11,North Carolina State,1,6,2.9,-10.7,0.1379,0.9,-8.3,5.4,-3.1,3.1,1,11.4,-1.2,3.1,-9.4,-1.1,-4.1,3.3,9.7
107,2023,1,1,Alabama,60.86%,0.391370356,11,Mississippi State,1,8,12.9,-2.6,0.1515,5.8,-4.7,-0.3,-6,-1.4,-1.4,2.1,5.2,4.1,-5,7.2,-2.7,9,9.8
108,2023,1,1,Alabama,77.71%,0.222863241,11,Providence,2,8,1.3,-12.9,0.1524,1.2,-8.5,2.1,-0.9,-1.4,0.9,-0.1,7.3,3.7,-8.4,-1.3,-5.8,5.7,9.6
109,2023,1,1,Alabama,86.93%,0.130745935,11,Nevada,2,7,6.8,-8.1,0.1536,2.2,-7.5,3.8,-2.7,10.9,2.5,-2.8,1.4,4.3,-8.1,0,-4.4,6.7,9.2
110,2023,1,1,Alabama,55.84%,0.441554052,11,Arizona State,0,7,10.5,-5.7,0.1717,5.2,-4.9,2.1,-4.6,4.2,-4.2,5.9,-0.6,6.7,-2.6,2.4,-5.5,4.3,9.3
111,2023,1,1,Alabama,66.19%,0.338115009,11,Pittsburgh,1,7,3.1,-14.6,0.2156,-0.5,-7.7,2.6,-0.7,3.4,-0.6,4.3,2.2,1.9,-7.4,-2.2,-5.3,5.4,11.1
112,2023,1,1,Alabama,54.31%,0.456920306,12,Drake,0,2,6.3,-7.3,0.1323,-0.4,-5.8,3.5,-1.7,9.5,5.2,7.9,6.1,2.7,-6.3,-2.9,-3.1,6.3,10.8
113,2023,1,1,Alabama,42.87%,0.571348412,12,VCU,0,2,10.9,-4.6,0.1546,0.5,-5.5,-0.5,-8.1,4.8,-2.2,-5.1,2.3,2.3,-5,-0.9,-4.2,4.6,9.5
114,2023,1,1,Alabama,30.96%,0.69035627,12,Oral Roberts,0,-1,3.5,-12.1,0.1733,-3.4,-7,5.8,-1.6,9.3,0.2,12.1,10.8,-2,-5.4,-3.2,-6.1,2.2,8.6
115,2023,1,1,Alabama,36.55%,0.634525303,12,College of Charleston,0,-2,6.7,-9.4,0.1765,1.2,-6.4,2.3,-3.3,-1.3,2.1,4,8.1,1.7,-7.9,0.5,-2.2,1.5,8.8
116,2023,1,1,Alabama,31.89%,0.681098135,13,Iona,0,2,7,-9.1,0.1752,0.9,-4.4,3.7,-4.9,1.8,-2.9,7.7,1.6,3.8,-5.8,-2.2,-1.1,4,12.1
117,2023,1,1,Alabama,34.77%,0.652321318,13,Kent State,0,1,9.3,-7.8,0.1916,1.4,-5.7,2.7,-6.6,2.9,-2.6,4.7,-6,2.4,-6.6,0.6,-2.8,4.6,9.5
118,2023,1,1,Alabama,63.42%,0.365838373,13,Louisiana Lafayette,1,3,4.6,-13.4,0.2206,-0.3,-9.1,1.5,-2.1,0,1.2,-1,-1,2.4,-8,-2.8,-7.8,4.2,10.9
119,2023,1,1,Alabama,40.26%,0.597378414,13,Furman,0,2,3.2,-15.6,0.2393,-2.9,-9.1,3.2,-2.4,4.2,0.5,2,1,-4.5,-10,-0.6,-5,4.2,12.5
120,2023,1,1,Alabama,69.13%,0.308700636,14,Montana State,0,4,11.4,-9,0.2644,1.8,-7.9,1.4,-4.1,8.1,2.1,-7.7,-2.7,2.2,-6.8,1.8,-6.7,6.3,13.2
121,2023,1,1,Alabama,59.68%,0.403229699,14,Kennesaw State,0,3,10.6,-12,0.3224,-0.2,-9.7,1.1,-3.6,6.3,1.8,0.2,-3.4,3.3,-9.3,-3.3,-6.7,4.1,11.8
122,2023,1,1,Alabama,48.16%,0.518389123,14,Grand Canyon,-1,5,5,-17.5,0.3257,-0.2,-5.7,0.6,1,3.3,-2.7,-1.1,-0.4,4.1,-5.6,-3.8,-3.9,7.7,14.1
123,2023,1,1,Alabama,46.28%,0.537167928,14,UC Santa Barbara,0,2,6,-16.7,0.3308,-1.5,-8.3,2.2,-2.7,7.2,1.5,1.8,3.6,-0.2,-7.7,-1.3,-6.4,8,11.7
124,2023,1,1,Alabama,71.23%,0.287730607,15,Vermont,1,6,6.6,-13.4,0.2627,-2.2,-9.2,4.8,-0.8,14.5,5.1,8.3,5.9,-0.9,-8.8,-2.4,-6.5,8,14.3
125,2023,1,1,Alabama,38.48%,0.615200589,15,Colgate,0,3,4.5,-16.8,0.2958,-5.9,-10.4,4.1,-1.6,8.9,3.5,9.1,12.5,-2.5,-10.3,-7.1,-6.8,4.9,14.1
