,YEAR,ROUND,HSEED,HTEAM,fav_prob,upset_prob,LSEED,LTEAM,G,W,ADJOE,ADJDE,BARTHAG,EFG_O,EFG_D,TOR,TORD,ORB,DRB,FTR,FTRD,X2P_O,X2P_D,X3P_O,X3P_D,ADJ_T,WAB
572,2023,1,3,Baylor,55.38%,0.446247039,4,Virginia,0,-3,12.6,6.2,0.0525,1.8,3.1,4.4,0.2,9.2,6.1,2.7,5.3,0.4,6.8,1.9,-1.8,5.6,1.7
573,2023,1,3,Baylor,54.27%,0.457325185,4,Indiana,-1,0,9.5,3.4,0.0546,-0.7,4.1,1.2,3.6,6.7,3.2,7.1,0.8,-2.4,7.6,0.2,-1,-1.1,2.4
574,2023,1,3,Baylor,39.96%,0.600406875,5,Saint Mary's,-1,-4,9.9,10.2,-0.0191,0.6,4.7,1.7,0.9,1.6,9.3,6,1.1,-0.2,7.7,0.5,-0.6,4.9,1.8
575,2023,1,3,Baylor,45.67%,0.543271545,5,San Diego State,-1,-5,10.1,10.2,-0.0179,3,3.9,0.5,0.3,3,5.3,2.9,2,1.4,3.4,2.8,3,0.9,-0.8
576,2023,1,3,Baylor,30.41%,0.695913065,5,Duke,-2,-4,10.3,6.5,0.0217,2,5.1,-0.1,3.3,-1.5,5.2,6.4,7.3,-0.6,6.6,3.6,1.8,1.8,1.4
577,2023,1,3,Baylor,43.87%,0.561286278,5,Miami FL,0,-3,4.7,-1.9,0.0724,-1.9,0.1,1.7,1.8,2.7,2.1,7.2,7.3,-4.1,1.5,0.4,-1.4,-1.8,2.2
578,2023,1,3,Baylor,63.18%,0.36822308,6,Creighton,-1,1,8.5,6.8,0.0019,-1.2,4.1,1.5,5.6,9.2,7.8,9.1,11.6,-3.7,7.7,1.2,-1.9,-0.9,3.8
579,2023,1,3,Baylor,52.84%,0.471584345,6,Iowa State,0,3,13.3,9.2,0.0198,2.4,1.3,-1.7,-5.2,0.8,4.5,9.4,-8.6,0.1,3.7,3.3,-1.6,2.8,3
580,2023,1,3,Baylor,47.02%,0.529786521,6,TCU,-1,1,10.9,6.2,0.0322,2.9,3.6,1,-2,2.3,0.4,3.3,1.7,-1.1,4.2,6.6,1.8,-2.8,3.1
581,2023,1,3,Baylor,61.68%,0.383195525,6,Kentucky,0,1,6.3,1.6,0.0418,1.9,2.6,0.8,3.1,-4,5.6,4.7,1.5,0.4,5,1.8,-0.9,1,3.7
582,2023,1,3,Baylor,37.42%,0.625758313,7,Texas A&M,-2,-3,8,5.7,0.0089,4.1,3.5,-0.2,-1.2,-2,0.7,-8.7,-3.7,1.8,5.9,4.4,-0.1,0.8,1.6
583,2023,1,3,Baylor,81.84%,0.181597168,7,Michigan State,1,3,10.1,4.3,0.0487,1.5,3.3,1.7,5.2,7.3,5.9,11.4,2.8,3.1,4.7,-2.3,0.7,2.1,3.3
584,2023,1,3,Baylor,64.28%,0.357176879,7,Northwestern,0,1,14.5,7.3,0.0607,5.9,3,3.3,-1.8,6.4,3.8,7.5,-0.2,4.3,6.7,5.1,-1.7,2,4.2
585,2023,1,3,Baylor,21.43%,0.785744737,7,Missouri,-1,-2,4.6,-3.8,0.1018,-2,-0.9,2.1,-4.4,7.9,-6.2,7.7,-3.8,-5.1,1.6,1.1,-3.2,-2.3,1.7
586,2023,1,3,Baylor,29.79%,0.702112101,8,Memphis,-2,-4,7.5,5.5,0.0071,-0.1,4.6,-0.3,-1,3.7,-1.2,1.3,-3.5,-2.3,6.1,1.6,1.4,-4.5,0.6
587,2023,1,3,Baylor,63.65%,0.363531056,8,Arkansas,-1,2,10.7,7.5,0.0139,1.1,4.9,-0.2,-0.5,4.2,2.9,-1.6,-7.5,-3,6.4,5.5,1.6,-2.6,4.8
588,2023,1,3,Baylor,52.47%,0.475296714,8,Maryland,-1,1,9.9,4.3,0.0461,2,3.5,1.9,1.5,4.5,3.9,3.4,3.6,-1.2,5.6,4.2,0.1,2.3,4.9
589,2023,1,3,Baylor,63.74%,0.362638134,8,Iowa,0,3,2.5,-3.9,0.0723,1.2,-1.9,4,1.4,2.5,3.5,4.6,8,-1.3,0.7,2.9,-4.4,-2.6,5.5
590,2023,1,3,Baylor,59.74%,0.402621844,9,West Virginia,-1,3,5.7,3.2,0.0151,1.4,0.7,-0.4,-1,1,1.8,-2.5,-7.1,-0.5,2.8,2.4,-1.9,-1.7,3.9
591,2023,1,3,Baylor,66.30%,0.337038582,9,Auburn,0,2,10,6,0.0251,3.5,5.8,0,0.6,1.4,-0.9,1.7,-7.7,-0.2,6.4,5.8,3.4,-0.7,4.2
592,2023,1,3,Baylor,22.72%,0.772839024,9,Florida Atlantic,-2,-9,10.3,4.4,0.0506,-1.9,5.5,1.4,1.6,4.3,6.6,7.7,4.7,-3.5,8.5,0,0.2,-1.2,1.4
593,2023,1,3,Baylor,68.48%,0.31524886,9,Illinois,0,2,13,4.6,0.0846,1.5,4.5,-0.1,1.3,2.4,4.3,3.4,1.8,-4.5,8,6.3,-1.4,-2.7,5
594,2023,1,3,Baylor,45.77%,0.542310108,10,Utah State,-2,-4,5.9,2.3,0.0281,-2.5,3.6,0.7,4.1,7.3,6.3,1.7,1.2,-3.3,7.4,-1.3,-2.1,-1.8,1.8
595,2023,1,3,Baylor,57.57%,0.424318943,10,Boise State,-1,-2,12.7,6.5,0.0495,1.2,4.1,1.4,2.2,8.3,7.3,6.5,4,0.1,5.5,1.2,1.2,0.5,2.8
596,2023,1,3,Baylor,61.55%,0.384483852,10,USC,0,0,10.5,2.8,0.0777,1.8,6.2,0,1.8,5.7,-1.9,3.4,1.6,-0.3,10.9,2.7,-1.2,-1.2,3.6
597,2023,1,3,Baylor,36.66%,0.633430081,10,Penn State,-3,0,6.2,-1.1,0.0791,-2.4,2.2,4.4,6.8,15.9,6,15.8,5.5,-2.7,4.5,-1.3,-1.1,2.4,4.3
598,2023,1,3,Baylor,44.72%,0.552824819,11,North Carolina State,-1,-1,9,0.7,0.0902,1.3,1.6,4.5,0.8,4,4.5,11.9,-2.6,-0.7,2.7,2.3,0,-2.4,4.8
599,2023,1,3,Baylor,46.46%,0.53536909,11,Mississippi State,-1,1,19,8.8,0.1038,6.2,5.2,-1.2,-2.1,-0.5,2.1,2.6,3.8,0.3,7.1,10.6,1.4,3.3,4.9
600,2023,1,3,Baylor,66.06%,0.339440316,11,Providence,0,1,7.4,-1.5,0.1047,1.6,1.4,1.2,3,-0.5,4.4,0.4,5.9,-0.1,3.7,2.1,-1.7,0,4.7
601,2023,1,3,Baylor,78.77%,0.212301034,11,Nevada,0,0,12.9,3.3,0.1059,2.6,2.4,2.9,1.2,11.8,6,-2.3,0,0.5,4,3.4,-0.3,1,4.3
602,2023,1,3,Baylor,41.38%,0.586232268,11,Arizona State,-2,0,16.6,5.7,0.124,5.6,5,1.2,-0.7,5.1,-0.7,6.4,-2,2.9,9.5,5.8,-1.4,-1.4,4.4
603,2023,1,3,Baylor,52.21%,0.477905142,11,Pittsburgh,-1,0,9.2,-3.2,0.1679,-0.1,2.2,1.7,3.2,4.3,2.9,4.8,0.8,-1.9,4.7,1.2,-1.2,-0.3,6.2
604,2023,1,3,Baylor,39.88%,0.601212942,12,Drake,-2,-5,12.4,4.1,0.0846,0,4.1,2.6,2.2,10.4,8.7,8.4,4.7,-1.1,5.8,0.5,1,0.6,5.9
605,2023,1,3,Baylor,29.51%,0.704875407,12,VCU,-2,-5,17,6.8,0.1069,0.9,4.4,-1.4,-4.2,5.7,1.3,-4.6,0.9,-1.5,7.1,2.5,-0.1,-1.1,4.6
606,2023,1,3,Baylor,20.02%,0.799801485,12,Oral Roberts,-2,-8,9.6,-0.7,0.1256,-3,2.9,4.9,2.3,10.2,3.7,12.6,9.4,-5.8,6.7,0.2,-2,-3.5,3.7
607,2023,1,3,Baylor,24.32%,0.756751026,12,College of Charleston,-2,-9,12.8,2,0.1288,1.6,3.5,1.4,0.6,-0.4,5.6,4.5,6.7,-2.1,4.2,3.9,1.9,-4.2,3.9
608,2023,1,3,Baylor,20.72%,0.792833704,13,Iona,-2,-5,13.1,2.3,0.1275,1.3,5.5,2.8,-1,2.7,0.6,8.2,0.2,0,6.3,1.2,3,-1.7,7.2
609,2023,1,3,Baylor,22.93%,0.770745805,13,Kent State,-2,-6,15.4,3.6,0.1439,1.8,4.2,1.8,-2.7,3.8,0.9,5.2,-7.4,-1.4,5.5,4,1.3,-1.1,4.6
610,2023,1,3,Baylor,49.17%,0.508288356,13,Louisiana Lafayette,-1,-4,10.7,-2,0.1729,0.1,0.8,0.6,1.8,0.9,4.7,-0.5,-2.4,-1.4,4.1,0.6,-3.7,-1.5,6
611,2023,1,3,Baylor,27.33%,0.726675904,13,Furman,-2,-5,9.3,-4.2,0.1916,-2.5,0.8,2.3,1.5,5.1,4,2.5,-0.4,-8.3,2.1,2.8,-0.9,-1.5,7.6
612,2023,1,3,Baylor,55.55%,0.444496609,14,Montana State,-2,-3,17.5,2.4,0.2167,2.2,2,0.5,-0.2,9,5.6,-7.2,-4.1,-1.6,5.3,5.2,-2.6,0.6,8.3
613,2023,1,3,Baylor,45.23%,0.547665506,14,Kennesaw State,-2,-4,16.7,-0.6,0.2747,0.2,0.2,0.2,0.3,7.2,5.3,0.7,-4.8,-0.5,2.8,0.1,-2.6,-1.6,6.9
614,2023,1,3,Baylor,34.14%,0.658554311,14,Grand Canyon,-3,-2,11.1,-6.1,0.278,0.2,4.2,-0.3,4.9,4.2,0.8,-0.6,-1.8,0.3,6.5,-0.4,0.2,2,9.2
615,2023,1,3,Baylor,32.47%,0.675291184,14,UC Santa Barbara,-2,-5,12.1,-5.3,0.2831,-1.1,1.6,1.3,1.2,8.1,5,2.3,2.2,-4,4.4,2.1,-2.3,2.3,6.8
616,2023,1,3,Baylor,58.01%,0.419905127,15,Vermont,-1,-1,12.7,-2,0.215,-1.8,0.7,3.9,3.1,15.4,8.6,8.8,4.5,-4.7,3.3,1,-2.4,2.3,9.4
617,2023,1,3,Baylor,25.87%,0.741253695,15,Colgate,-2,-4,10.6,-5.4,0.2481,-5.5,-0.5,3.2,2.3,9.8,7,9.6,11.1,-6.3,1.8,-3.7,-2.7,-0.8,9.2
618,2023,1,3,Baylor,93.17%,0.06826866,15,Princeton,3,1,14.3,-2.2,0.256,0.6,3.4,1.2,5.4,6.3,8.3,5,2.1,-2.7,6.1,3.2,-0.9,-0.5,8.8
619,2023,1,3,Baylor,44.69%,0.553127385,15,UNC Asheville,-2,-5,20.5,-2.3,0.421,-0.8,3.4,-1.9,2,8.9,2.4,-4.1,4.6,-0.6,4.2,-1.6,1.7,-1.4,7.4
620,2023,1,3,Baylor,20.81%,0.791930458,16,Northern Kentucky,-2,0,20,-1.5,0.3869,3.3,0.1,0.6,-3.3,3.4,-1.7,9.8,0.6,3.1,4.4,2,-4.5,5.1,12.2
621,2023,1,3,Baylor,53.13%,0.468722356,16,Texas A&M Corpus Chris,-1,-1,17,-6.6,0.446,1.9,-1,0.1,-1,2.2,3.2,2.8,-7.2,1.8,-0.8,0.3,-1.1,-2.2,11.6
622,2023,1,3,Baylor,37.38%,0.626232831,16,Howard,-2,0,19.9,-5.8,0.5004,1.1,0.8,-4.7,-0.8,0.9,-0.5,4.4,-3.2,0.9,2.5,0,-1.4,-2,12.9
623,2023,1,3,Baylor,62.95%,0.370527149,16,Southeast Missouri State,-3,3,22.8,-7.5,0.6161,3.1,-0.2,0.8,0.9,9.4,3.2,-1.1,-12.2,0.8,2.5,3.9,-3.1,-5.2,17.1
624,2023,1,3,Baylor,79.04%,0.209566705,16,Texas Southern,-2,8,26.7,-4.5,0.6426,6.9,2.1,-2.2,1.4,5.4,3.4,2.3,-6.7,3.4,4.6,8.5,-1.4,-2.4,19
625,2023,1,3,Baylor,38.07%,0.619294583,16,Fairleigh Dickinson,-2,3,17.2,-17.8,0.6946,1.6,-4.4,1.8,-1.5,3.3,2.2,9.3,-3.4,-0.6,-2.8,2.8,-4.7,-1.8,17.9
626,2023,1,3,Xavier,80.28%,0.197203517,3,Kansas State,2,2,7.6,6,0.0048,4.1,2.9,-2.5,-4.2,0.7,-3.8,-6.2,-9.6,2.2,-0.1,5.5,5.8,0.4,0.4
627,2023,1,3,Xavier,54.62%,0.45376053,4,Tennessee,1,2,6.8,11.5,-0.0555,5.3,8,-0.6,-5.7,-5,-1.5,-0.1,-7.8,3,4.1,6.6,9.7,4.8,2
628,2023,1,3,Xavier,53.93%,0.460693138,4,Connecticut,1,0,-0.6,5.6,-0.0553,2.1,4.9,-1.4,-2.9,-7.4,-0.8,-0.6,-11.6,0.6,2.9,3.8,5.9,3.4,0.1
629,2023,1,3,Xavier,71.88%,0.281244048,4,Virginia,2,0,8.7,5.1,0.0298,4.3,2.1,3.8,-3.2,6.3,0.4,-3.7,1,3.6,2.2,4.2,1.9,9,1.1
630,2023,1,3,Xavier,70.96%,0.290373926,4,Indiana,1,3,5.6,2.3,0.0319,1.8,3.1,0.6,0.2,3.8,-2.5,0.7,-3.5,0.8,3,2.5,2.7,2.3,1.8
631,2023,1,3,Xavier,57.82%,0.421823452,5,Saint Mary's,1,-1,6,9.1,-0.0418,3.1,3.7,1.1,-2.5,-1.3,3.6,-0.4,-3.2,3,3.1,2.8,3.1,8.3,1.2
632,2023,1,3,Xavier,63.39%,0.36611203,5,San Diego State,1,-2,6.2,9.1,-0.0406,5.5,2.9,-0.1,-3.1,0.1,-0.4,-3.5,-2.3,4.6,-1.2,5.1,6.7,4.3,-1.4
633,2023,1,3,Xavier,47.37%,0.526340094,5,Duke,0,-1,6.4,5.4,-0.001,4.5,4.1,-0.7,-0.1,-4.4,-0.5,0,3,2.6,2,5.9,5.5,5.2,0.8
634,2023,1,3,Xavier,61.68%,0.383180774,5,Miami FL,2,0,0.8,-3,0.0497,0.6,-0.9,1.1,-1.6,-0.2,-3.6,0.8,3,-0.9,-3.1,2.7,2.3,1.6,1.6
635,2023,1,3,Xavier,77.94%,0.220578125,6,Creighton,1,4,4.6,5.7,-0.0208,1.3,3.1,0.9,2.2,6.3,2.1,2.7,7.3,-0.5,3.1,3.5,1.8,2.5,3.2
636,2023,1,3,Xavier,69.77%,0.302327624,6,Iowa State,2,6,9.4,8.1,-0.0029,4.9,0.3,-2.3,-8.6,-2.1,-1.2,3,-12.9,3.3,-0.9,5.6,2.1,6.2,2.4
637,2023,1,3,Xavier,64.64%,0.353619748,6,TCU,1,4,7,5.1,0.0095,5.4,2.6,0.4,-5.4,-0.6,-5.3,-3.1,-2.6,2.1,-0.4,8.9,5.5,0.6,2.5
638,2023,1,3,Xavier,76.83%,0.23174932,6,Kentucky,2,4,2.4,0.5,0.0191,4.4,1.6,0.2,-0.3,-6.9,-0.1,-1.7,-2.8,3.6,0.4,4.1,2.8,4.4,3.1
639,2023,1,3,Xavier,55.19%,0.448090045,7,Texas A&M,0,0,4.1,4.6,-0.0138,6.6,2.5,-0.8,-4.6,-4.9,-5,-15.1,-8,5,1.3,6.7,3.6,4.2,1
640,2023,1,3,Xavier,90.27%,0.097262622,7,Michigan State,3,6,6.2,3.2,0.026,4,2.3,1.1,1.8,4.4,0.2,5,-1.5,6.3,0.1,0,4.4,5.5,2.7
641,2023,1,3,Xavier,78.75%,0.212471518,7,Northwestern,2,4,10.6,6.2,0.038,8.4,2,2.7,-5.2,3.5,-1.9,1.1,-4.5,7.5,2.1,7.4,2,5.4,3.6
642,2023,1,3,Xavier,35.96%,0.640379289,7,Missouri,1,1,0.7,-4.9,0.0791,0.5,-1.9,1.5,-7.8,5,-11.9,1.3,-8.1,-1.9,-3,3.4,0.5,1.1,1.1
643,2023,1,3,Xavier,46.63%,0.533679606,8,Memphis,0,-1,3.6,4.4,-0.0156,2.4,3.6,-0.9,-4.4,0.8,-6.9,-5.1,-7.8,0.9,1.5,3.9,5.1,-1.1,0
644,2023,1,3,Xavier,78.29%,0.217120888,8,Arkansas,1,5,6.8,6.4,-0.0088,3.6,3.9,-0.8,-3.9,1.3,-2.8,-8,-11.8,0.2,1.8,7.8,5.3,0.8,4.2
645,2023,1,3,Xavier,69.45%,0.305477852,8,Maryland,1,4,6,3.2,0.0234,4.5,2.5,1.3,-1.9,1.6,-1.8,-3,-0.7,2,1,6.5,3.8,5.7,4.3
646,2023,1,3,Xavier,78.35%,0.216465278,8,Iowa,2,6,-1.4,-5,0.0496,3.7,-2.9,3.4,-2,-0.4,-2.2,-1.8,3.7,1.9,-3.9,5.2,-0.7,0.8,4.9
647,2023,1,3,Xavier,75.34%,0.246567121,9,West Virginia,1,6,1.8,2.1,-0.0076,3.9,-0.3,-1,-4.4,-1.9,-3.9,-8.9,-11.4,2.7,-1.8,4.7,1.8,1.7,3.3
648,2023,1,3,Xavier,80.20%,0.197979211,9,Auburn,2,5,6.1,4.9,0.0024,6,4.8,-0.6,-2.8,-1.5,-6.6,-4.7,-12,3,1.8,8.1,7.1,2.7,3.6
649,2023,1,3,Xavier,37.71%,0.622919535,9,Florida Atlantic,0,-6,6.4,3.3,0.0279,0.6,4.5,0.8,-1.8,1.4,0.9,1.3,0.4,-0.3,3.9,2.3,3.9,2.2,0.8
650,2023,1,3,Xavier,81.73%,0.182702171,9,Illinois,2,5,9.1,3.5,0.0619,4,3.5,-0.7,-2.1,-0.5,-1.4,-3,-2.5,-1.3,3.4,8.6,2.3,0.7,4.4
651,2023,1,3,Xavier,63.48%,0.365213414,10,Utah State,0,-1,2,1.2,0.0054,0,2.6,0.1,0.7,4.4,0.6,-4.7,-3.1,-0.1,2.8,1,1.6,1.6,1.2
652,2023,1,3,Xavier,73.64%,0.263564895,10,Boise State,1,1,8.8,5.4,0.0268,3.7,3.1,0.8,-1.2,5.4,1.6,0.1,-0.3,3.3,0.9,3.5,4.9,3.9,2.2
653,2023,1,3,Xavier,76.73%,0.232720586,10,USC,2,3,6.6,1.7,0.055,4.3,5.2,-0.6,-1.6,2.8,-7.6,-3,-2.7,2.9,6.3,5,2.5,2.2,3
654,2023,1,3,Xavier,54.38%,0.456239063,10,Penn State,-1,3,2.3,-2.2,0.0564,0.1,1.2,3.8,3.4,13,0.3,9.4,1.2,0.5,-0.1,1,2.6,5.8,3.7
655,2023,1,3,Xavier,62.49%,0.375108583,11,North Carolina State,1,2,5.1,-0.4,0.0675,3.8,0.6,3.9,-2.6,1.1,-1.2,5.5,-6.9,2.5,-1.9,4.6,3.7,1,4.2
656,2023,1,3,Xavier,64.12%,0.358762324,11,Mississippi State,1,4,15.1,7.7,0.0811,8.7,4.2,-1.8,-5.5,-3.4,-3.6,-3.8,-0.5,3.5,2.5,12.9,5.1,6.7,4.3
657,2023,1,3,Xavier,80.03%,0.199688486,11,Providence,2,4,3.5,-2.6,0.082,4.1,0.4,0.6,-0.4,-3.4,-1.3,-6,1.6,3.1,-0.9,4.4,2,3.4,4.1
658,2023,1,3,Xavier,88.43%,0.115723726,11,Nevada,2,3,9,2.2,0.0832,5.1,1.4,2.3,-2.2,8.9,0.3,-8.7,-4.3,3.7,-0.6,5.7,3.4,4.4,3.7
659,2023,1,3,Xavier,59.24%,0.407564738,11,Arizona State,0,3,12.7,4.6,0.1013,8.1,4,0.6,-4.1,2.2,-6.4,0,-6.3,6.1,4.9,8.1,2.3,2,3.8
660,2023,1,3,Xavier,69.23%,0.307700845,11,Pittsburgh,1,3,5.3,-4.3,0.1452,2.4,1.2,1.1,-0.2,1.4,-2.8,-1.6,-3.5,1.3,0.1,3.5,2.5,3.1,5.6
661,2023,1,3,Xavier,57.74%,0.422643349,12,Drake,0,-2,8.5,3,0.0619,2.5,3.1,2,-1.2,7.5,3,2,0.4,2.1,1.2,2.8,4.7,4,5.3
662,2023,1,3,Xavier,46.30%,0.536974961,12,VCU,0,-2,13.1,5.7,0.0842,3.4,3.4,-2,-7.6,2.8,-4.4,-11,-3.4,1.7,2.5,4.8,3.6,2.3,4
663,2023,1,3,Xavier,34.02%,0.659844423,12,Oral Roberts,0,-5,5.7,-1.8,0.1029,-0.5,1.9,4.3,-1.1,7.3,-2,6.2,5.1,-2.6,2.1,2.5,1.7,-0.1,3.1
664,2023,1,3,Xavier,39.83%,0.601686147,12,College of Charleston,0,-6,8.9,0.9,0.1061,4.1,2.5,0.8,-2.8,-3.3,-0.1,-1.9,2.4,1.1,-0.4,6.2,5.6,-0.8,3.3
665,2023,1,3,Xavier,34.99%,0.650136339,13,Iona,0,-2,9.2,1.2,0.1048,3.8,4.5,2.2,-4.4,-0.2,-5.1,1.8,-4.1,3.2,1.7,3.5,6.7,1.7,6.6
666,2023,1,3,Xavier,37.99%,0.62012389,13,Kent State,0,-3,11.5,2.5,0.1212,4.3,3.2,1.2,-6.1,0.9,-4.8,-1.2,-11.7,1.8,0.9,6.3,5,2.3,4
667,2023,1,3,Xavier,66.58%,0.334189555,13,Louisiana Lafayette,1,-1,6.8,-3.1,0.1502,2.6,-0.2,0,-1.6,-2,-1,-6.9,-6.7,1.8,-0.5,2.9,0,1.9,5.4
668,2023,1,3,Xavier,43.65%,0.563497603,13,Furman,0,-2,5.4,-5.3,0.1689,0,-0.2,1.7,-1.9,2.2,-1.7,-3.9,-4.7,-5.1,-2.5,5.1,2.8,1.9,7
669,2023,1,3,Xavier,72.02%,0.279813802,14,Montana State,0,0,13.6,1.3,0.194,4.7,1,-0.1,-3.6,6.1,-0.1,-13.6,-8.4,1.6,0.7,7.5,1.1,4,7.7
670,2023,1,3,Xavier,62.98%,0.37023464,14,Kennesaw State,0,-1,12.8,-1.7,0.252,2.7,-0.8,-0.4,-3.1,4.3,-0.4,-5.7,-9.1,2.7,-1.8,2.4,1.1,1.8,6.3
671,2023,1,3,Xavier,51.64%,0.483607191,14,Grand Canyon,-1,1,7.2,-7.2,0.2553,2.7,3.2,-0.9,1.5,1.3,-4.9,-7,-6.1,3.5,1.9,1.9,3.9,5.4,8.6
672,2023,1,3,Xavier,49.76%,0.502440491,14,UC Santa Barbara,0,-2,8.2,-6.4,0.2604,1.4,0.6,0.7,-2.2,5.2,-0.7,-4.1,-2.1,-0.8,-0.2,4.4,1.4,5.7,6.2
673,2023,1,3,Xavier,73.99%,0.260067842,15,Vermont,1,2,8.8,-3.1,0.1923,0.7,-0.3,3.3,-0.3,12.5,2.9,2.4,0.2,-1.5,-1.3,3.3,1.3,5.7,8.8
674,2023,1,3,Xavier,41.82%,0.581769537,15,Colgate,0,-1,6.7,-6.5,0.2254,-3,-1.5,2.6,-1.1,6.9,1.3,3.2,6.8,-3.1,-2.8,-1.4,1,2.6,8.6
675,2023,1,3,Xavier,96.56%,0.034355062,15,Princeton,5,4,10.4,-3.3,0.2333,3.1,2.4,0.6,2,3.4,2.6,-1.4,-2.2,0.5,1.5,5.5,2.8,2.9,8.2
676,2023,1,3,Xavier,62.46%,0.375395536,15,UNC Asheville,0,-2,16.6,-3.4,0.3983,1.7,2.4,-2.5,-1.4,6,-3.3,-10.5,0.3,2.6,-0.4,0.7,5.4,2,6.8
677,2023,1,3,Xavier,35.11%,0.64888646,16,Northern Kentucky,0,3,16.1,-2.6,0.3642,5.8,-0.9,0,-6.7,0.5,-7.4,3.4,-3.7,6.3,-0.2,4.3,-0.8,8.5,11.6
678,2023,1,3,Xavier,70.01%,0.299909833,16,Texas A&M Corpus Chris,1,2,13.1,-7.7,0.4233,4.4,-2,-0.5,-4.4,-0.7,-2.5,-3.6,-11.5,5,-5.4,2.6,2.6,1.2,11
679,2023,1,3,Xavier,55.14%,0.448591329,16,Howard,0,3,16,-6.9,0.4777,3.6,-0.2,-5.3,-4.2,-2,-6.2,-2,-7.5,4.1,-2.1,2.3,2.3,1.4,12.3
680,2023,1,3,Xavier,77.77%,0.222283388,16,Southeast Missouri State,-1,6,18.9,-8.6,0.5934,5.6,-1.2,0.2,-2.5,6.5,-2.5,-7.5,-16.5,4,-2.1,6.2,0.6,-1.8,16.5
681,2023,1,3,Xavier,88.59%,0.11405316,16,Texas Southern,0,11,22.8,-5.6,0.6199,9.4,1.1,-2.8,-2,2.5,-2.3,-4.1,-11,6.6,0,10.8,2.3,1,18.4
682,2023,1,3,Xavier,55.87%,0.441297484,16,Fairleigh Dickinson,0,6,13.3,-18.9,0.6719,4.1,-5.4,1.2,-4.9,0.4,-3.5,2.9,-7.7,2.6,-7.4,5.1,-1,1.6,17.3
683,2023,1,3,Kansas State,25.50%,0.744993896,4,Tennessee,-1,0,-0.8,5.5,-0.0603,1.2,5.1,1.9,-1.5,-5.7,2.3,6.1,1.8,0.8,4.2,1.1,3.9,4.4,1.6
684,2023,1,3,Kansas State,24.97%,0.750264579,4,Connecticut,-1,-2,-8.2,-0.4,-0.0601,-2,2,1.1,1.3,-8.1,3,5.6,-2,-1.6,3,-1.7,0.1,3,-0.3
685,2023,1,3,Kansas State,42.09%,0.579148125,4,Virginia,0,-2,1.1,-0.9,0.025,0.2,-0.8,6.3,1,5.6,4.2,2.5,10.6,1.4,2.3,-1.3,-3.9,8.6,0.7
686,2023,1,3,Kansas State,41.00%,0.590010248,4,Indiana,-1,1,-2,-3.7,0.0271,-2.3,0.2,3.1,4.4,3.1,1.3,6.9,6.1,-1.4,3.1,-3,-3.1,1.9,1.4
687,2023,1,3,Kansas State,28.04%,0.719560788,5,Saint Mary's,-1,-3,-1.6,3.1,-0.0466,-1,0.8,3.6,1.7,-2,7.4,5.8,6.4,0.8,3.2,-2.7,-2.7,7.9,0.8
688,2023,1,3,Kansas State,32.99%,0.670101368,5,San Diego State,-1,-4,-1.4,3.1,-0.0454,1.4,0,2.4,1.1,-0.6,3.4,2.7,7.3,2.4,-1.1,-0.4,0.9,3.9,-1.8
689,2023,1,3,Kansas State,20.37%,0.796252429,5,Duke,-2,-3,-1.2,-0.6,-0.0058,0.4,1.2,1.8,4.1,-5.1,3.3,6.2,12.6,0.4,2.1,0.4,-0.3,4.8,0.4
690,2023,1,3,Kansas State,31.40%,0.686004881,5,Miami FL,0,-2,-6.8,-9,0.0449,-3.5,-3.8,3.6,2.6,-0.9,0.2,7,12.6,-3.1,-3,-2.8,-3.5,1.2,1.2
691,2023,1,3,Kansas State,50.12%,0.498818978,6,Creighton,-1,2,-3,-0.3,-0.0256,-2.8,0.2,3.4,6.4,5.6,5.9,8.9,16.9,-2.7,3.2,-2,-4,2.1,2.8
692,2023,1,3,Kansas State,39.62%,0.603803397,6,Iowa State,0,4,1.8,2.1,-0.0077,0.8,-2.6,0.2,-4.4,-2.8,2.6,9.2,-3.3,1.1,-0.8,0.1,-3.7,5.8,2
693,2023,1,3,Kansas State,34.20%,0.658003702,6,TCU,-1,2,-0.6,-0.9,0.0047,1.3,-0.3,2.9,-1.2,-1.3,-1.5,3.1,7,-0.1,-0.3,3.4,-0.3,0.2,2.1
694,2023,1,3,Kansas State,48.52%,0.514774848,6,Kentucky,0,2,-5.2,-5.5,0.0143,0.3,-1.3,2.7,3.9,-7.6,3.7,4.5,6.8,1.4,0.5,-1.4,-3,4,2.7
695,2023,1,3,Kansas State,25.94%,0.740618504,7,Texas A&M,-2,-2,-3.5,-1.4,-0.0186,2.5,-0.4,1.7,-0.4,-5.6,-1.2,-8.9,1.6,2.8,1.4,1.2,-2.2,3.8,0.6
696,2023,1,3,Kansas State,72.52%,0.274792711,7,Michigan State,1,4,-1.4,-2.8,0.0212,-0.1,-0.6,3.6,6,3.7,4,11.2,8.1,4.1,0.2,-5.5,-1.4,5.1,2.3
697,2023,1,3,Kansas State,51.31%,0.486874224,7,Northwestern,0,2,3,0.2,0.0332,4.3,-0.9,5.2,-1,2.8,1.9,7.3,5.1,5.3,2.2,1.9,-3.8,5,3.2
698,2023,1,3,Kansas State,13.77%,0.862307283,7,Missouri,-1,-1,-6.9,-10.9,0.0743,-3.6,-4.8,4,-3.6,4.3,-8.1,7.5,1.5,-4.1,-2.9,-2.1,-5.3,0.7,0.7
