"","YEAR","ROUND","HSEED","HTEAM","LSEED","LTEAM","G","W","ADJOE","ADJDE","BARTHAG","EFG_O","EFG_D","TOR","TORD","ORB","DRB","FTR","FTRD","X2P_O","X2P_D","X3P_O","X3P_D","X3PR","X3PRD","ADJ_T","WAB"
"310",2024,1,2,"Iowa State",13,"Samford",2,-2,1.89999999999999,-15.9,0.2268,-5,-2.9,-2.4,4,1.4,-2.6,-0.299999999999997,-1.8,-3.8,-2.6,-4.4,-2.4,-8.9,4.9,-5,6.83
"311",2024,1,2,"Iowa State",13,"Charleston",1,0,0.299999999999997,-18.7,0.2564,-0.5,-3.5,1.4,9.3,-1.9,2.8,9.2,6.9,-0.899999999999999,-3.6,0.100000000000001,-2.3,-15.1,8.1,-2.40000000000001,8.5
"312",2024,1,2,"Iowa State",14,"Morehead State",4,1,6.89999999999999,-16.9,0.3694,-2.5,1.4,-2.8,10.2,-0.399999999999999,3,4.8,2.5,-3.9,1.5,-0.399999999999999,0.399999999999999,-13.1,13.8,3.3,10.3
"313",2024,1,2,"Iowa State",14,"Oakland",0,4,5.8,-18.1,0.373,-0.200000000000003,-3.5,-0.5,9.4,1,0.799999999999997,5.2,8.4,-0.0999999999999943,-3.6,-0.200000000000003,-2.4,-8.8,4.3,0.799999999999997,11.1
"314",2024,1,2,"Iowa State",14,"Akron",2,3,8.59999999999999,-15.1,0.363,-0.100000000000001,-1.5,-1.5,9.1,2.1,3.8,2.5,6.2,-3.09999999999999,-3.8,2.9,1.5,-9.5,8.2,1.89999999999999,11.4
"315",2024,1,2,"Iowa State",14,"Colgate",1,2,11.3,-15.3,0.4455,-1.5,-0.100000000000001,-0.600000000000001,9.6,6.6,4.9,8.5,10.7,-1.59999999999999,-1.8,-0.800000000000004,1.6,-6.3,5.4,1.39999999999999,11
"316",2024,1,2,"Iowa State",15,"South Dakota State",3,5,6,-17.9,0.3747,-3.4,-3.7,-0.699999999999999,9.2,7.2,4.1,5.7,7.8,-4.2,-2.1,-1.3,-3.7,-8.2,-2.1,-0.300000000000011,14.3
"317",2024,1,2,"Iowa State",15,"Western Kentucky",4,5,8.39999999999999,-15.3,0.3645,0,-1.2,-2.6,7.1,3.1,2.7,3.2,1.8,-0.399999999999999,-1.4,0.5,-0.700000000000003,1,4.9,-7.5,13.5
"318",2024,1,2,"Iowa State",15,"Saint Peter's",3,8,16.8,-13.7,0.5545,6.9,0.5,-3.9,5.4,-3.5,0,-2,-7.09999999999999,9.3,0.5,1,0,0.899999999999999,10.5,3.59999999999999,15.7
"319",2024,1,2,"Iowa State",15,"Long Beach State",1,6,8.19999999999999,-21.5,0.527,3,-4.1,-1.4,7.2,-1.7,-0.200000000000003,-2,2.6,2,-3.1,3.6,-3.6,3.7,1.4,-3.80000000000001,14.9
"320",2024,1,2,"Iowa State",16,"Stetson",3,5,5.3,-27.5,0.6024,-1.5,-4.9,-0.100000000000001,12.2,4.1,-1.8,4.4,9.3,-0.799999999999997,-5.3,-1.6,-3,-9.8,7.6,1.59999999999999,13.7
"321",2024,1,2,"Iowa State",16,"Longwood",3,6,9.59999999999999,-18.3,0.4815,2.5,-4.2,-2.3,6.1,-5.1,3.9,-3.4,-0.899999999999999,3.1,-4,0.699999999999996,-3.1,3.7,5.5,0.799999999999997,15.5
"322",2024,1,2,"Iowa State",16,"Grambling State",3,7,15.9,-19.5,0.6778,3.7,-2,-4.8,6.7,3.5,-3.3,-3.5,1.3,4.7,-1.5,0.799999999999997,-2.2,2.2,11.6,2.69999999999999,14.9
"323",2024,1,2,"Iowa State",16,"Montana State",3,10,10.7,-19.3,0.539,-2,-5.2,-1.1,7.1,10.9,0.799999999999997,5.4,-1.8,-1.7,-7.2,-1.5,-1.1,-9.4,9.6,-0.900000000000006,19.5
"324",2024,1,2,"Iowa State",16,"Howard",2,9,9.09999999999999,-26.4,0.667,-0.100000000000001,-3.8,-5.7,9,-1.8,-1.3,-6.1,-3.9,2.5,-3.9,-2.6,-2.5,-6.9,11.8,-0.100000000000009,19
"325",2024,1,2,"Iowa State",16,"Wagner",5,11,18.6,-18.5,0.7184,7.3,-1.3,-0.200000000000001,8.7,2.1,2.4,9.3,5.3,8.90000000000001,-4,3.3,1.6,-6.2,3.8,6.3,18.6
"326",2024,1,2,"Marquette",2,"Tennessee",2,1,3.30000000000001,3.39999999999999,-0.00540000000000007,3.6,4.3,-0.299999999999999,2.2,-6.4,2.2,-8.7,-7.6,4.4,4.90000000000001,1.59999999999999,2.2,-0.799999999999997,1.7,-0.100000000000009,0.7
"327",2024,1,2,"Marquette",2,"Arizona",1,0,-2.59999999999999,1,-0.0198,0.100000000000001,1,-1.8,3,-10.3,7.7,-11.1,2.5,1.4,1.40000000000001,-1.3,0.200000000000003,7.9,4.9,-2.90000000000001,1.6
"328",2024,1,2,"Marquette",3,"Illinois",0,-1,-6.39999999999999,-6.5,0.0106999999999999,1.3,1.7,-0.799999999999999,8.8,-10.2,4.7,-12.2,1.1,1.3,2.6,0.899999999999999,-0.699999999999996,2.2,15.2,-0.800000000000011,0.5
"329",2024,1,2,"Marquette",3,"Kentucky",2,2,-4.09999999999999,-7.60000000000001,0.0394,-2.3,0.200000000000003,0.100000000000001,5.1,-2.9,0.600000000000001,-4.8,-5.2,1.3,-0.599999999999994,-5.40000000000001,1,3.2,3.2,-3.40000000000001,3.6
"330",2024,1,2,"Marquette",3,"Creighton",2,2,-1.69999999999999,-1.90000000000001,0.00390000000000001,-2.4,3.3,-1,9.9,0.100000000000001,6.2,1.1,12,-4.6,3.5,-0.300000000000004,1.4,-8.4,15.9,2.19999999999999,2.1
"331",2024,1,2,"Marquette",3,"Baylor",2,2,-3.3,-5.30000000000001,0.0225,-0.5,-1.59999999999999,-3.4,4,-9.1,3.7,-14.9,-2.7,2.6,-2.7,-3.6,0.100000000000001,2.2,7.6,3.39999999999999,1.4
"332",2024,1,2,"Marquette",4,"Auburn",0,-2,-1.8,2.5,-0.0245000000000001,1,6.3,-0.6,2.9,-6.9,0.5,-12.6,-12.8,1.1,6.40000000000001,0.599999999999994,3.8,3,9.8,-0.700000000000003,1
"333",2024,1,2,"Marquette",4,"Duke",2,1,-1.89999999999999,-2.2,0.00559999999999994,-0.100000000000001,0.700000000000003,0,4.2,-5.8,4.9,-8.2,0.599999999999998,1.6,0.100000000000001,-1.90000000000001,1,3.1,7.6,2.19999999999999,3.2
"334",2024,1,2,"Marquette",4,"Kansas",3,3,5.40000000000001,1.89999999999999,0.0216999999999999,1.7,2.1,-2.1,4.3,0.699999999999999,4.4,-7.2,-0.300000000000001,1.2,3.90000000000001,2.5,-0.199999999999996,10.8,2,0.199999999999989,2.2
"335",2024,1,2,"Marquette",4,"Alabama",2,4,-6.3,-7.5,0.0202,-1.2,-0.199999999999996,-1.7,5.5,-8.9,0.900000000000002,-9.6,-11.4,-1.6,-1.9,-0.700000000000003,1.7,-6.3,6.4,-3.40000000000001,3.1
"336",2024,1,2,"Marquette",5,"San Diego State",2,1,7.40000000000001,0.699999999999989,0.0539,5.3,2.5,-1.7,3.1,-6.7,2.8,-11.9,-5.1,4.4,0.900000000000006,4.5,3.1,2.7,2.6,3,3.9
"337",2024,1,2,"Marquette",5,"Wisconsin",-1,3,-0.899999999999991,-4.2,0.0309999999999999,2.7,-2.5,-0.299999999999999,4.2,-4.5,6.3,-7.9,-5,3.4,-1.2,1,-3.5,5.1,8.7,4.09999999999999,3.2
"338",2024,1,2,"Marquette",5,"Gonzaga",3,0,-2.39999999999999,-4,0.0176999999999999,-1.6,2.40000000000001,0.300000000000001,4.6,-7.3,3.6,-5.9,2.4,-2.3,4.1,0.299999999999997,-0.399999999999999,9.1,6.2,0,4
"339",2024,1,2,"Marquette",5,"Saint Mary's",2,-1,3.10000000000001,0.899999999999991,0.013,2,4.6,-1.7,4.4,-13,8.4,-2.7,-4,3,5.6,0.299999999999997,1.2,3.8,14.1,6.99999999999999,5.1
"340",2024,1,2,"Marquette",6,"BYU",1,2,-1.69999999999999,-4.40000000000001,0.0261,0,1.7,-0.899999999999999,5.1,-6.8,6.1,0.300000000000001,-3.9,-2,1,1,1.8,-10.2,9,0.0999999999999943,3.6
"341",2024,1,2,"Marquette",6,"Texas Tech",1,2,1.40000000000001,-3.80000000000001,0.0481999999999999,2.3,0.600000000000001,-2.2,4.1,-4.2,0.5,-9,1.6,4.5,-0.399999999999999,-0.700000000000003,1.5,-0.600000000000001,4.1,2.69999999999999,3.1
"342",2024,1,2,"Marquette",6,"South Carolina",1,-1,4.5,-4.30000000000001,0.0908,4.3,1.7,-1.2,6.2,-7.1,2.8,-6.2,-2.6,4.9,2.40000000000001,2.3,0,-0.5,11.9,6.09999999999999,1.8
"343",2024,1,2,"Marquette",6,"Clemson",2,4,2.2,-4.7,0.0680999999999999,1.2,1,-0.6,7.5,-1.7,5.6,-5,-3,1.6,2.1,0.399999999999999,-0.399999999999999,0.299999999999997,2.5,2.89999999999999,5.6
"344",2024,1,2,"Marquette",7,"Washington State",1,1,6.10000000000001,-2,0.0771999999999999,3,2.40000000000001,-1.8,5.2,-6.9,5.9,-6.1,-4.5,3.4,2.3,1.8,1.6,8.5,11.6,4.19999999999999,4.6
"345",2024,1,2,"Marquette",7,"Florida",-1,1,-0.799999999999997,-4.7,0.0377,3.6,0.900000000000006,-1.5,6.6,-11.5,1.9,-13,-6,4.3,0.200000000000003,1.59999999999999,1.4,6,10.4,-2.5,3.5
"346",2024,1,2,"Marquette",7,"Texas",2,5,-0.0999999999999943,-3.7,0.0322,1.4,0.700000000000003,-2.3,2.5,-4.5,0.800000000000001,-4.8,-6.8,2.6,1.8,-0.300000000000004,-1.2,5.6,10.7,1.89999999999999,5.3
"347",2024,1,2,"Marquette",7,"Dayton",3,1,1.5,-6.10000000000001,0.0781,-1.5,1.8,-1.5,5.4,-0.899999999999999,1.8,-11.6,6.4,2.3,1,-4.40000000000001,1.9,-4,2.7,5.09999999999999,3.9
"348",2024,1,2,"Marquette",8,"Florida Atlantic",1,0,1.60000000000001,-8.40000000000001,0.1158,0.100000000000001,0,-1.5,4.6,-7.8,1.6,-9.2,0.699999999999999,0,-0.0999999999999943,0.199999999999996,0,1.7,6.8,1.19999999999999,5.3
"349",2024,1,2,"Marquette",8,"Nebraska",1,2,3.2,-1,0.0328999999999999,1.9,3.40000000000001,-1.6,4.7,-1.8,0.800000000000001,-6.8,0.5,3.2,4,0,1.7,-4,1.4,0.399999999999991,4.1
"350",2024,1,2,"Marquette",8,"Utah State",3,-2,4.80000000000001,-5.80000000000001,0.1184,1,0.100000000000001,-1.4,4.7,-2.5,5.4,-14.4,-2.2,-1.1,-3.9,3.7,4.6,7.1,6.4,0.599999999999994,3.2
"351",2024,1,2,"Marquette",8,"Mississippi State",0,4,6.30000000000001,-0.300000000000011,0.0556,3.4,2,-4.4,2.9,-9.4,3.2,-12.3,-4.2,2.6,-1,3.3,4.2,2.3,2,1.89999999999999,5.7
"352",2024,1,2,"Marquette",9,"Northwestern",2,4,1.7,-4.60000000000001,0.0610999999999999,1.9,-1.9,1,2.3,0.300000000000001,2.6,-4.3,-11.2,6.3,-1.09999999999999,-3.6,-2.3,3.7,6.2,5.39999999999999,5
"353",2024,1,2,"Marquette",9,"Texas A&M",0,5,3.90000000000001,-4.30000000000001,0.0829,9.7,-0.399999999999999,0.100000000000001,4.2,-15.9,2.8,-12.6,-3,9,-0.299999999999997,7.4,-0.299999999999997,2.4,-1.8,3.5,6.25
"354",2024,1,2,"Marquette",9,"TCU",1,4,4.40000000000001,-2.5,0.0638,3.2,-0.599999999999994,-3.6,0.300000000000001,-9.5,2.2,-9.5,-7.5,4.8,-1.7,0.199999999999996,0.800000000000004,10.3,7.9,-0.800000000000011,5.2
"355",2024,1,2,"Marquette",9,"Michigan State",1,6,6.2,1.3,0.0345,3.6,1.7,-0.399999999999999,2.4,-3.9,2.1,-4.3,-4.4,5.5,2.1,-0.100000000000001,0.800000000000004,10.3,1.8,3.8,6.29
"356",2024,1,2,"Marquette",10,"Drake",1,-3,4.10000000000001,-5.60000000000001,0.1045,0.200000000000003,-1.3,0.4,3.7,1.8,8.7,-7,-2.8,0.899999999999999,-2.7,-0.700000000000003,0.600000000000001,0.899999999999999,3.8,1.3,4.8
"357",2024,1,2,"Marquette",10,"Boise State",4,3,4.90000000000001,-3.2,0.079,3.5,-0.0999999999999943,-2.2,4.3,-6.5,7.7,-10.5,-4.9,4.8,-2.9,1,3,0.700000000000003,6.2,2.5,5.6
"358",2024,1,2,"Marquette",10,"Colorado",0,1,1.7,-3.40000000000001,0.0461999999999999,-0.199999999999996,0.400000000000006,-3.8,5.9,-6.4,6.8,-9.7,0.0999999999999979,2.4,-0.899999999999999,-3.6,1.7,10.1,7.8,1.39999999999999,4.8
"359",2024,1,2,"Marquette",10,"Colorado State",2,1,5.10000000000001,-3.5,0.0868,0.5,0.400000000000006,-0.5,4.2,1.7,3.3,-7,-3.6,-1.6,0.700000000000003,2.59999999999999,-0.399999999999999,2.2,9.1,3.3,5
"360",2024,1,2,"Marquette",10,"Virginia",1,2,14.3,2.59999999999999,0.1181,5.8,3.5,1.1,1.8,0,2.7,0.5,2.5,9.2,2.6,-0.5,3.2,7.8,3.2,9.09999999999999,5.3
"361",2024,1,2,"Marquette",10,"Nevada",2,-1,3.80000000000001,-3.40000000000001,0.0696,1.8,1.5,-0.699999999999999,3.8,-1.5,3.6,-20.6,-6.1,3.4,0.100000000000001,-0.700000000000003,2.3,6.9,2.1,2.3,3.8
"362",2024,1,2,"Marquette",11,"Duquesne",0,1,12.6,-1.5,0.1716,5,1.7,-3.2,1.6,-3.9,0.800000000000001,-7.5,-7.1,6.4,0.800000000000004,1.9,1.9,0.799999999999997,5.8,2.8,8.3
"363",2024,1,2,"Marquette",11,"North Carolina State",-2,3,4.90000000000001,-6.60000000000001,0.1347,4.4,-0.799999999999997,0.600000000000001,3.2,-2.6,1.5,-6.9,-3.7,5.9,-0.299999999999997,1.2,-1.3,7,7.8,1.19999999999999,7.1
"364",2024,1,2,"Marquette",11,"Oregon",0,2,5.60000000000001,-5,0.1179,3.3,-1.8,-0.5,3.2,-2.7,3.7,-6.7,-4.6,3.3,-2.4,2.2,-0.699999999999996,3.8,6.9,2,5.1
"365",2024,1,2,"Marquette",11,"New Mexico",0,-1,4.10000000000001,-0.900000000000006,0.0400999999999999,4.1,1.7,0.4,1.6,-7.4,3.8,-7.5,-5.3,4.6,0,2.4,3,10.7,6.5,-3.7,4.8
"366",2024,1,2,"Marquette",12,"UAB",1,2,6.2,-11.7,0.2694,5,-1.3,-2.4,5,-9.3,-0.199999999999999,-14.9,-3.2,5.6,-1,2.7,-1.4,9.2,6.4,1.39999999999999,9.2
"367",2024,1,2,"Marquette",12,"James Madison",1,-6,6.90000000000001,-5.80000000000001,0.1548,0.700000000000003,3,-0.399999999999999,1.3,-6,3.2,-8.6,-6.9,1.8,0.400000000000006,-0.700000000000003,5,2.4,8,-0.700000000000003,5
"368",2024,1,2,"Marquette",12,"McNeese State",5,-5,7.60000000000001,-6.40000000000001,0.1804,0.200000000000003,1.90000000000001,0.100000000000001,-1.9,-6.1,0.400000000000002,-15,-5.7,3.2,2.90000000000001,-3.6,0.600000000000001,6.9,-5,3.8,5.8
"369",2024,1,2,"Marquette",12,"Grand Canyon",2,-4,7.80000000000001,-5.2,0.1595,3.1,3.8,-3.5,1.2,-8.6,1.2,-19.7,-6.6,3.7,4.8,1.4,1,4.4,9.5,1.09999999999999,5.2
"370",2024,1,2,"Marquette",13,"Yale",5,3,9.10000000000001,-5.5,0.1891,2.8,0,0.200000000000001,5.1,-2.4,6.8,-1.3,-0.800000000000001,3.5,0.400000000000006,1.2,-0.399999999999999,5.2,1.7,4.5,9
"371",2024,1,2,"Marquette",13,"Vermont",2,-3,14.4,-4.10000000000001,0.2735,3.3,3,0.5,6,3.6,7.5,-4.1,2.3,2.9,2.8,2.3,2.1,-3.6,6.6,5.8,7.7
"372",2024,1,2,"Marquette",13,"Samford",2,-4,7.2,-7.80000000000001,0.2013,-1.8,-0.299999999999997,-3.8,-0.599999999999998,-4.2,-1.2,-10.8,-8.8,0.5,-0.299999999999997,-3.5,-0.299999999999997,-0.399999999999999,3,-3.5,6.43
"373",2024,1,2,"Marquette",13,"Charleston",1,-2,5.60000000000001,-10.6,0.2309,2.7,-0.899999999999999,0,4.7,-7.5,4.2,-1.3,-0.100000000000001,3.4,-1.3,1,-0.199999999999996,-6.6,6.2,-0.900000000000006,8.1
"374",2024,1,2,"Marquette",14,"Morehead State",4,-1,12.2,-8.80000000000001,0.3439,0.700000000000003,4,-4.2,5.6,-6,4.4,-5.7,-4.5,0.399999999999999,3.8,0.5,2.5,-4.6,11.9,4.8,9.9
"375",2024,1,2,"Marquette",14,"Oakland",0,2,11.1,-10,0.3475,3,-0.899999999999999,-1.9,4.8,-4.6,2.2,-5.3,1.4,4.2,-1.3,0.699999999999996,-0.299999999999997,-0.299999999999997,2.4,2.3,10.7
"376",2024,1,2,"Marquette",14,"Akron",2,1,13.9,-7,0.3375,3.1,1.1,-2.9,4.5,-3.5,5.2,-8,-0.800000000000001,1.2,-1.5,3.8,3.6,-1,6.3,3.39999999999999,11
"377",2024,1,2,"Marquette",14,"Colgate",1,0,16.6,-7.2,0.42,1.7,2.5,-2,5,1,6.3,-2,3.7,2.7,0.5,0.0999999999999943,3.7,2.2,3.5,2.89999999999999,10.6
"378",2024,1,2,"Marquette",15,"South Dakota State",3,3,11.3,-9.80000000000001,0.3492,-0.199999999999996,-1.09999999999999,-2.1,4.6,1.6,5.5,-4.8,0.800000000000001,0.100000000000001,0.200000000000003,-0.400000000000006,-1.6,0.299999999999997,-4,1.19999999999999,13.9
"379",2024,1,2,"Marquette",15,"Western Kentucky",4,3,13.7,-7.2,0.339,3.2,1.40000000000001,-4,2.5,-2.5,4.1,-7.3,-5.2,3.9,0.900000000000006,1.4,1.4,9.5,3,-6,13.1
"380",2024,1,2,"Marquette",15,"Saint Peter's",3,6,22.1,-5.60000000000001,0.529,10.1,3.1,-5.3,0.800000000000001,-9.1,1.4,-12.5,-14.1,13.6,2.8,1.9,2.1,9.4,8.6,5.09999999999999,15.3
"381",2024,1,2,"Marquette",15,"Long Beach State",1,4,13.5,-13.4,0.5015,6.2,-1.5,-2.8,2.6,-7.3,1.2,-12.5,-4.4,6.3,-0.799999999999997,4.5,-1.5,12.2,-0.5,-2.30000000000001,14.5
"382",2024,1,2,"Marquette",16,"Stetson",3,3,10.6,-19.4,0.5769,1.7,-2.3,-1.5,7.6,-1.5,-0.399999999999999,-6.1,2.3,3.5,-3,-0.700000000000003,-0.899999999999999,-1.3,5.7,3.09999999999999,13.3
"383",2024,1,2,"Marquette",16,"Longwood",3,4,14.9,-10.2,0.456,5.7,-1.59999999999999,-3.7,1.5,-10.7,5.3,-13.9,-7.9,7.4,-1.7,1.59999999999999,-1,12.2,3.6,2.3,15.1
"384",2024,1,2,"Marquette",16,"Grambling State",3,5,21.2,-11.4,0.6523,6.9,0.600000000000001,-6.2,2.1,-2.1,-1.9,-14,-5.7,9,0.800000000000004,1.7,-0.100000000000001,10.7,9.7,4.19999999999999,14.5
"385",2024,1,2,"Marquette",16,"Montana State",3,8,16,-11.2,0.5135,1.2,-2.59999999999999,-2.5,2.5,5.3,2.2,-5.1,-8.8,2.6,-4.9,-0.600000000000001,1,-0.899999999999999,7.7,0.599999999999994,19.1
"386",2024,1,2,"Marquette",16,"Howard",2,7,14.4,-18.3,0.6415,3.1,-1.2,-7.1,4.4,-7.4,0.100000000000001,-16.6,-10.9,6.8,-1.59999999999999,-1.7,-0.399999999999999,1.6,9.9,1.39999999999999,18.6
"387",2024,1,2,"Marquette",16,"Wagner",5,9,23.9,-10.4,0.6929,10.5,1.3,-1.6,4.1,-3.5,3.8,-1.2,-1.7,13.2,-1.7,4.2,3.7,2.3,1.9,7.8,18.2
"388",2024,1,2,"Tennessee",2,"Arizona",-1,-1,-5.90000000000001,-2.39999999999999,-0.0144,-3.5,-3.3,-1.5,0.799999999999997,-3.9,5.5,-2.40000000000001,10.1,-3,-3.5,-2.9,-2,8.7,3.2,-2.8,0.9
"389",2024,1,2,"Tennessee",3,"Illinois",-2,-2,-9.7,-9.89999999999999,0.0161,-2.3,-2.6,-0.5,6.6,-3.8,2.5,-3.5,8.7,-3.1,-2.3,-0.699999999999996,-2.9,3,13.5,-0.700000000000003,-0.2
"390",2024,1,2,"Tennessee",3,"Kentucky",0,1,-7.40000000000001,-11,0.0448000000000001,-5.9,-4.1,0.4,2.9,3.5,-1.6,3.9,2.4,-3.1,-5.5,-7,-1.2,4,1.5,-3.3,2.9
"391",2024,1,2,"Tennessee",3,"Creighton",0,1,-5,-5.3,0.00930000000000009,-6,-1,-0.700000000000001,7.7,6.5,4,9.8,19.6,-9,-1.40000000000001,-1.9,-0.800000000000004,-7.6,14.2,2.3,1.4
"392",2024,1,2,"Tennessee",3,"Baylor",0,1,-6.60000000000001,-8.7,0.0279,-4.1,-5.9,-3.1,1.8,-2.7,1.5,-6.2,4.9,-1.8,-7.6,-5.2,-2.1,3,5.9,3.5,0.7
"393",2024,1,2,"Tennessee",4,"Auburn",-2,-3,-5.10000000000001,-0.899999999999991,-0.0191,-2.6,2,-0.300000000000001,0.699999999999999,-0.5,-1.7,-3.90000000000001,-5.2,-3.3,1.5,-1,1.6,3.8,8.1,-0.599999999999994,0.3
"394",2024,1,2,"Tennessee",4,"Duke",0,0,-5.2,-5.59999999999999,0.011,-3.7,-3.6,0.299999999999999,2,0.599999999999998,2.7,0.5,8.2,-2.8,-4.8,-3.5,-1.2,3.9,5.9,2.3,2.5
"395",2024,1,2,"Tennessee",4,"Kansas",1,2,2.09999999999999,-1.5,0.0271,-1.9,-2.2,-1.8,2.1,7.1,2.2,1.5,7.3,-3.2,-1,0.900000000000006,-2.4,11.6,0.299999999999997,0.299999999999997,1.5
"396",2024,1,2,"Tennessee",4,"Alabama",0,3,-9.60000000000001,-10.9,0.0256000000000001,-4.8,-4.5,-1.4,3.3,-2.5,-1.3,-0.900000000000006,-3.8,-6,-6.8,-2.3,-0.5,-5.5,4.7,-3.3,2.4
"397",2024,1,2,"Tennessee",5,"San Diego State",0,0,4.09999999999999,-2.7,0.0593,1.7,-1.8,-1.4,0.899999999999999,-0.300000000000004,0.600000000000001,-3.2,2.5,0,-4,2.9,0.899999999999999,3.5,0.899999999999999,3.10000000000001,3.2
"398",2024,1,2,"Tennessee",5,"Wisconsin",-3,2,-4.2,-7.59999999999999,0.0364,-0.899999999999999,-6.8,0,2,1.9,4.1,0.799999999999997,2.59999999999999,-1,-6.1,-0.599999999999994,-5.7,5.9,7,4.2,2.5
"399",2024,1,2,"Tennessee",5,"Gonzaga",1,-1,-5.7,-7.39999999999999,0.0231,-5.2,-1.9,0.6,2.4,-0.899999999999999,1.4,2.8,10,-6.7,-0.800000000000004,-1.3,-2.6,9.9,4.5,0.100000000000009,3.3
"400",2024,1,2,"Tennessee",5,"Saint Mary's",0,-2,-0.200000000000003,-2.5,0.0184000000000001,-1.6,0.299999999999997,-1.4,2.2,-6.6,6.2,6,3.59999999999999,-1.4,0.699999999999996,-1.3,-1,4.59999999999999,12.4,7.1,4.4
"401",2024,1,2,"Tennessee",6,"BYU",-1,1,-5,-7.8,0.0315000000000001,-3.6,-2.6,-0.6,2.9,-0.399999999999999,3.9,9,3.7,-6.4,-3.90000000000001,-0.599999999999994,-0.400000000000002,-9.40000000000001,7.3,0.200000000000003,2.9
"402",2024,1,2,"Tennessee",6,"Texas Tech",-1,1,-1.90000000000001,-7.2,0.0536,-1.3,-3.7,-1.9,1.9,2.2,-1.7,-0.300000000000004,9.2,0.100000000000001,-5.3,-2.3,-0.700000000000003,0.199999999999996,2.4,2.8,2.4
"403",2024,1,2,"Tennessee",6,"South Carolina",-1,-2,1.19999999999999,-7.7,0.0962000000000001,0.700000000000003,-2.6,-0.9,4,-0.700000000000003,0.600000000000001,2.5,5,0.5,-2.5,0.700000000000003,-2.2,0.299999999999997,10.2,6.2,1.1
"404",2024,1,2,"Tennessee",6,"Clemson",0,3,-1.10000000000001,-8.09999999999999,0.0735,-2.4,-3.3,-0.300000000000001,5.3,4.7,3.4,3.7,4.6,-2.8,-2.8,-1.2,-2.6,1.09999999999999,0.799999999999997,3,4.9
"405",2024,1,2,"Tennessee",7,"Washington State",-1,0,2.8,-5.39999999999999,0.0826,-0.600000000000001,-1.9,-1.5,3,-0.5,3.7,2.6,3.09999999999999,-1,-2.6,0.200000000000003,-0.600000000000001,9.3,9.9,4.3,3.9
"406",2024,1,2,"Tennessee",7,"Florida",-3,0,-4.10000000000001,-8.09999999999999,0.0431,0,-3.4,-1.2,4.4,-5.1,-0.299999999999997,-4.3,1.59999999999999,-0.100000000000001,-4.7,0,-0.800000000000004,6.8,8.7,-2.39999999999999,2.8
"407",2024,1,2,"Tennessee",7,"Texas",0,4,-3.40000000000001,-7.09999999999999,0.0376000000000001,-2.2,-3.6,-2,0.299999999999997,1.9,-1.4,3.9,0.799999999999997,-1.8,-3.1,-1.9,-3.4,6.4,9,2,4.6
"408",2024,1,2,"Tennessee",7,"Dayton",1,0,-1.80000000000001,-9.5,0.0835,-5.1,-2.5,-1.2,3.2,5.5,-0.399999999999999,-2.90000000000001,14,-2.1,-3.90000000000001,-6,-0.300000000000001,-3.2,1,5.2,3.2
"409",2024,1,2,"Tennessee",8,"Florida Atlantic",-1,-1,-1.7,-11.8,0.1212,-3.5,-4.3,-1.2,2.4,-1.4,-0.599999999999998,-0.5,8.3,-4.4,-5,-1.4,-2.2,2.5,5.1,1.3,4.6
"410",2024,1,2,"Tennessee",8,"Nebraska",-1,1,-0.100000000000009,-4.39999999999999,0.0383,-1.7,-0.899999999999999,-1.3,2.5,4.6,-1.4,1.9,8.1,-1.2,-0.900000000000006,-1.59999999999999,-0.5,-3.2,-0.300000000000004,0.5,3.4
"411",2024,1,2,"Tennessee",8,"Utah State",1,-3,1.5,-9.2,0.1238,-2.6,-4.2,-1.1,2.5,3.9,3.2,-5.7,5.4,-5.5,-8.8,2.1,2.4,7.9,4.7,0.700000000000003,2.5
"412",2024,1,2,"Tennessee",8,"Mississippi State",-2,3,3,-3.7,0.061,-0.200000000000003,-2.3,-4.1,0.699999999999999,-3,1,-3.6,3.4,-1.8,-5.90000000000001,1.7,2,3.09999999999999,0.299999999999997,2,5
"413",2024,1,2,"Tennessee",9,"Northwestern",0,3,-1.60000000000001,-8,0.0665,-1.7,-6.2,1.3,0.0999999999999979,6.7,0.400000000000002,4.4,-3.6,1.9,-6,-5.2,-4.5,4.5,4.5,5.5,4.3
"414",2024,1,2,"Tennessee",9,"Texas A&M",-2,4,0.599999999999994,-7.7,0.0883,6.1,-4.7,0.4,2,-9.5,0.600000000000001,-3.90000000000001,4.6,4.6,-5.2,5.8,-2.5,3.2,-3.5,3.60000000000001,5.55
"415",2024,1,2,"Tennessee",9,"TCU",-1,3,1.09999999999999,-5.89999999999999,0.0692,-0.399999999999999,-4.9,-3.3,-1.9,-3.1,0,-0.800000000000004,0.0999999999999943,0.399999999999999,-6.6,-1.4,-1.4,11.1,6.2,-0.700000000000003,4.5
"416",2024,1,2,"Tennessee",9,"Michigan State",-1,5,2.89999999999999,-2.09999999999999,0.0399,0,-2.6,-0.0999999999999996,0.199999999999999,2.5,-0.0999999999999979,4.4,3.2,1.1,-2.8,-1.7,-1.4,11.1,0.100000000000001,3.90000000000001,5.59
"417",2024,1,2,"Tennessee",10,"Drake",-1,-4,0.799999999999997,-9,0.1099,-3.4,-5.6,0.699999999999999,1.5,8.2,6.5,1.7,4.8,-3.5,-7.6,-2.3,-1.6,1.7,2.1,1.40000000000001,4.1
