,YEAR,ROUND,LSEED,LTEAM,LSCORE,SCORE_DIFF,confW,confL,G,W,ADJOE,ADJDE,BARTHAG,EFG_O,EFG_D,TOR,TORD,ORB,DRB,FTR,FTRD,X2P_O,X2P_D,X3P_O,X3P_D,ADJ_T,WAB,upset,HSEED,HTEAM,HSCORE
97,2015,1,16,Coastal Carolina,72,14,B10,BSth,10,16,24.6,-9.40000000000001,0.4341,4.8,0.0,-5.1,-1.1,-2.7,-4.3,-2.7,-12.6,6.7,-1.09999999999999,0.600000000000001,3.7,-4.8,16.4,0.0,1.0,Wisconsin,86.0
98,2015,1,13,Valparaiso,62,3,B10,Horz,4,3,5.2,-0.5,0.0913,-0.0999999999999943,0.299999999999997,-0.100000000000001,-1.4,-5.8,3.1,7.9,-5.3,0.0,1.8,-0.799999999999997,-1.6,1.4,6.8,0.0,4.0,Maryland,65.0
99,2015,1,14,Northeastern,65,4,ACC,CAA,3,9,18.3,-2.40000000000001,0.2815,3.8,-1.9,-7.0,1.8,-2.2,6.9,-4.7,-0.899999999999999,5.2,-1.7,0.399999999999999,-1.8,0.299999999999997,13.2,0.0,3.0,Notre Dame,69.0
100,2015,1,16,Hampton,56,23,SEC,MEAC,4,21,25.5,-18.3,0.6903,5.9,-6.8,-3.9,1.2,7.7,0.900000000000002,0.100000000000001,-13.8,5.6,-5.4,4.5,-6.8,-6.09999999999999,25.7,0.0,1.0,Kentucky,79.0
101,2015,1,13,Harvard,65,2,ACC,Ivy,10,6,17.2,-2.40000000000001,0.245,4.5,-1.2,-0.199999999999999,-2.4,7.6,2.8,-3.7,4.9,5.4,1.1,1.5,-4.0,8.3,7.8,0.0,4.0,North Carolina,67.0
102,2015,1,10,Georgia,63,7,B10,SEC,6,6,8.7,0.0,0.0845,4.7,0.5,-1.7,-0.199999999999999,1.3,-1.5,-15.0,4.7,3.59999999999999,0.599999999999994,4.3,0.300000000000001,-0.899999999999999,1.4,0.0,7.0,Michigan State,70.0
103,2015,1,15,Belmont,67,12,ACC,OVC,2,9,3.39999999999999,-22.7,0.4151,-5.9,-9.0,-4.6,-0.600000000000001,5.4,-5.4,2.7,0.400000000000002,-6.7,-11.1,-2.5,-3.5,-9.2,14.7,0.0,2.0,Virginia,79.0
104,2015,1,10,Indiana,76,5,MVC,B10,0,9,-5.2,-11.5,0.0803999999999999,-4.1,-4.5,-2.2,5.4,-0.799999999999997,-4.1,3.5,3.8,-1.3,-8.3,-5.2,2.8,-4.6,4.5,0.0,7.0,Wichita State,81.0
105,2015,1,9,Saint John's,64,12,MWC,BE,3,6,-7.5,-7.2,0.0122,-2.7,-2.9,2.9,1.6,8.1,-5.7,0.5,-7.6,-2.3,-2.6,-2.5,-2.0,-5.8,-1.0,0.0,8.0,San Diego State,76.0
106,2015,1,10,Ohio State,72,-3,B10,A10,1,2,-5.5,0.900000000000006,-0.0730999999999999,-5.5,3.1,-1.3,1.9,-1.7,-1.4,2.59999999999999,10.0,-6.7,3.09999999999999,-2.7,2.3,0.900000000000006,0.5,1.0,7.0,VCU,72.0
107,2015,1,15,North Dakota State,76,10,WCC,Sum,6,13,19.4,-7.60000000000001,0.4463,8.2,-3.9,0.100000000000001,0.600000000000001,7.8,4.3,3.0,-0.199999999999999,11.5,-3.0,1.8,-3.2,3.7,11.7,0.0,2.0,Gonzaga,86.0
108,2015,1,16,Robert Morris,56,29,ACC,NEC,4,15,24.5,-12.7,0.5478,6.5,-2.8,-3.5,-3.2,4.8,-5.7,4.3,-13.7,8.5,-2.0,1.2,-2.7,0.400000000000006,19.3,0.0,1.0,Duke,85.0
109,2015,1,15,New Mexico State,56,19,B12,WAC,4,6,9.69999999999999,-7.5,0.2695,-1.2,-1.8,-2.6,-3.1,-4.4,0.600000000000001,-1.7,1.3,-2.9,-3.0,1.7,0.699999999999999,3.2,13.5,0.0,2.0,Kansas,75.0
110,2015,1,15,Texas Southern,72,21,P12,SWAC,3,12,15.6,-21.2,0.6329,4.0,-4.2,-3.2,1.9,0.700000000000003,-12.2,0.300000000000004,4.2,3.3,-5.8,3.8,-0.899999999999999,3.0,13.5,0.0,2.0,Arizona,93.0
111,2015,1,16,Lafayette,52,41,BE,Pat,4,14,12.1,-23.4,0.5824,-0.5,-8.0,-0.800000000000001,4.8,4.8,-3.3,11.4,2.9,0.200000000000003,-6.2,-1.9,-7.5,-0.399999999999991,18.4,0.0,1.0,Villanova,93.0
112,2015,1,14,Albany,60,9,B12,AE,2,0,6.69999999999999,-13.7,0.36,-0.600000000000001,-5.5,-1.2,-0.400000000000002,-1.1,5.4,-6.2,-2.0,0.300000000000004,-4.0,-1.5,-4.5,6.2,7.8,0.0,3.0,Oklahoma,69.0
113,2015,1,14,Georgia State,56,-1,SB,B12,-1,-1,6.8,-5.3,0.1514,-2.2,0.0,3.8,-3.9,11.9,-3.3,0.899999999999999,-7.7,-7.3,3.3,6.0,-3.3,-1.1,8.0,1.0,3.0,Baylor,56.0
114,2015,1,9,LSU,65,1,ACC,SEC,3,0,6.3,4.0,0.0206999999999999,-1.0,0.899999999999999,-4.2,-4.2,0.0,-2.7,1.8,5.3,-2.8,-0.299999999999997,1.7,2.1,-5.39999999999999,0.6,0.0,8.0,North Carolina State,66.0
115,2015,1,14,UAB,59,-1,CUSA,B12,-1,6,14.2,-4.5,0.3382,6.7,0.0,-4.3,-1.2,-5.9,-3.5,0.799999999999997,-9.6,7.7,-2.2,3.0,2.8,4.5,14.5,1.0,3.0,Iowa State,59.0
116,2015,1,13,UC Irvine,55,2,ACC,BW,4,8,4.30000000000001,-9.39999999999999,0.2088,-3.0,-0.700000000000003,-1.0,4.1,4.7,0.100000000000001,8.5,-2.0,0.600000000000001,0.899999999999999,-7.5,-3.3,1.7,10.4,0.0,4.0,Louisville,57.0
117,2015,1,9,Purdue,65,1,Amer,B10,0,2,-4.0,-1.60000000000001,-0.0274,-0.799999999999997,-1.3,1.1,2.3,0.799999999999997,1.4,-4.6,-12.3,-1.3,-0.0999999999999943,0.199999999999996,-3.2,-4.7,-2.3,0.0,8.0,Cincinnati,66.0
118,2015,1,13,Eastern Washington,74,10,BE,BSky,1,-1,2.5,-14.1,0.3297,-3.8,-5.2,3.3,2.4,5.0,0.300000000000001,8.7,8.1,-1.7,-6.1,-4.0,-2.5,-3.90000000000001,6.3,0.0,4.0,Georgetown,84.0
119,2015,1,12,Wyoming,54,17,MVC,MWC,2,8,13.3,-5.2,0.3107,3.7,-1.4,-1.0,1.3,5.0,-0.100000000000001,-0.600000000000001,0.0,-1.1,0.0,7.2,-2.8,-0.700000000000003,6.9,0.0,5.0,Northern Iowa,71.0
120,2015,1,11,Mississippi,57,19,BE,SEC,3,2,3.5,-4.10000000000001,0.1012,5.5,2.4,1.6,0.100000000000001,-3.5,-4.1,2.4,-7.90000000000001,6.90000000000001,5.3,1.9,-1.2,-1.09999999999999,1.8,0.0,6.0,Xavier,76.0
121,2015,1,10,Davidson,52,31,B10,A10,3,-1,-4.3,-10.2,0.0776,-7.3,-3.7,3.0,1.9,6.0,-0.0999999999999979,9.5,-5.5,-5.8,-7.7,-5.40000000000001,2.6,-2.60000000000001,0.4,0.0,7.0,Iowa,83.0
122,2015,1,11,UCLA,59,-1,P12,Amer,-3,4,-0.700000000000003,-2.0,0.021,2.5,-2.8,1.9,2.4,2.8,0.599999999999998,8.09999999999999,-1.1,3.9,-2.5,-0.5,-2.9,-3.2,3.1,1.0,6.0,SMU,59.0
123,2015,1,9,Oklahoma State,73,6,P12,B12,4,8,3.59999999999999,3.69999999999999,-0.009,2.09999999999999,1.5,-1.6,-4.4,3.3,-1.1,-9.9,-6.7,1.59999999999999,3.0,2.3,-1.2,2.90000000000001,2.8,0.0,8.0,Oregon,79.0
124,2015,1,12,Stephen F. Austin,50,7,P12,Slnd,3,-1,3.90000000000001,-10.1,0.1594,-0.399999999999999,-6.0,-2.1,-6.2,-6.3,-1.2,1.5,-14.8,-3.1,-6.9,2.8,-2.5,-5.00000000000001,2.5,0.0,5.0,Utah,57.0
125,2015,1,11,Dayton,53,-13,A10,BE,-2,-5,4.59999999999999,-0.799999999999997,0.0762,-4.5,0.900000000000006,0.200000000000003,-1.4,11.9,0.600000000000001,-7.4,8.7,-3.7,0.600000000000001,-4.3,0.799999999999997,1.90000000000001,2.9,1.0,6.0,Providence,53.0
126,2015,1,12,Buffalo,62,6,B12,MAC,2,2,1.2,-4.7,0.0991,-2.6,4.2,2.0,8.3,5.6,0.700000000000003,-2.2,21.2,-2.1,3.8,-2.5,3.5,-0.300000000000011,5.4,0.0,5.0,West Virginia,68.0
127,2015,1,11,Texas,48,8,BE,B12,0,3,-1.8,-2.10000000000001,0.0066999999999999,-0.700000000000003,4.6,-3.1,5.5,-3.2,-3.3,4.2,-1.4,-2.0,9.4,1.8,-4.0,1.1,2.6,0.0,6.0,Butler,56.0
128,2015,2,5,Arkansas,78,9,ACC,SEC,2,-1,6.39999999999999,-3.5,0.0811,1.6,-2.9,1.3,-4.6,4.3,-3.4,-2.09999999999999,-1.0,2.1,-0.600000000000001,0.899999999999999,-5.2,0.0,2.6,0.0,4.0,North Carolina,87.0
129,2015,2,8,Oregon,65,7,B10,P12,5,11,14.8,-5.5,0.1379,2.5,-0.299999999999997,-4.5,-0.899999999999999,1.9,-7.8,7.1,-13.0,4.0,-2.4,-0.399999999999999,4.3,-7.60000000000001,8.3,0.0,1.0,Wisconsin,72.0
130,2015,2,5,West Virginia,59,-10,B12,B10,0,3,-0.0999999999999943,0.700000000000003,-0.0114,5.1,-7.2,0.199999999999999,-10.8,-11.2,-0.600000000000001,4.1,-27.4,2.5,-7.7,6.0,-4.7,-4.09999999999999,2.8,1.0,4.0,Maryland,59.0
131,2015,2,8,Cincinnati,51,13,SEC,Amer,5,15,13.8,-8.3,0.1462,2.0,-4.5,-4.7,1.4,2.2,-0.499999999999996,6.8,5.6,1.6,-3.1,2.0,-4.8,3.2,14.4,0.0,1.0,Kentucky,64.0
132,2015,2,7,Michigan State,54,-6,B10,ACC,-5,3,-4.2,-8.5,0.0321,-2.6,-2.6,-1.8,1.4,0.799999999999997,-2.8,2.2,-10.4,-1.09999999999999,-3.7,-3.3,-0.699999999999999,-5.5,7.0,1.0,2.0,Virginia,54.0
133,2015,2,14,UAB,75,17,P12,CUSA,1,3,9.09999999999999,-3.5,0.2704,2.0,0.899999999999999,-2.5,-1.8,-0.400000000000006,-4.5,0.0,-1.3,0.799999999999997,-2.0,3.59999999999999,3.7,1.5,7.5,0.0,11.0,UCLA,92.0
134,2015,2,7,Wichita State,65,-13,MVC,B12,2,-2,-0.700000000000003,-0.900000000000006,0.0030999999999999,-0.899999999999999,-1.2,4.2,-3.8,0.399999999999999,4.2,6.4,-2.8,-2.5,0.799999999999997,2.5,-3.8,4.6,4.8,1.0,2.0,Kansas,65.0
135,2015,2,10,Ohio State,58,15,P12,B10,3,10,3.59999999999999,-6.19999999999999,0.0596,-0.700000000000003,-1.3,-0.5,-1.0,1.0,-9.6,12.4,9.5,-0.300000000000004,-2.5,-1.0,1.3,0.400000000000006,6.5,0.0,2.0,Arizona,73.0
136,2015,2,8,San Diego State,49,19,ACC,MWC,4,9,22.1,3.09999999999999,0.1073,10.0,3.0,-2.3,-2.5,0.0999999999999943,0.5,3.59999999999999,-1.8,10.0,4.0,6.7,0.799999999999997,5.2,9.4,0.0,1.0,Duke,68.0
137,2015,2,8,North Carolina State,68,-3,ACC,BE,0,11,7.80000000000001,-5.7,0.0979000000000001,6.0,0.0,0.300000000000001,6.7,-1.4,1.0,6.5,-4.3,5.7,1.7,3.3,-2.5,0.0,10.2,1.0,1.0,Villanova,68.0
138,2015,2,5,Northern Iowa,53,13,ACC,MVC,1,-4,-6.0,-5.59999999999999,0.0062,-8.2,-1.6,-0.600000000000001,2.1,7.7,3.9,-1.09999999999999,6.3,-4.9,-0.700000000000003,-9.1,-1.8,7.09999999999999,0.5,0.0,4.0,Louisville,66.0
139,2015,2,14,Georgia State,67,8,BE,SB,3,-1,6.2,-2.90000000000001,0.1247,1.3,4.2,1.8,-4.4,1.3,-7.5,0.799999999999997,-6.5,0.300000000000004,5.8,2.9,1.5,2.3,4.3,0.0,6.0,Xavier,75.0
140,2015,2,7,Iowa,68,19,WCC,B10,3,12,6.2,1.09999999999999,0.0287,9.8,-1.4,-1.0,-1.8,-1.7,-2.3,0.700000000000003,1.4,9.7,-1.7,6.7,0.399999999999999,0.600000000000009,5.7,0.0,2.0,Gonzaga,87.0
141,2015,2,5,Utah,64,-11,P12,BE,-1,-3,-2.30000000000001,4.8,-0.0568000000000001,-3.90000000000001,4.1,1.0,1.9,3.0,2.6,0.5,9.8,-1.8,1.7,-4.8,5.0,3.2,0.0,1.0,4.0,Georgetown,64.0
142,2015,2,11,Dayton,66,6,B12,A10,-1,-3,4.59999999999999,-6.0,0.129,-3.6,-3.2,-0.299999999999997,-1.4,8.2,3.0,-15.3,-2.2,-4.4,-4.3,-1.3,-0.800000000000001,3.7,3.7,0.0,3.0,Oklahoma,72.0
143,2015,2,6,Butler,64,3,ACC,BE,4,9,16.8,10.0,0.0286000000000001,9.9,1.2,-2.5,-2.2,-6.8,6.9,-4.09999999999999,-9.3,11.9,0.299999999999997,3.4,1.9,0.0,5.1,0.0,3.0,Notre Dame,67.0
144,2016,1,14,Stephen F. Austin,56,-14,Slnd,B12,5,2,4.5,-6.09999999999999,0.1161,-5.0,-1.1,2.3,-0.899999999999999,8.5,-3.6,11.9,15.1,-4.2,-2.0,-4.4,0.300000000000004,2.7,8.6,1.0,3.0,West Virginia,56.0
145,2016,1,12,South Dakota State,74,5,B10,Sum,3,2,4.40000000000001,-4.8,0.1469,3.90000000000001,-1.5,1.8,-0.800000000000001,-3.3,4.4,-3.2,-13.2,6.09999999999999,-1.6,0.100000000000001,-1.2,-1.3,5.2,0.0,5.0,Maryland,79.0
146,2016,1,11,Michigan,63,7,ACC,B10,1,2,4.89999999999999,3.89999999999999,0.0069,-0.5,-1.9,0.800000000000001,-3.1,7.9,5.7,5.1,-1.0,0.299999999999997,-4.6,-0.600000000000001,2.2,-0.799999999999997,1.5,0.0,6.0,Notre Dame,70.0
147,2016,1,13,Stony Brook,57,28,SEC,AE,5,3,18.6,-4.10000000000001,0.3037,1.3,-3.1,-1.1,-0.399999999999999,2.7,5.9,5.59999999999999,13.2,2.2,-3.09999999999999,-0.600000000000001,-1.5,0.400000000000006,6.1,0.0,4.0,Kentucky,85.0
148,2016,1,16,Florida Gulf Coast,67,16,ACC,ASun,9,16,20.4,-7.5,0.4395,1.1,0.399999999999999,-1.8,2.3,9.0,2.5,-5.0,-4.9,2.4,-3.7,-1.5,5.0,3.7,17.0,0.0,1.0,North Carolina,83.0
149,2016,1,15,Middle Tennessee,81,-9,CUSA,B10,2,6,18.6,-3.5,0.3204,4.59999999999999,-6.1,0.5,-5.2,8.4,-1.4,-4.9,-8.3,3.6,-6.3,4.2,-3.7,-0.900000000000006,10.4,1.0,2.0,Michigan State,81.0
150,2016,1,12,Chattanooga,74,25,B10,SC,2,0,15.7,-2.39999999999999,0.2882,7.0,-0.700000000000003,1.6,-1.3,4.90000000000001,0.199999999999999,-7.7,-0.699999999999999,5.4,-1.5,6.0,0.599999999999994,2.2,2.8,0.0,5.0,Indiana,99.0
151,2016,1,13,Iona,81,13,B12,MAAC,2,1,12.3,-3.5,0.234,3.3,1.0,-1.9,-2.4,-3.0,-0.899999999999999,-6.3,-11.4,4.2,3.5,1.7,-2.3,-0.299999999999997,7.2,0.0,4.0,Iowa State,94.0
152,2016,1,16,Hampton,45,36,ACC,MEAC,6,9,21.7,-16.5,0.6985,8.09999999999999,-0.200000000000003,-3.6,2.1,-4.6,-2.0,-9.2,-2.3,5.3,-1.2,9.8,0.900000000000006,-10.0,14.9,0.0,1.0,Virginia,81.0
153,2016,1,10,VCU,67,-8,A10,P12,-5,-7,-2.19999999999999,3.89999999999999,-0.0931,-1.2,0.299999999999997,0.300000000000001,-1.9,-4.2,4.5,4.59999999999999,2.5,-3.2,1.4,2.2,-1.3,-2.3,0.4,1.0,7.0,Oregon State,67.0
154,2016,1,11,Northern Iowa,72,-3,MVC,B12,-2,-2,2.5,-1.10000000000001,0.0518000000000001,-3.8,-1.0,0.200000000000001,0.0,13.0,4.6,5.4,13.6,-2.8,-3.1,-3.1,2.1,2.59999999999999,5.3,1.0,6.0,Texas,72.0
155,2016,1,13,UNC Wilmington,85,8,ACC,CAA,5,2,11.7,-2.0,0.1936,2.5,2.0,-1.6,-2.5,1.1,4.6,5.0,-29.9,0.0,2.8,4.1,0.100000000000001,-2.59999999999999,4.9,0.0,4.0,Duke,93.0
156,2016,1,16,Austin Peay,79,26,B12,OVC,3,16,17.5,-18.7,0.6161,4.40000000000001,-8.7,-2.4,-0.100000000000001,0.300000000000004,-2.1,-8.4,6.0,1.7,-9.9,6.59999999999999,-3.9,-0.400000000000006,22.9,0.0,1.0,Kansas,105.0
157,2016,1,10,Pittsburgh,43,4,B10,ACC,3,2,-5.10000000000001,-3.40000000000001,-0.015,-2.6,-1.9,-0.399999999999999,1.7,-3.8,0.199999999999999,1.9,1.2,-3.8,-3.6,-0.100000000000001,2.0,-2.2,-1.4,0.0,7.0,Wisconsin,47.0
158,2016,1,14,Buffalo,72,7,ACC,MAC,1,8,14.3,-5.90000000000001,0.3457,4.6,-1.5,-2.3,-0.300000000000001,-1.7,0.800000000000001,-0.899999999999999,-8.7,4.2,-1.9,3.8,0.100000000000001,-5.90000000000001,12.7,0.0,3.0,Miami FL,79.0
159,2016,1,11,Wichita State,55,-10,MVC,P12,0,0,5.8,7.90000000000001,-0.0299,4.7,1.5,3.5,-7.2,3.3,1.3,6.4,-16.1,3.0,3.6,5.8,-1.1,2.3,3.2,1.0,6.0,Arizona,55.0
160,2016,1,15,UNC Asheville,56,30,BE,BSth,8,15,21.9,-8.5,0.4216,6.5,-2.59999999999999,-2.3,-1.6,-3.4,0.0999999999999979,-7.7,-3.0,7.2,-8.0,4.1,4.3,-4.3,15.2,0.0,2.0,Villanova,86.0
161,2016,1,15,Cal State Bakersfield,68,14,B12,WAC,7,8,14.8,-1.60000000000001,0.222,5.0,2.0,0.100000000000001,-3.8,-2.9,0.800000000000001,-5.0,-13.8,-0.299999999999997,2.5,7.90000000000001,0.300000000000004,2.39999999999999,11.5,0.0,2.0,Oklahoma,82.0
162,2016,1,9,Connecticut,67,-7,Amer,P12,-3,-4,-2.7,1.8,-0.066,-3.1,2.3,2.5,-2.8,6.2,-4.3,10.9,0.300000000000004,-6.0,2.3,2.1,2.7,3.0,-0.5,1.0,8.0,Colorado,67.0
163,2016,1,12,Arkansas Little Rock,83,-2,SB,B10,2,-2,9.60000000000001,-3.3,0.1584,1.7,-1.6,2.1,-7.3,8.3,-6.1,3.9,-10.2,3.9,-2.8,-1.5,0.5,5.10000000000001,2.3,1.0,5.0,Purdue,83.0
164,2016,1,14,Green Bay,65,27,SEC,Horz,3,7,6.09999999999999,-12.0,0.3397,1.40000000000001,-4.1,1.6,-0.400000000000002,3.9,-2.8,-4.1,-3.5,2.8,-4.4,-0.899999999999999,-3.0,-8.89999999999999,9.7,0.0,3.0,Texas A&M,92.0
165,2016,1,15,Weber State,53,18,BE,BSky,2,5,15.3,-5.2,0.363,-3.1,0.399999999999999,-2.2,3.7,9.3,0.399999999999999,-4.0,5.5,-5.5,3.4,0.799999999999997,-4.5,4.7,11.4,0.0,2.0,Xavier,71.0
166,2016,1,9,Butler,61,-10,BE,B12,-1,-3,-5.10000000000001,0.300000000000011,-0.0672,-2.6,-0.100000000000001,3.3,0.399999999999999,-0.900000000000002,4.8,2.90000000000001,-2.9,-0.699999999999996,-1.9,-4.7,1.8,-2.0,-0.7,1.0,8.0,Texas Tech,61.0
167,2016,1,10,Temple,70,2,B10,Amer,0,1,8.10000000000001,-1.60000000000001,0.1535,4.3,1.6,1.0,2.6,2.8,1.6,6.4,-3.7,3.8,2.40000000000001,3.7,0.100000000000001,3.3,2.1,0.0,7.0,Iowa,72.0
168,2016,1,16,Holy Cross,52,39,P12,Pat,2,15,21.7,-10.7,0.6765,4.4,-4.3,-0.699999999999999,0.599999999999998,11.0,0.899999999999999,4.2,-1.4,5.4,-6.7,1.8,0.5,4.40000000000001,21.2,0.0,1.0,Oregon,91.0
169,2016,1,9,Cincinnati,76,2,A10,Amer,3,6,4.2,4.09999999999999,-0.006,1.90000000000001,2.5,-2.0,-4.2,-8.4,-4.8,4.2,-2.0,4.59999999999999,7.90000000000001,-2.09999999999999,-4.6,4.90000000000001,3.1,0.0,8.0,Saint Joseph's,78.0
170,2016,1,14,Fresno State,69,11,P12,MWC,2,3,9.5,-2.8,0.2161,6.7,-0.799999999999997,3.1,-5.7,-0.800000000000001,-1.9,0.199999999999996,-23.4,8.5,-3.9,1.9,4.1,-2.89999999999999,6.5,0.0,3.0,Utah,80.0
171,2016,1,13,Hawaii,66,-11,BW,P12,2,-3,5.5,-2.2,0.1061,0.300000000000004,-0.600000000000001,-0.400000000000002,-5.7,2.0,-1.1,-3.7,-2.7,-3.0,-3.3,4.09999999999999,4.7,-2.60000000000001,1.4,1.0,4.0,UC Berkeley,66.0
172,2016,1,9,Providence,69,-1,BE,P12,-1,-3,5.0,3.3,0.0159,4.2,-2.0,0.5,-3.9,1.7,1.3,-2.2,0.300000000000001,1.4,-3.2,6.6,0.200000000000003,2.8,-3.2,1.0,8.0,USC,69.0
173,2016,1,10,Syracuse,51,-19,ACC,A10,-4,2,-6.40000000000001,-1.0,-0.0673,1.6,-0.399999999999999,0.5,-2.4,-4.8,-11.1,5.4,4.8,4.3,-4.4,-1.6,4.2,3.0,2.7,1.0,7.0,Dayton,51.0
174,2016,1,12,Yale,75,-4,Ivy,B12,4,-1,10.2,3.60000000000001,0.0715,-0.600000000000001,4.5,-1.3,2.0,0.700000000000003,4.5,-3.1,5.3,-1.6,3.6,1.4,4.2,0.600000000000009,3.6,1.0,5.0,Baylor,75.0
175,2016,1,11,Gonzaga,52,-16,WCC,BE,-1,-2,-6.60000000000001,-3.09999999999999,-0.0224,-5.40000000000001,0.600000000000001,2.3,4.4,2.6,4.8,6.0,5.7,-5.5,-0.100000000000001,-3.09999999999999,1.4,2.2,3.2,1.0,6.0,Seton Hall,52.0
176,2016,2,13,Hawaii,60,13,B10,BW,3,0,8.0,1.3,0.0894,3.3,1.6,0.799999999999997,-3.4,-1.3,3.5,-8.4,-13.2,1.7,0.700000000000003,4.0,2.1,-3.5,3.2,0.0,5.0,Maryland,73.0
177,2016,2,14,Stephen F. Austin,75,1,ACC,Slnd,6,0,8.0,6.8,0.0033999999999999,-0.799999999999997,0.0,-2.4,-11.1,-0.799999999999997,1.4,-1.4,-14.2,-1.6,-3.2,0.5,4.1,-2.7,3.5,0.0,6.0,Notre Dame,76.0
178,2016,2,9,Providence,66,19,ACC,BE,5,9,14.6,-0.5,0.1338,4.6,-1.2,-0.700000000000001,-2.4,10.3,-0.300000000000001,-5.0,2.4,5.9,-5.2,0.600000000000001,3.90000000000001,2.40000000000001,5.2,0.0,1.0,North Carolina,85.0
179,2016,2,5,Indiana,67,-6,B10,SEC,1,0,1.90000000000001,-3.30000000000001,0.0349,-5.2,-5.3,-3.4,-0.899999999999999,0.299999999999997,2.7,3.9,10.6,-3.2,-6.3,-5.0,-1.7,-1.3,1.8,1.0,4.0,Kentucky,67.0
180,2016,2,9,Butler,69,8,ACC,BE,4,7,1.7,-7.59999999999999,0.0700999999999999,2.2,-1.3,0.6,0.199999999999999,-2.3,-2.3,-7.2,-2.4,2.7,-2.8,1.0,0.900000000000006,-7.3,6.6,0.0,1.0,Virginia,77.0
181,2016,2,11,Wichita State,57,8,ACC,MVC,1,2,9.10000000000001,8.7,-0.0118,5.3,3.59999999999999,1.8,-5.8,-1.6,5.9,3.3,-16.3,4.0,4.8,5.2,1.7,0.200000000000003,6.7,0.0,3.0,Miami FL,65.0
182,2016,2,11,Gonzaga,59,-23,WCC,P12,0,-1,-1.60000000000001,2.8,-0.0430999999999999,-0.100000000000001,3.2,1.1,0.200000000000001,-2.9,1.8,3.5,-5.1,1.2,0.100000000000001,-1.5,6.8,-1.3,3.5,1.0,3.0,Utah,59.0
183,2016,2,9,Connecticut,61,12,B12,Amer,1,7,10.4,-3.0,0.093,4.2,0.600000000000001,1.5,0.300000000000001,3.6,-1.2,9.0,1.9,2.8,1.4,4.8,-0.100000000000001,3.19999999999999,10.4,0.0,1.0,Kansas,73.0
184,2016,2,7,Iowa,68,19,BE,B10,7,13,8.69999999999999,-4.89999999999999,0.0850000000000001,4.8,-1.3,1.5,1.8,-3.7,-1.9,1.1,5.0,8.7,-4.6,-1.2,2.6,-3.09999999999999,6.9,0.0,2.0,Villanova,87.0
185,2016,2,10,VCU,81,4,B12,A10,1,4,6.10000000000001,-0.100000000000009,0.0515,3.3,-2.0,2.0,-3.7,-2.0,2.8,0.799999999999997,-8.5,-1.9,-3.3,7.0,0.0,0.5,8.1,0.0,2.0,Oklahoma,85.0
186,2016,2,15,Middle Tennessee,50,25,ACC,CUSA,4,0,8.0,-5.90000000000001,0.2633,-1.7,-2.1,1.0,1.0,4.8,9.6,0.5,-14.4,-0.599999999999994,0.100000000000001,-3.2,-4.0,-3.0,2.9,0.0,10.0,Syracuse,75.0
187,2016,2,11,Northern Iowa,88,4,SEC,MVC,2,6,3.3,-4.5,0.1017,-2.0,-1.3,2.2,2.2,17.1,1.8,4.0,7.5,0.0,-3.3,-3.1,0.899999999999999,4.7,7.3,0.0,3.0,Texas A&M,92.0
188,2016,2,7,Wisconsin,63,-3,B10,BE,-1,6,8.2,0.799999999999997,0.0720000000000001,2.9,-0.300000000000004,0.299999999999997,0.699999999999999,2.1,-1.7,3.7,0.0,3.2,3.8,1.4,-6.3,8.30000000000001,7.3,1.0,2.0,Xavier,63.0
189,2016,2,8,Saint Joseph's,64,5,P12,A10,1,2,4.2,-1.39999999999999,0.0563,1.09999999999999,0.799999999999997,1.8,4.1,5.8,4.7,2.9,7.0,0.300000000000004,-3.1,1.7,5.1,-1.90000000000001,3.3,0.0,1.0,Oregon,69.0
190,2016,2,12,Yale,64,7,ACC,Ivy,7,3,12.1,3.30000000000001,0.0913,1.5,2.8,-5.6,-0.400000000000002,-6.09999999999999,10.4,-1.1,-8.0,-0.399999999999999,3.4,2.5,1.3,1.90000000000001,4.3,0.0,4.0,Duke,71.0
191,2016,2,12,Arkansas Little Rock,61,17,B12,SB,2,-5,13.8,1.89999999999999,0.143,5.2,3.9,0.0999999999999996,-4.2,-0.5,0.600000000000001,-5.4,-13.4,7.8,3.8,0.5,2.6,8.5,1.5,0.0,4.0,Iowa State,78.0
192,2017,1,9,Seton Hall,71,6,SEC,BE,3,5,6.0,4.2,0.0161,1.5,-1.2,-2.9,1.0,-3.8,8.8,0.5,3.0,0.399999999999999,-1.3,2.7,-0.899999999999999,2.09999999999999,1.2,0.0,8.0,Arkansas,77.0
193,2017,1,13,Bucknell,80,6,B12,Pat,2,2,7.10000000000001,-9.8,0.2146,-4.0,0.799999999999997,-1.9,7.9,11.1,4.0,1.7,9.4,-4.5,0.0,-1.7,1.09999999999999,0.799999999999997,8.5,0.0,4.0,West Virginia,86.0
194,2017,1,10,Oklahoma State,91,1,B10,B12,6,6,-3.5,-4.7,0.0145,3.0,-1.3,-4.0,-0.800000000000001,-13.6,-1.9,-7.3,-18.2,5.9,-2.4,-1.8,1.4,-8.90000000000001,0.5,0.0,7.0,Michigan,92.0
195,2017,1,11,Xavier,65,-11,BE,B10,-6,0,-2.19999999999999,0.0,-0.0265,0.5,-4.1,0.600000000000001,0.5,-4.1,6.8,-2.6,-0.799999999999997,-1.0,-6.9,1.8,0.800000000000004,0.199999999999989,2.1,1.0,6.0,Maryland,65.0
