"","YEAR","ROUND","HSEED","HTEAM","LSEED","LTEAM","G","W","ADJOE","ADJDE","BARTHAG","EFG_O","EFG_D","TOR","TORD","ORB","DRB","FTR","FTRD","X2P_O","X2P_D","X3P_O","X3P_D","ADJ_T","WAB"
"420",2023,1,2,"Arizona",10,"Penn State",-1,6,3.59999999999999,-5.40000000000001,0.0976,1.3,-2,4.7,3.8,12.3,1.1,15.1,0.100000000000001,3.1,-2.9,-0.299999999999997,-0.5,7.80000000000001,6.1
"421",2023,1,2,"Arizona",11,"North Carolina State",1,5,6.40000000000001,-3.59999999999999,0.1087,5,-2.59999999999999,4.8,-2.2,0.400000000000002,-0.400000000000002,11.2,-8,5.1,-4.7,3.3,0.599999999999994,3,6.6
"422",2023,1,2,"Arizona",11,"Mississippi State",1,7,16.4,4.5,0.1223,9.9,1,-0.900000000000002,-5.1,-4.1,-2.8,1.9,-1.6,6.1,-0.300000000000004,11.6,2,8.7,6.7
"423",2023,1,2,"Arizona",11,"Providence",2,7,4.8,-5.8,0.1232,5.3,-2.8,1.5,0,-4.1,-0.5,-0.299999999999997,0.5,5.7,-3.7,3.1,-1.1,5.40000000000001,6.5
"424",2023,1,2,"Arizona",11,"Nevada",2,6,10.3,-1,0.1244,6.3,-1.8,3.2,-1.8,8.2,1.1,-3,-5.4,6.3,-3.4,4.40000000000001,0.299999999999997,6.40000000000001,6.1
"425",2023,1,2,"Arizona",11,"Arizona State",0,6,14,1.40000000000001,0.1425,9.3,0.800000000000004,1.5,-3.7,1.5,-5.6,5.7,-7.4,8.7,2.1,6.8,-0.800000000000004,4,6.2
"426",2023,1,2,"Arizona",11,"Pittsburgh",1,6,6.59999999999999,-7.5,0.1864,3.59999999999999,-2,2,0.199999999999999,0.700000000000003,-2,4.1,-4.6,3.9,-2.7,2.2,-0.600000000000001,5.10000000000001,8
"427",2023,1,2,"Arizona",12,"Drake",0,1,9.8,-0.200000000000003,0.1031,3.7,-0.0999999999999943,2.9,-0.800000000000001,6.8,3.8,7.7,-0.699999999999999,4.7,-1.6,1.5,1.6,6,7.7
"428",2023,1,2,"Arizona",12,"VCU",0,1,14.4,2.5,0.1254,4.59999999999999,0.200000000000003,-1.1,-7.2,2.1,-3.6,-5.3,-4.5,4.3,-0.300000000000004,3.5,0.5,4.30000000000001,6.4
"429",2023,1,2,"Arizona",12,"Oral Roberts",0,-2,7,-5,0.1441,0.699999999999996,-1.3,5.2,-0.700000000000003,6.6,-1.2,11.9,4,0,-0.700000000000003,1.2,-1.40000000000001,1.90000000000001,5.5
"430",2023,1,2,"Arizona",12,"College of Charleston",0,-3,10.2,-2.3,0.1473,5.3,-0.699999999999996,1.7,-2.4,-4,0.699999999999999,3.8,1.3,3.7,-3.2,4.90000000000001,2.5,1.2,5.7
"431",2023,1,2,"Arizona",13,"Iona",0,1,10.5,-2,0.146,5,1.3,3.1,-4,-0.899999999999999,-4.3,7.5,-5.2,5.8,-1.1,2.2,3.6,3.7,9
"432",2023,1,2,"Arizona",13,"Kent State",0,0,12.8,-0.700000000000003,0.1624,5.5,0,2.1,-5.7,0.200000000000003,-4,4.5,-12.8,4.4,-1.9,5,1.9,4.30000000000001,6.4
"433",2023,1,2,"Arizona",13,"Louisiana Lafayette",1,2,8.09999999999999,-6.3,0.1914,3.8,-3.4,0.899999999999999,-1.2,-2.7,-0.199999999999999,-1.2,-7.8,4.4,-3.3,1.6,-3.1,3.90000000000001,7.8
"434",2023,1,2,"Arizona",13,"Furman",0,1,6.7,-8.5,0.2101,1.2,-3.4,2.6,-1.5,1.5,-0.900000000000002,1.8,-5.8,-2.5,-5.3,3.8,-0.300000000000004,3.90000000000001,9.4
"435",2023,1,2,"Arizona",14,"Montana State",0,3,14.9,-1.90000000000001,0.2352,5.9,-2.2,0.799999999999997,-3.2,5.4,0.699999999999999,-7.9,-9.5,4.2,-2.1,6.2,-2,6,10.1
"436",2023,1,2,"Arizona",14,"Kennesaw State",0,2,14.1,-4.90000000000001,0.2932,3.9,-4,0.5,-2.7,3.6,0.399999999999999,0,-10.2,5.3,-4.6,1.1,-2,3.80000000000001,8.7
"437",2023,1,2,"Arizona",14,"Grand Canyon",-1,4,8.5,-10.4,0.2965,3.9,0,0,1.9,0.600000000000001,-4.1,-1.3,-7.2,6.1,-0.899999999999999,0.600000000000001,0.799999999999997,7.40000000000001,11
"438",2023,1,2,"Arizona",14,"UC Santa Barbara",0,1,9.5,-9.59999999999999,0.3016,2.59999999999999,-2.59999999999999,1.6,-1.8,4.5,0.0999999999999979,1.6,-3.2,1.8,-3,3.1,-1.7,7.7,8.6
"439",2023,1,2,"Arizona",15,"Vermont",1,5,10.1,-6.3,0.2335,1.9,-3.5,4.2,0.0999999999999979,11.8,3.7,8.1,-0.899999999999999,1.1,-4.1,2,-1.8,7.7,11.2
"440",2023,1,2,"Arizona",15,"Colgate",0,2,8,-9.7,0.2666,-1.8,-4.7,3.5,-0.700000000000003,6.2,2.1,8.9,5.7,-0.5,-5.6,-2.7,-2.1,4.60000000000001,11
"441",2023,1,2,"Arizona",15,"Princeton",5,7,11.7,-6.5,0.2745,4.3,-0.799999999999997,1.5,2.4,2.7,3.4,4.3,-3.3,3.1,-1.3,4.2,-0.300000000000004,4.90000000000001,10.6
"442",2023,1,2,"Arizona",15,"UNC Asheville",0,1,17.9,-6.59999999999999,0.4395,2.9,-0.799999999999997,-1.6,-1,5.3,-2.5,-4.8,-0.800000000000001,5.2,-3.2,-0.599999999999994,2.3,4,9.2
"443",2023,1,2,"Arizona",16,"Northern Kentucky",0,6,17.4,-5.8,0.4054,7,-4.09999999999999,0.899999999999999,-6.3,-0.199999999999999,-6.6,9.1,-4.8,8.9,-3,3,-3.90000000000001,10.5,14
"444",2023,1,2,"Arizona",16,"Texas A&M Corpus Chris",1,5,14.4,-10.9,0.4645,5.59999999999999,-5.2,0.399999999999999,-4,-1.4,-1.7,2.1,-12.6,7.6,-8.2,1.3,-0.5,3.2,13.4
"445",2023,1,2,"Arizona",16,"Howard",0,6,17.3,-10.1,0.5189,4.8,-3.4,-4.4,-3.8,-2.7,-5.4,3.7,-8.6,6.7,-4.9,1,-0.800000000000004,3.40000000000001,14.7
"446",2023,1,2,"Arizona",16,"Southeast Missouri State",-1,9,20.2,-11.8,0.6346,6.8,-4.4,1.1,-2.1,5.8,-1.7,-1.8,-17.6,6.6,-4.9,4.90000000000001,-2.5,0.200000000000003,18.9
"447",2023,1,2,"Arizona",16,"Texas Southern",0,14,24.1,-8.8,0.6611,10.6,-2.09999999999999,-1.9,-1.6,1.8,-1.5,1.6,-12.1,9.2,-2.8,9.5,-0.800000000000004,3,20.8
"448",2023,1,2,"Arizona",16,"Fairleigh Dickinson",0,9,14.6,-22.1,0.7131,5.3,-8.59999999999999,2.1,-4.5,-0.299999999999997,-2.7,8.6,-8.8,5.2,-10.2,3.8,-4.1,3.60000000000001,19.7
"449",2023,1,2,"Marquette",3,"Gonzaga",1,0,-6.2,-2.60000000000001,-0.0206,-2.5,-0.600000000000001,0.6,4,-4.6,6.1,-7.1,2.3,-0.200000000000003,-1.2,-3.6,0.200000000000003,-1.40000000000001,0.4
"450",2023,1,2,"Marquette",3,"Baylor",2,6,-4.09999999999999,-3.7,0.003,2.9,-0.299999999999997,-2.9,2.9,-8.2,1,-10.1,-2.4,8,-3.3,-2.40000000000001,3,1.59999999999999,1.8
"451",2023,1,2,"Marquette",3,"Xavier",0,3,-0.200000000000003,-2.60000000000001,0.0257000000000001,0.399999999999999,0.700000000000003,-2.3,6.3,-5.3,6.7,-3.7,1.9,4.8,1.3,-4.7,-0.699999999999996,-1.80000000000001,2.4
"452",2023,1,2,"Marquette",3,"Kansas State",2,5,7.40000000000001,3.39999999999999,0.0305000000000001,4.5,3.6,-4.8,2.1,-4.6,2.9,-9.9,-7.7,7,1.2,0.799999999999997,5.1,-1.40000000000001,2.8
"453",2023,1,2,"Marquette",4,"Tennessee",1,5,6.59999999999999,8.89999999999999,-0.0297999999999999,5.7,8.7,-2.9,0.600000000000001,-10.3,5.2,-3.8,-5.9,7.8,5.4,1.9,9,3,4.4
"454",2023,1,2,"Marquette",4,"Connecticut",1,3,-0.799999999999997,3,-0.0296,2.5,5.6,-3.7,3.4,-12.7,5.9,-4.3,-9.7,5.4,4.2,-0.900000000000006,5.2,1.59999999999999,2.5
"455",2023,1,2,"Marquette",4,"Virginia",2,3,8.5,2.5,0.0555,4.7,2.8,1.5,3.1,1,7.1,-7.4,2.9,8.4,3.5,-0.5,1.2,7.2,3.5
"456",2023,1,2,"Marquette",4,"Indiana",1,6,5.40000000000001,-0.300000000000011,0.0576000000000001,2.2,3.8,-1.7,6.5,-1.5,4.2,-3,-1.6,5.59999999999999,4.3,-2.2,2,0.5,4.2
"457",2023,1,2,"Marquette",5,"Saint Mary's",1,2,5.8,6.5,-0.0161,3.5,4.4,-1.2,3.8,-6.6,10.3,-4.1,-1.3,7.8,4.4,-1.90000000000001,2.40000000000001,6.49999999999999,3.6
"458",2023,1,2,"Marquette",5,"San Diego State",1,1,6,6.5,-0.0148999999999999,5.9,3.6,-2.4,3.2,-5.2,6.3,-7.2,-0.399999999999999,9.4,0.100000000000001,0.399999999999999,6,2.5,1
"459",2023,1,2,"Marquette",5,"Duke",0,2,6.2,2.8,0.0247000000000001,4.9,4.8,-3,6.2,-9.7,6.2,-3.7,4.9,7.4,3.3,1.2,4.8,3.39999999999999,3.2
"460",2023,1,2,"Marquette",5,"Miami FL",2,3,0.599999999999994,-5.60000000000001,0.0754,1,-0.199999999999996,-1.2,4.7,-5.5,3.1,-2.9,4.9,3.9,-1.8,-2,1.6,-0.200000000000003,4
"461",2023,1,2,"Marquette",6,"Creighton",1,7,4.40000000000001,3.09999999999999,0.00490000000000002,1.7,3.8,-1.4,8.5,1,8.8,-1,9.2,4.3,4.4,-1.2,1.1,0.699999999999989,5.6
"462",2023,1,2,"Marquette",6,"Iowa State",2,9,9.2,5.5,0.0228,5.3,1,-4.6,-2.3,-7.4,5.5,-0.699999999999999,-11,8.09999999999999,0.399999999999999,0.899999999999999,1.40000000000001,4.39999999999999,4.8
"463",2023,1,2,"Marquette",6,"TCU",1,7,6.8,2.5,0.0352,5.8,3.3,-1.9,0.900000000000002,-5.9,1.4,-6.8,-0.699999999999999,6.9,0.899999999999999,4.2,4.8,-1.2,4.9
"464",2023,1,2,"Marquette",6,"Kentucky",2,7,2.2,-2.10000000000001,0.0448000000000001,4.8,2.3,-2.1,6,-12.2,6.6,-5.4,-0.899999999999999,8.4,1.7,-0.600000000000001,2.1,2.59999999999999,5.5
"465",2023,1,2,"Marquette",7,"Texas A&M",0,3,3.90000000000001,2,0.0119,7,3.2,-3.1,1.7,-10.2,1.7,-18.8,-6.1,9.8,2.6,2,2.90000000000001,2.39999999999999,3.4
"466",2023,1,2,"Marquette",7,"Michigan State",3,9,6,0.599999999999994,0.0517000000000001,4.4,3,-1.2,8.1,-0.899999999999999,6.9,1.3,0.399999999999999,11.1,1.4,-4.7,3.7,3.69999999999999,5.1
"467",2023,1,2,"Marquette",7,"Northwestern",2,7,10.4,3.59999999999999,0.0637000000000001,8.8,2.7,0.399999999999999,1.1,-1.8,4.8,-2.6,-2.6,12.3,3.4,2.7,1.3,3.59999999999999,6
"468",2023,1,2,"Marquette",7,"Missouri",1,4,0.5,-7.5,0.1048,0.899999999999999,-1.2,-0.800000000000001,-1.5,-0.300000000000001,-5.2,-2.4,-6.2,2.9,-1.7,-1.3,-0.199999999999996,-0.700000000000003,3.5
"469",2023,1,2,"Marquette",8,"Memphis",0,2,3.40000000000001,1.8,0.0101,2.8,4.3,-3.2,1.9,-4.5,-0.199999999999996,-8.8,-5.9,5.7,2.8,-0.800000000000004,4.4,-2.90000000000001,2.4
"470",2023,1,2,"Marquette",8,"Arkansas",1,8,6.59999999999999,3.8,0.0169,4,4.6,-3.1,2.4,-4,3.9,-11.7,-9.9,5,3.1,3.1,4.6,-1,6.6
"471",2023,1,2,"Marquette",8,"Maryland",1,7,5.8,0.599999999999994,0.0491,4.9,3.2,-1,4.4,-3.7,4.9,-6.7,1.2,6.8,2.3,1.8,3.1,3.89999999999999,6.7
"472",2023,1,2,"Marquette",8,"Iowa",2,9,-1.59999999999999,-7.60000000000001,0.0753,4.1,-2.2,1.1,4.3,-5.7,4.5,-5.5,5.6,6.7,-2.6,0.5,-1.4,-1,7.3
"473",2023,1,2,"Marquette",9,"West Virginia",1,9,1.59999999999999,-0.5,0.0181,4.3,0.399999999999999,-3.3,1.9,-7.2,2.8,-12.6,-9.5,7.5,-0.5,0,1.1,-0.100000000000009,5.7
"474",2023,1,2,"Marquette",9,"Auburn",2,8,5.90000000000001,2.3,0.0281,6.4,5.5,-2.9,3.5,-6.8,0.100000000000001,-8.4,-10.1,7.8,3.1,3.4,6.4,0.899999999999991,6
"475",2023,1,2,"Marquette",9,"Florida Atlantic",0,-3,6.2,0.699999999999989,0.0536000000000001,1,5.2,-1.5,4.5,-3.9,7.6,-2.4,2.3,4.5,5.2,-2.40000000000001,3.2,0.399999999999991,3.2
"476",2023,1,2,"Marquette",9,"Illinois",2,8,8.90000000000001,0.899999999999991,0.0876,4.4,4.2,-3,4.2,-5.8,5.3,-6.7,-0.600000000000001,3.5,4.7,3.9,1.6,-1.10000000000001,6.8
"477",2023,1,2,"Marquette",10,"Utah State",0,2,1.8,-1.40000000000001,0.0311,0.399999999999999,3.3,-2.2,7,-0.899999999999999,7.3,-8.4,-1.2,4.7,4.1,-3.7,0.900000000000006,-0.200000000000003,3.6
"478",2023,1,2,"Marquette",10,"Boise State",1,4,8.59999999999999,2.8,0.0525,4.1,3.8,-1.5,5.1,0.100000000000001,8.3,-3.6,1.6,8.09999999999999,2.2,-1.2,4.2,2.09999999999999,4.6
"479",2023,1,2,"Marquette",10,"USC",2,6,6.40000000000001,-0.900000000000006,0.0807,4.7,5.9,-2.9,4.7,-2.5,-0.899999999999999,-6.7,-0.800000000000001,7.7,7.6,0.299999999999997,1.8,0.399999999999991,5.4
"480",2023,1,2,"Marquette",10,"Penn State",-1,6,2.09999999999999,-4.80000000000001,0.0821000000000001,0.5,1.9,1.5,9.7,7.7,7,5.7,3.1,5.3,1.2,-3.7,1.90000000000001,4,6.1
"481",2023,1,2,"Marquette",11,"North Carolina State",1,5,4.90000000000001,-3,0.0932000000000001,4.2,1.3,1.6,3.7,-4.2,5.5,1.8,-5,7.3,-0.600000000000001,-0.100000000000001,3,-0.800000000000011,6.6
"482",2023,1,2,"Marquette",11,"Mississippi State",1,7,14.9,5.09999999999999,0.1068,9.1,4.9,-4.1,0.800000000000001,-8.7,3.1,-7.5,1.4,8.3,3.8,8.2,4.4,4.89999999999999,6.7
"483",2023,1,2,"Marquette",11,"Providence",2,7,3.3,-5.2,0.1077,4.5,1.1,-1.7,5.9,-8.7,5.4,-9.7,3.5,7.9,0.399999999999999,-0.300000000000004,1.3,1.59999999999999,6.5
"484",2023,1,2,"Marquette",11,"Nevada",2,6,8.8,-0.400000000000006,0.1089,5.5,2.1,0,4.1,3.6,7,-12.4,-2.4,8.5,0.700000000000003,1,2.7,2.59999999999999,6.1
"485",2023,1,2,"Marquette",11,"Arizona State",0,6,12.5,2,0.127,8.5,4.7,-1.7,2.2,-3.1,0.300000000000001,-3.7,-4.4,10.9,6.2,3.4,1.6,0.199999999999989,6.2
"486",2023,1,2,"Marquette",11,"Pittsburgh",1,6,5.09999999999999,-6.90000000000001,0.1709,2.8,1.9,-1.2,6.1,-3.9,3.9,-5.3,-1.6,6.09999999999999,1.4,-1.2,1.8,1.3,8
"487",2023,1,2,"Marquette",12,"Drake",0,1,8.3,0.399999999999991,0.0876,2.9,3.8,-0.300000000000001,5.1,2.2,9.7,-1.7,2.3,6.9,2.5,-1.90000000000001,4,2.19999999999999,7.7
"488",2023,1,2,"Marquette",12,"VCU",0,1,12.9,3.09999999999999,0.1099,3.8,4.1,-4.3,-1.3,-2.5,2.3,-14.7,-1.5,6.5,3.8,0.0999999999999943,2.90000000000001,0.5,6.4
"489",2023,1,2,"Marquette",12,"Oral Roberts",0,-2,5.5,-4.40000000000001,0.1286,-0.100000000000001,2.6,2,5.2,2,4.7,2.5,7,2.2,3.4,-2.2,1,-1.90000000000001,5.5
"490",2023,1,2,"Marquette",12,"College of Charleston",0,-3,8.7,-1.7,0.1318,4.5,3.2,-1.5,3.5,-8.6,6.6,-5.6,4.3,5.9,0.899999999999999,1.5,4.9,-2.60000000000001,5.7
"491",2023,1,2,"Marquette",13,"Iona",0,1,9,-1.40000000000001,0.1305,4.2,5.2,-0.100000000000001,1.9,-5.5,1.6,-1.9,-2.2,8,3,-1.2,6,-0.100000000000009,9
"492",2023,1,2,"Marquette",13,"Kent State",0,0,11.3,-0.100000000000009,0.1469,4.7,3.9,-1.1,0.199999999999999,-4.4,1.9,-4.9,-9.8,6.59999999999999,2.2,1.59999999999999,4.3,0.5,6.4
"493",2023,1,2,"Marquette",13,"Louisiana Lafayette",1,2,6.59999999999999,-5.7,0.1759,3,0.5,-2.3,4.7,-7.3,5.7,-10.6,-4.8,6.59999999999999,0.799999999999997,-1.8,-0.699999999999996,0.0999999999999943,7.8
"494",2023,1,2,"Marquette",13,"Furman",0,1,5.2,-7.90000000000001,0.1946,0.399999999999999,0.5,-0.600000000000001,4.4,-3.1,5,-7.6,-2.8,-0.300000000000004,-1.2,0.399999999999999,2.1,0.0999999999999943,9.4
"495",2023,1,2,"Marquette",14,"Montana State",0,3,13.4,-1.30000000000001,0.2197,5.1,1.7,-2.4,2.7,0.800000000000001,6.6,-17.3,-6.5,6.4,2,2.8,0.400000000000006,2.19999999999999,10.1
"496",2023,1,2,"Marquette",14,"Kennesaw State",0,2,12.6,-4.30000000000001,0.2777,3.1,-0.100000000000001,-2.7,3.2,-1,6.3,-9.4,-7.2,7.5,-0.5,-2.3,0.400000000000006,0,8.7
"497",2023,1,2,"Marquette",14,"Grand Canyon",-1,4,7,-9.80000000000001,0.281,3.1,3.9,-3.2,7.8,-4,1.8,-10.7,-4.2,8.3,3.2,-2.8,3.2,3.59999999999999,11
"498",2023,1,2,"Marquette",14,"UC Santa Barbara",0,1,8,-9,0.2861,1.8,1.3,-1.6,4.1,-0.100000000000001,6,-7.8,-0.199999999999999,4,1.1,-0.300000000000004,0.700000000000003,3.89999999999999,8.6
"499",2023,1,2,"Marquette",15,"Vermont",1,5,8.59999999999999,-5.7,0.218,1.1,0.399999999999999,1,6,7.2,9.6,-1.3,2.1,3.3,0,-1.40000000000001,0.600000000000001,3.89999999999999,11.2
"500",2023,1,2,"Marquette",15,"Colgate",0,2,6.5,-9.10000000000001,0.2511,-2.6,-0.799999999999997,0.299999999999999,5.2,1.6,8,-0.5,8.7,1.7,-1.5,-6.1,0.300000000000004,0.799999999999997,11
"501",2023,1,2,"Marquette",15,"Princeton",5,7,10.2,-5.90000000000001,0.259,3.5,3.1,-1.7,8.3,-1.9,9.3,-5.1,-0.300000000000001,5.3,2.8,0.799999999999997,2.1,1.09999999999999,10.6
"502",2023,1,2,"Marquette",15,"UNC Asheville",0,1,16.4,-6,0.424,2.1,3.1,-4.8,4.9,0.699999999999999,3.4,-14.2,2.2,7.4,0.899999999999999,-4,4.7,0.199999999999989,9.2
"503",2023,1,2,"Marquette",16,"Northern Kentucky",0,6,15.9,-5.2,0.3899,6.2,-0.199999999999996,-2.3,-0.399999999999999,-4.8,-0.699999999999996,-0.299999999999997,-1.8,11.1,1.1,-0.400000000000006,-1.5,6.7,14
"504",2023,1,2,"Marquette",16,"Texas A&M Corpus Chris",1,5,12.9,-10.3,0.449,4.8,-1.3,-2.8,1.9,-6,4.2,-7.3,-9.6,9.8,-4.1,-2.1,1.90000000000001,-0.600000000000009,13.4
"505",2023,1,2,"Marquette",16,"Howard",0,6,15.8,-9.5,0.5034,4,0.5,-7.6,2.1,-7.3,0.5,-5.7,-5.6,8.9,-0.799999999999997,-2.40000000000001,1.6,-0.400000000000006,14.7
"506",2023,1,2,"Marquette",16,"Southeast Missouri State",-1,9,18.7,-11.2,0.6191,6,-0.5,-2.1,3.8,1.2,4.2,-11.2,-14.6,8.8,-0.799999999999997,1.5,-0.0999999999999943,-3.60000000000001,18.9
"507",2023,1,2,"Marquette",16,"Texas Southern",0,14,22.6,-8.2,0.6456,9.8,1.8,-5.1,4.3,-2.8,4.4,-7.8,-9.1,11.4,1.3,6.1,1.6,-0.800000000000011,20.8
"508",2023,1,2,"Marquette",16,"Fairleigh Dickinson",0,9,13.1,-21.5,0.6976,4.5,-4.7,-1.1,1.4,-4.9,3.2,-0.799999999999997,-5.8,7.4,-6.1,0.399999999999999,-1.7,-0.200000000000003,19.7
"509",2023,1,3,"Gonzaga",3,"Baylor",1,6,2.10000000000001,-1.09999999999999,0.0236,5.4,0.300000000000004,-3.5,-1.1,-3.6,-5.1,-3,-4.7,8.2,-2.09999999999999,1.2,2.8,3,1.4
"510",2023,1,3,"Gonzaga",3,"Xavier",-1,3,6,0,0.0463,2.9,1.3,-2.9,2.3,-0.699999999999999,0.600000000000001,3.4,-0.400000000000002,5,2.5,-1.1,-0.899999999999999,-0.400000000000006,2
"511",2023,1,3,"Gonzaga",3,"Kansas State",1,5,13.6,6,0.0511,7,4.2,-5.4,-1.9,0,-3.2,-2.8,-10,7.2,2.40000000000001,4.4,4.9,0,2.4
"512",2023,1,3,"Gonzaga",4,"Tennessee",0,5,12.8,11.5,-0.00919999999999999,8.2,9.3,-3.5,-3.4,-5.7,-0.899999999999999,3.3,-8.2,8,6.6,5.5,8.8,4.40000000000001,4
"513",2023,1,3,"Gonzaga",4,"Connecticut",0,3,5.40000000000001,5.60000000000001,-0.00900000000000001,5,6.2,-4.3,-0.599999999999998,-8.1,-0.199999999999999,2.8,-12,5.6,5.40000000000001,2.7,5,3,2.1
"514",2023,1,3,"Gonzaga",4,"Virginia",1,3,14.7,5.10000000000001,0.0761,7.2,3.40000000000001,0.9,-0.899999999999999,5.6,1,-0.299999999999997,0.599999999999998,8.6,4.7,3.1,1,8.6,3.1
"515",2023,1,3,"Gonzaga",4,"Indiana",0,6,11.6,2.3,0.0782,4.7,4.40000000000001,-2.3,2.5,3.1,-1.9,4.1,-3.9,5.8,5.5,1.4,1.8,1.90000000000001,3.8
"516",2023,1,3,"Gonzaga",5,"Saint Mary's",0,2,12,9.10000000000001,0.00449999999999995,6,5,-1.8,-0.199999999999999,-2,4.2,3,-3.6,8,5.6,1.7,2.2,7.9,3.2
"517",2023,1,3,"Gonzaga",5,"San Diego State",0,1,12.2,9.10000000000001,0.00570000000000004,8.4,4.2,-3,-0.800000000000001,-0.599999999999998,0.199999999999999,-0.0999999999999943,-2.7,9.6,1.3,4,5.8,3.90000000000001,0.6
"518",2023,1,3,"Gonzaga",5,"Duke",-1,2,12.4,5.40000000000001,0.0453,7.4,5.40000000000001,-3.6,2.2,-5.1,0.100000000000001,3.4,2.6,7.6,4.5,4.8,4.6,4.8,2.8
"519",2023,1,3,"Gonzaga",5,"Miami FL",1,3,6.8,-3,0.096,3.5,0.400000000000006,-1.8,0.699999999999999,-0.899999999999999,-3,4.2,2.6,4.1,-0.599999999999994,1.6,1.4,1.2,3.6
"520",2023,1,3,"Gonzaga",6,"Creighton",0,7,10.6,5.7,0.0255,4.2,4.40000000000001,-2,4.5,5.6,2.7,6.1,6.9,4.5,5.6,2.4,0.899999999999999,2.09999999999999,5.2
"521",2023,1,3,"Gonzaga",6,"Iowa State",1,9,15.4,8.10000000000001,0.0434,7.8,1.6,-5.2,-6.3,-2.8,-0.600000000000001,6.4,-13.3,8.3,1.6,4.5,1.2,5.8,4.4
"522",2023,1,3,"Gonzaga",6,"TCU",0,7,13,5.10000000000001,0.0558,8.3,3.90000000000001,-2.5,-3.1,-1.3,-4.7,0.300000000000004,-3,7.1,2.1,7.8,4.6,0.200000000000003,4.5
"523",2023,1,3,"Gonzaga",6,"Kentucky",1,7,8.40000000000001,0.5,0.0654,7.3,2.90000000000001,-2.7,2,-7.6,0.5,1.7,-3.2,8.6,2.90000000000001,3,1.9,4,5.1
"524",2023,1,3,"Gonzaga",7,"Texas A&M",-1,3,10.1,4.60000000000001,0.0325,9.5,3.8,-3.7,-2.3,-5.6,-4.4,-11.7,-8.4,10,3.8,5.6,2.7,3.8,3
"525",2023,1,3,"Gonzaga",7,"Michigan State",2,9,12.2,3.2,0.0723,6.9,3.6,-1.8,4.1,3.7,0.800000000000001,8.4,-1.9,11.3,2.6,-1.1,3.5,5.09999999999999,4.7
"526",2023,1,3,"Gonzaga",7,"Northwestern",1,7,16.6,6.2,0.0843,11.3,3.3,-0.200000000000001,-2.9,2.8,-1.3,4.5,-4.9,12.5,4.6,6.3,1.1,5,5.6
"527",2023,1,3,"Gonzaga",7,"Missouri",0,4,6.7,-4.89999999999999,0.1254,3.4,-0.599999999999994,-1.4,-5.5,4.3,-11.3,4.7,-8.5,3.1,-0.5,2.3,-0.399999999999999,0.700000000000003,3.1
"528",2023,1,3,"Gonzaga",8,"Memphis",-1,2,9.60000000000001,4.40000000000001,0.0307,5.3,4.90000000000001,-3.8,-2.1,0.100000000000001,-6.3,-1.7,-8.2,5.9,4,2.8,4.2,-1.5,2
"529",2023,1,3,"Gonzaga",8,"Arkansas",0,8,12.8,6.40000000000001,0.0375,6.5,5.2,-3.7,-1.6,0.600000000000001,-2.2,-4.59999999999999,-12.2,5.2,4.3,6.7,4.4,0.400000000000006,6.2
"530",2023,1,3,"Gonzaga",8,"Maryland",0,7,12,3.2,0.0697,7.4,3.8,-1.6,0.400000000000002,0.900000000000002,-1.2,0.400000000000006,-1.1,7,3.5,5.4,2.9,5.3,6.3
"531",2023,1,3,"Gonzaga",8,"Iowa",1,9,4.60000000000001,-5,0.0959,6.6,-1.59999999999999,0.5,0.300000000000001,-1.1,-1.6,1.6,3.3,6.9,-1.4,4.1,-1.6,0.400000000000006,6.9
"532",2023,1,3,"Gonzaga",9,"West Virginia",0,9,7.8,2.10000000000001,0.0387,6.8,1,-3.9,-2.1,-2.6,-3.3,-5.5,-11.8,7.7,0.700000000000003,3.6,0.899999999999999,1.3,5.3
"533",2023,1,3,"Gonzaga",9,"Auburn",1,8,12.1,4.90000000000001,0.0487,8.9,6.1,-3.5,-0.5,-2.2,-6,-1.3,-12.4,8,4.3,7,6.2,2.3,5.6
"534",2023,1,3,"Gonzaga",9,"Florida Atlantic",-1,-3,12.4,3.3,0.0742,3.5,5.8,-2.1,0.5,0.700000000000003,1.5,4.7,0,4.7,6.40000000000001,1.2,3,1.8,2.8
"535",2023,1,3,"Gonzaga",9,"Illinois",1,8,15.1,3.5,0.1082,6.9,4.8,-3.6,0.199999999999999,-1.2,-0.800000000000001,0.400000000000006,-2.9,3.7,5.90000000000001,7.5,1.4,0.299999999999997,6.4
"536",2023,1,3,"Gonzaga",10,"Utah State",-1,2,8,1.2,0.0517,2.9,3.90000000000001,-2.8,3,3.7,1.2,-1.3,-3.5,4.9,5.3,-0.100000000000001,0.700000000000003,1.2,3.2
"537",2023,1,3,"Gonzaga",10,"Boise State",0,4,14.8,5.40000000000001,0.0730999999999999,6.6,4.40000000000001,-2.1,1.1,4.7,2.2,3.5,-0.699999999999999,8.3,3.40000000000001,2.4,4,3.5,4.2
"538",2023,1,3,"Gonzaga",10,"USC",1,6,12.6,1.7,0.1013,7.2,6.5,-3.5,0.699999999999999,2.1,-7,0.400000000000006,-3.1,7.9,8.8,3.9,1.6,1.8,5
"539",2023,1,3,"Gonzaga",10,"Penn State",-2,6,8.3,-2.2,0.1027,3,2.5,0.9,5.7,12.3,0.899999999999999,12.8,0.800000000000001,5.5,2.40000000000001,-0.100000000000001,1.7,5.40000000000001,5.7
