,Unnamed: 0,YEAR,ROUND,LSEED,LTEAM,LSCORE,SCORE_DIFF,G,W,ADJOE,ADJDE,BARTHAG,EFG_O,EFG_D,TOR,TORD,ORB,DRB,FTR,FTRD,X2P_O,X2P_D,X3P_O,X3P_D,ADJ_T,WAB,HSEED,HTEAM,HSCORE
100,101,2015,1,16,Hampton,56,23,4,21,25.5,-18.3,0.6903,5.9,-6.8,-3.9,1.2,7.7,0.900000000000002,0.100000000000001,-13.8,5.6,-5.4,4.5,-6.8,-6.09999999999999,25.7,1,Kentucky,56
101,102,2015,1,13,Harvard,65,2,10,6,17.2,-2.40000000000001,0.245,4.5,-1.2,-0.199999999999999,-2.4,7.6,2.8,-3.7,4.9,5.4,1.1,1.5,-4.0,8.3,7.8,4,North Carolina,65
102,103,2015,1,10,Georgia,63,7,6,6,8.7,0.0,0.0845,4.7,0.5,-1.7,-0.199999999999999,1.3,-1.5,-15.0,4.7,3.59999999999999,0.599999999999994,4.3,0.300000000000001,-0.899999999999999,1.4,7,Michigan State,63
103,104,2015,1,15,Belmont,67,12,2,9,3.39999999999999,-22.7,0.4151,-5.9,-9.0,-4.6,-0.600000000000001,5.4,-5.4,2.7,0.400000000000002,-6.7,-11.1,-2.5,-3.5,-9.2,14.7,2,Virginia,67
104,105,2015,1,10,Indiana,76,5,0,9,-5.2,-11.5,0.0803999999999999,-4.1,-4.5,-2.2,5.4,-0.799999999999997,-4.1,3.5,3.8,-1.3,-8.3,-5.2,2.8,-4.6,4.5,7,Wichita State,76
105,106,2015,1,9,Saint John's,64,12,3,6,-7.5,-7.2,0.0122,-2.7,-2.9,2.9,1.6,8.1,-5.7,0.5,-7.6,-2.3,-2.6,-2.5,-2.0,-5.8,-1.0,8,San Diego State,64
106,107,2015,1,10,Ohio State,75,-3,-1,-2,5.5,-0.900000000000006,0.0730999999999999,5.5,-3.1,1.3,-1.9,1.7,1.4,-2.59999999999999,-10.0,6.7,-3.09999999999999,2.7,-2.3,-0.900000000000006,-0.5,7,VCU,75
107,108,2015,1,15,North Dakota State,76,10,6,13,19.4,-7.60000000000001,0.4463,8.2,-3.9,0.100000000000001,0.600000000000001,7.8,4.3,3.0,-0.199999999999999,11.5,-3.0,1.8,-3.2,3.7,11.7,2,Gonzaga,76
108,109,2015,1,16,Robert Morris,56,29,4,15,24.5,-12.7,0.5478,6.5,-2.8,-3.5,-3.2,4.8,-5.7,4.3,-13.7,8.5,-2.0,1.2,-2.7,0.400000000000006,19.3,1,Duke,56
109,110,2015,1,15,New Mexico State,56,19,4,6,9.69999999999999,-7.5,0.2695,-1.2,-1.8,-2.6,-3.1,-4.4,0.600000000000001,-1.7,1.3,-2.9,-3.0,1.7,0.699999999999999,3.2,13.5,2,Kansas,56
110,111,2015,1,15,Texas Southern,72,21,3,12,15.6,-21.2,0.6329,4.0,-4.2,-3.2,1.9,0.700000000000003,-12.2,0.300000000000004,4.2,3.3,-5.8,3.8,-0.899999999999999,3.0,13.5,2,Arizona,72
111,112,2015,1,16,Lafayette,52,41,4,14,12.1,-23.4,0.5824,-0.5,-8.0,-0.800000000000001,4.8,4.8,-3.3,11.4,2.9,0.200000000000003,-6.2,-1.9,-7.5,-0.399999999999991,18.4,1,Villanova,52
112,113,2015,1,14,Albany,60,9,2,0,6.69999999999999,-13.7,0.36,-0.600000000000001,-5.5,-1.2,-0.400000000000002,-1.1,5.4,-6.2,-2.0,0.300000000000004,-4.0,-1.5,-4.5,6.2,7.8,3,Oklahoma,60
113,114,2015,1,14,Georgia State,57,-1,1,1,-6.8,5.3,-0.1514,2.2,-0.0,-3.8,3.9,-11.9,3.3,-0.899999999999999,7.7,7.3,-3.3,-6.0,3.3,1.1,-8.0,3,Baylor,57
114,115,2015,1,9,LSU,65,1,3,0,6.3,4.0,0.0206999999999999,-1.0,0.899999999999999,-4.2,-4.2,0.0,-2.7,1.8,5.3,-2.8,-0.299999999999997,1.7,2.1,-5.39999999999999,0.6,8,North Carolina State,65
115,116,2015,1,14,UAB,60,-1,1,-6,-14.2,4.5,-0.3382,-6.7,-0.0,4.3,1.2,5.9,3.5,-0.799999999999997,9.6,-7.7,2.2,-3.0,-2.8,-4.5,-14.5,3,Iowa State,60
116,117,2015,1,13,UC Irvine,55,2,4,8,4.30000000000001,-9.39999999999999,0.2088,-3.0,-0.700000000000003,-1.0,4.1,4.7,0.100000000000001,8.5,-2.0,0.600000000000001,0.899999999999999,-7.5,-3.3,1.7,10.4,4,Louisville,55
117,118,2015,1,9,Purdue,65,1,0,2,-4.0,-1.60000000000001,-0.0274,-0.799999999999997,-1.3,1.1,2.3,0.799999999999997,1.4,-4.6,-12.3,-1.3,-0.0999999999999943,0.199999999999996,-3.2,-4.7,-2.3,8,Cincinnati,65
118,119,2015,1,13,Eastern Washington,74,10,1,-1,2.5,-14.1,0.3297,-3.8,-5.2,3.3,2.4,5.0,0.300000000000001,8.7,8.1,-1.7,-6.1,-4.0,-2.5,-3.90000000000001,6.3,4,Georgetown,74
119,120,2015,1,12,Wyoming,54,17,2,8,13.3,-5.2,0.3107,3.7,-1.4,-1.0,1.3,5.0,-0.100000000000001,-0.600000000000001,0.0,-1.1,0.0,7.2,-2.8,-0.700000000000003,6.9,5,Northern Iowa,54
120,121,2015,1,11,Mississippi,57,19,3,2,3.5,-4.10000000000001,0.1012,5.5,2.4,1.6,0.100000000000001,-3.5,-4.1,2.4,-7.90000000000001,6.90000000000001,5.3,1.9,-1.2,-1.09999999999999,1.8,6,Xavier,57
121,122,2015,1,10,Davidson,52,31,3,-1,-4.3,-10.2,0.0776,-7.3,-3.7,3.0,1.9,6.0,-0.0999999999999979,9.5,-5.5,-5.8,-7.7,-5.40000000000001,2.6,-2.60000000000001,0.4,7,Iowa,52
122,123,2015,1,11,UCLA,60,-1,3,-4,0.700000000000003,2.0,-0.021,-2.5,2.8,-1.9,-2.4,-2.8,-0.599999999999998,-8.09999999999999,1.1,-3.9,2.5,0.5,2.9,3.2,-3.1,6,SMU,60
123,124,2015,1,9,Oklahoma State,73,6,4,8,3.59999999999999,3.69999999999999,-0.009,2.09999999999999,1.5,-1.6,-4.4,3.3,-1.1,-9.9,-6.7,1.59999999999999,3.0,2.3,-1.2,2.90000000000001,2.8,8,Oregon,73
124,125,2015,1,12,Stephen F. Austin,50,7,3,-1,3.90000000000001,-10.1,0.1594,-0.399999999999999,-6.0,-2.1,-6.2,-6.3,-1.2,1.5,-14.8,-3.1,-6.9,2.8,-2.5,-5.00000000000001,2.5,5,Utah,50
125,126,2015,1,11,Dayton,66,-13,2,5,-4.59999999999999,0.799999999999997,-0.0762,4.5,-0.900000000000006,-0.200000000000003,1.4,-11.9,-0.600000000000001,7.4,-8.7,3.7,-0.600000000000001,4.3,-0.799999999999997,-1.90000000000001,-2.9,6,Providence,66
126,127,2015,1,12,Buffalo,62,6,2,2,1.2,-4.7,0.0991,-2.6,4.2,2.0,8.3,5.6,0.700000000000003,-2.2,21.2,-2.1,3.8,-2.5,3.5,-0.300000000000011,5.4,5,West Virginia,62
127,128,2015,1,11,Texas,48,8,0,3,-1.8,-2.10000000000001,0.0066999999999999,-0.700000000000003,4.6,-3.1,5.5,-3.2,-3.3,4.2,-1.4,-2.0,9.4,1.8,-4.0,1.1,2.6,6,Butler,48
128,129,2015,2,5,Arkansas,78,9,2,-1,6.39999999999999,-3.5,0.0811,1.6,-2.9,1.3,-4.6,4.3,-3.4,-2.09999999999999,-1.0,2.1,-0.600000000000001,0.899999999999999,-5.2,0.0,2.6,4,North Carolina,78
129,130,2015,2,8,Oregon,65,7,5,11,14.8,-5.5,0.1379,2.5,-0.299999999999997,-4.5,-0.899999999999999,1.9,-7.8,7.1,-13.0,4.0,-2.4,-0.399999999999999,4.3,-7.60000000000001,8.3,1,Wisconsin,65
130,131,2015,2,5,West Virginia,69,-10,0,-3,0.0999999999999943,-0.700000000000003,0.0114,-5.1,7.2,-0.199999999999999,10.8,11.2,0.600000000000001,-4.1,27.4,-2.5,7.7,-6.0,4.7,4.09999999999999,-2.8,4,Maryland,69
131,132,2015,2,8,Cincinnati,51,13,5,15,13.8,-8.3,0.1462,2.0,-4.5,-4.7,1.4,2.2,-0.499999999999996,6.8,5.6,1.6,-3.1,2.0,-4.8,3.2,14.4,1,Kentucky,51
132,133,2015,2,7,Michigan State,60,-6,5,-3,4.2,8.5,-0.0321,2.6,2.6,1.8,-1.4,-0.799999999999997,2.8,-2.2,10.4,1.09999999999999,3.7,3.3,0.699999999999999,5.5,-7.0,2,Virginia,60
133,134,2015,2,14,UAB,75,17,1,3,9.09999999999999,-3.5,0.2704,2.0,0.899999999999999,-2.5,-1.8,-0.400000000000006,-4.5,0.0,-1.3,0.799999999999997,-2.0,3.59999999999999,3.7,1.5,7.5,11,UCLA,75
134,135,2015,2,7,Wichita State,78,-13,-2,2,0.700000000000003,0.900000000000006,-0.0030999999999999,0.899999999999999,1.2,-4.2,3.8,-0.399999999999999,-4.2,-6.4,2.8,2.5,-0.799999999999997,-2.5,3.8,-4.6,-4.8,2,Kansas,78
135,136,2015,2,10,Ohio State,58,15,3,10,3.59999999999999,-6.19999999999999,0.0596,-0.700000000000003,-1.3,-0.5,-1.0,1.0,-9.6,12.4,9.5,-0.300000000000004,-2.5,-1.0,1.3,0.400000000000006,6.5,2,Arizona,58
136,137,2015,2,8,San Diego State,49,19,4,9,22.1,3.09999999999999,0.1073,10.0,3.0,-2.3,-2.5,0.0999999999999943,0.5,3.59999999999999,-1.8,10.0,4.0,6.7,0.799999999999997,5.2,9.4,1,Duke,49
137,138,2015,2,8,North Carolina State,71,-3,0,-11,-7.80000000000001,5.7,-0.0979000000000001,-6.0,-0.0,-0.300000000000001,-6.7,1.4,-1.0,-6.5,4.3,-5.7,-1.7,-3.3,2.5,-0.0,-10.2,1,Villanova,71
138,139,2015,2,5,Northern Iowa,53,13,1,-4,-6.0,-5.59999999999999,0.0062,-8.2,-1.6,-0.600000000000001,2.1,7.7,3.9,-1.09999999999999,6.3,-4.9,-0.700000000000003,-9.1,-1.8,7.09999999999999,0.5,4,Louisville,53
139,140,2015,2,14,Georgia State,67,8,3,-1,6.2,-2.90000000000001,0.1247,1.3,4.2,1.8,-4.4,1.3,-7.5,0.799999999999997,-6.5,0.300000000000004,5.8,2.9,1.5,2.3,4.3,6,Xavier,67
140,141,2015,2,7,Iowa,68,19,3,12,6.2,1.09999999999999,0.0287,9.8,-1.4,-1.0,-1.8,-1.7,-2.3,0.700000000000003,1.4,9.7,-1.7,6.7,0.399999999999999,0.600000000000009,5.7,2,Gonzaga,68
141,142,2015,2,5,Utah,75,-11,1,3,2.30000000000001,-4.8,0.0568000000000001,3.90000000000001,-4.1,-1.0,-1.9,-3.0,-2.6,-0.5,-9.8,1.8,-1.7,4.8,-5.0,-3.2,-0.0,4,Georgetown,75
142,143,2015,2,11,Dayton,66,6,-1,-3,4.59999999999999,-6.0,0.129,-3.6,-3.2,-0.299999999999997,-1.4,8.2,3.0,-15.3,-2.2,-4.4,-4.3,-1.3,-0.800000000000001,3.7,3.7,3,Oklahoma,66
143,144,2015,2,6,Butler,64,3,4,9,16.8,10.0,0.0286000000000001,9.9,1.2,-2.5,-2.2,-6.8,6.9,-4.09999999999999,-9.3,11.9,0.299999999999997,3.4,1.9,0.0,5.1,3,Notre Dame,64
144,145,2016,1,14,Stephen F. Austin,70,-14,-5,-2,-4.5,6.09999999999999,-0.1161,5.0,1.1,-2.3,0.899999999999999,-8.5,3.6,-11.9,-15.1,4.2,2.0,4.4,-0.300000000000004,-2.7,-8.6,3,West Virginia,70
145,146,2016,1,12,South Dakota State,74,5,3,2,4.40000000000001,-4.8,0.1469,3.90000000000001,-1.5,1.8,-0.800000000000001,-3.3,4.4,-3.2,-13.2,6.09999999999999,-1.6,0.100000000000001,-1.2,-1.3,5.2,5,Maryland,74
146,147,2016,1,11,Michigan,63,7,1,2,4.89999999999999,3.89999999999999,0.0069,-0.5,-1.9,0.800000000000001,-3.1,7.9,5.7,5.1,-1.0,0.299999999999997,-4.6,-0.600000000000001,2.2,-0.799999999999997,1.5,6,Notre Dame,63
147,148,2016,1,13,Stony Brook,57,28,5,3,18.6,-4.10000000000001,0.3037,1.3,-3.1,-1.1,-0.399999999999999,2.7,5.9,5.59999999999999,13.2,2.2,-3.09999999999999,-0.600000000000001,-1.5,0.400000000000006,6.1,4,Kentucky,57
148,149,2016,1,16,Florida Gulf Coast,67,16,9,16,20.4,-7.5,0.4395,1.1,0.399999999999999,-1.8,2.3,9.0,2.5,-5.0,-4.9,2.4,-3.7,-1.5,5.0,3.7,17.0,1,North Carolina,67
149,150,2016,1,15,Middle Tennessee,90,-9,-2,-6,-18.6,3.5,-0.3204,-4.59999999999999,6.1,-0.5,5.2,-8.4,1.4,4.9,8.3,-3.6,6.3,-4.2,3.7,0.900000000000006,-10.4,2,Michigan State,90
150,151,2016,1,12,Chattanooga,74,25,2,0,15.7,-2.39999999999999,0.2882,7.0,-0.700000000000003,1.6,-1.3,4.90000000000001,0.199999999999999,-7.7,-0.699999999999999,5.4,-1.5,6.0,0.599999999999994,2.2,2.8,5,Indiana,74
151,152,2016,1,13,Iona,81,13,2,1,12.3,-3.5,0.234,3.3,1.0,-1.9,-2.4,-3.0,-0.899999999999999,-6.3,-11.4,4.2,3.5,1.7,-2.3,-0.299999999999997,7.2,4,Iowa State,81
152,153,2016,1,16,Hampton,45,36,6,9,21.7,-16.5,0.6985,8.09999999999999,-0.200000000000003,-3.6,2.1,-4.6,-2.0,-9.2,-2.3,5.3,-1.2,9.8,0.900000000000006,-10.0,14.9,1,Virginia,45
153,154,2016,1,10,VCU,75,-8,5,7,2.19999999999999,-3.89999999999999,0.0931,1.2,-0.299999999999997,-0.300000000000001,1.9,4.2,-4.5,-4.59999999999999,-2.5,3.2,-1.4,-2.2,1.3,2.3,-0.4,7,Oregon State,75
154,155,2016,1,11,Northern Iowa,75,-3,2,2,-2.5,1.10000000000001,-0.0518000000000001,3.8,1.0,-0.200000000000001,-0.0,-13.0,-4.6,-5.4,-13.6,2.8,3.1,3.1,-2.1,-2.59999999999999,-5.3,6,Texas,75
155,156,2016,1,13,UNC Wilmington,85,8,5,2,11.7,-2.0,0.1936,2.5,2.0,-1.6,-2.5,1.1,4.6,5.0,-29.9,0.0,2.8,4.1,0.100000000000001,-2.59999999999999,4.9,4,Duke,85
156,157,2016,1,16,Austin Peay,79,26,3,16,17.5,-18.7,0.6161,4.40000000000001,-8.7,-2.4,-0.100000000000001,0.300000000000004,-2.1,-8.4,6.0,1.7,-9.9,6.59999999999999,-3.9,-0.400000000000006,22.9,1,Kansas,79
157,158,2016,1,10,Pittsburgh,43,4,3,2,-5.10000000000001,-3.40000000000001,-0.015,-2.6,-1.9,-0.399999999999999,1.7,-3.8,0.199999999999999,1.9,1.2,-3.8,-3.6,-0.100000000000001,2.0,-2.2,-1.4,7,Wisconsin,43
158,159,2016,1,14,Buffalo,72,7,1,8,14.3,-5.90000000000001,0.3457,4.6,-1.5,-2.3,-0.300000000000001,-1.7,0.800000000000001,-0.899999999999999,-8.7,4.2,-1.9,3.8,0.100000000000001,-5.90000000000001,12.7,3,Miami FL,72
159,160,2016,1,11,Wichita State,65,-10,0,0,-5.8,-7.90000000000001,0.0299,-4.7,-1.5,-3.5,7.2,-3.3,-1.3,-6.4,16.1,-3.0,-3.6,-5.8,1.1,-2.3,-3.2,6,Arizona,65
160,161,2016,1,15,UNC Asheville,56,30,8,15,21.9,-8.5,0.4216,6.5,-2.59999999999999,-2.3,-1.6,-3.4,0.0999999999999979,-7.7,-3.0,7.2,-8.0,4.1,4.3,-4.3,15.2,2,Villanova,56
161,162,2016,1,15,Cal State Bakersfield,68,14,7,8,14.8,-1.60000000000001,0.222,5.0,2.0,0.100000000000001,-3.8,-2.9,0.800000000000001,-5.0,-13.8,-0.299999999999997,2.5,7.90000000000001,0.300000000000004,2.39999999999999,11.5,2,Oklahoma,68
162,163,2016,1,9,Connecticut,74,-7,3,4,2.7,-1.8,0.066,3.1,-2.3,-2.5,2.8,-6.2,4.3,-10.9,-0.300000000000004,6.0,-2.3,-2.1,-2.7,-3.0,0.5,8,Colorado,74
163,164,2016,1,12,Arkansas Little Rock,85,-2,-2,2,-9.60000000000001,3.3,-0.1584,-1.7,1.6,-2.1,7.3,-8.3,6.1,-3.9,10.2,-3.9,2.8,1.5,-0.5,-5.10000000000001,-2.3,5,Purdue,85
164,165,2016,1,14,Green Bay,65,27,3,7,6.09999999999999,-12.0,0.3397,1.40000000000001,-4.1,1.6,-0.400000000000002,3.9,-2.8,-4.1,-3.5,2.8,-4.4,-0.899999999999999,-3.0,-8.89999999999999,9.7,3,Texas A&M,65
165,166,2016,1,15,Weber State,53,18,2,5,15.3,-5.2,0.363,-3.1,0.399999999999999,-2.2,3.7,9.3,0.399999999999999,-4.0,5.5,-5.5,3.4,0.799999999999997,-4.5,4.7,11.4,2,Xavier,53
166,167,2016,1,9,Butler,71,-10,1,3,5.10000000000001,-0.300000000000011,0.0672,2.6,0.100000000000001,-3.3,-0.399999999999999,0.900000000000002,-4.8,-2.90000000000001,2.9,0.699999999999996,1.9,4.7,-1.8,2.0,0.7,8,Texas Tech,71
167,168,2016,1,10,Temple,70,2,0,1,8.10000000000001,-1.60000000000001,0.1535,4.3,1.6,1.0,2.6,2.8,1.6,6.4,-3.7,3.8,2.40000000000001,3.7,0.100000000000001,3.3,2.1,7,Iowa,70
168,169,2016,1,16,Holy Cross,52,39,2,15,21.7,-10.7,0.6765,4.4,-4.3,-0.699999999999999,0.599999999999998,11.0,0.899999999999999,4.2,-1.4,5.4,-6.7,1.8,0.5,4.40000000000001,21.2,1,Oregon,52
169,170,2016,1,9,Cincinnati,76,2,3,6,4.2,4.09999999999999,-0.006,1.90000000000001,2.5,-2.0,-4.2,-8.4,-4.8,4.2,-2.0,4.59999999999999,7.90000000000001,-2.09999999999999,-4.6,4.90000000000001,3.1,8,Saint Joseph's,76
170,171,2016,1,14,Fresno State,69,11,2,3,9.5,-2.8,0.2161,6.7,-0.799999999999997,3.1,-5.7,-0.800000000000001,-1.9,0.199999999999996,-23.4,8.5,-3.9,1.9,4.1,-2.89999999999999,6.5,3,Utah,69
171,172,2016,1,13,Hawaii,77,-11,-2,3,-5.5,2.2,-0.1061,-0.300000000000004,0.600000000000001,0.400000000000002,5.7,-2.0,1.1,3.7,2.7,3.0,3.3,-4.09999999999999,-4.7,2.60000000000001,-1.4,4,UC Berkeley,77
172,173,2016,1,9,Providence,70,-1,1,3,-5.0,-3.3,-0.0159,-4.2,2.0,-0.5,3.9,-1.7,-1.3,2.2,-0.300000000000001,-1.4,3.2,-6.6,-0.200000000000003,-2.8,3.2,8,USC,70
173,174,2016,1,10,Syracuse,70,-19,4,-2,6.40000000000001,1.0,0.0673,-1.6,0.399999999999999,-0.5,2.4,4.8,11.1,-5.4,-4.8,-4.3,4.4,1.6,-4.2,-3.0,-2.7,7,Dayton,70
174,175,2016,1,12,Yale,79,-4,-4,1,-10.2,-3.60000000000001,-0.0715,0.600000000000001,-4.5,1.3,-2.0,-0.700000000000003,-4.5,3.1,-5.3,1.6,-3.6,-1.4,-4.2,-0.600000000000009,-3.6,5,Baylor,79
175,176,2016,1,11,Gonzaga,68,-16,1,2,6.60000000000001,3.09999999999999,0.0224,5.40000000000001,-0.600000000000001,-2.3,-4.4,-2.6,-4.8,-6.0,-5.7,5.5,0.100000000000001,3.09999999999999,-1.4,-2.2,-3.2,6,Seton Hall,68
176,177,2016,2,13,Hawaii,60,13,3,0,8.0,1.3,0.0894,3.3,1.6,0.799999999999997,-3.4,-1.3,3.5,-8.4,-13.2,1.7,0.700000000000003,4.0,2.1,-3.5,3.2,5,Maryland,60
177,178,2016,2,14,Stephen F. Austin,75,1,6,0,8.0,6.8,0.0033999999999999,-0.799999999999997,0.0,-2.4,-11.1,-0.799999999999997,1.4,-1.4,-14.2,-1.6,-3.2,0.5,4.1,-2.7,3.5,6,Notre Dame,75
178,179,2016,2,9,Providence,66,19,5,9,14.6,-0.5,0.1338,4.6,-1.2,-0.700000000000001,-2.4,10.3,-0.300000000000001,-5.0,2.4,5.9,-5.2,0.600000000000001,3.90000000000001,2.40000000000001,5.2,1,North Carolina,66
179,180,2016,2,5,Indiana,73,-6,-1,0,-1.90000000000001,3.30000000000001,-0.0349,5.2,5.3,3.4,0.899999999999999,-0.299999999999997,-2.7,-3.9,-10.6,3.2,6.3,5.0,1.7,1.3,-1.8,4,Kentucky,73
180,181,2016,2,9,Butler,69,8,4,7,1.7,-7.59999999999999,0.0700999999999999,2.2,-1.3,0.6,0.199999999999999,-2.3,-2.3,-7.2,-2.4,2.7,-2.8,1.0,0.900000000000006,-7.3,6.6,1,Virginia,69
181,182,2016,2,11,Wichita State,57,8,1,2,9.10000000000001,8.7,-0.0118,5.3,3.59999999999999,1.8,-5.8,-1.6,5.9,3.3,-16.3,4.0,4.8,5.2,1.7,0.200000000000003,6.7,3,Miami FL,57
182,183,2016,2,11,Gonzaga,82,-23,0,1,1.60000000000001,-2.8,0.0430999999999999,0.100000000000001,-3.2,-1.1,-0.200000000000001,2.9,-1.8,-3.5,5.1,-1.2,-0.100000000000001,1.5,-6.8,1.3,-3.5,3,Utah,82
183,184,2016,2,9,Connecticut,61,12,1,7,10.4,-3.0,0.093,4.2,0.600000000000001,1.5,0.300000000000001,3.6,-1.2,9.0,1.9,2.8,1.4,4.8,-0.100000000000001,3.19999999999999,10.4,1,Kansas,61
184,185,2016,2,7,Iowa,68,19,7,13,8.69999999999999,-4.89999999999999,0.0850000000000001,4.8,-1.3,1.5,1.8,-3.7,-1.9,1.1,5.0,8.7,-4.6,-1.2,2.6,-3.09999999999999,6.9,2,Villanova,68
185,186,2016,2,10,VCU,81,4,1,4,6.10000000000001,-0.100000000000009,0.0515,3.3,-2.0,2.0,-3.7,-2.0,2.8,0.799999999999997,-8.5,-1.9,-3.3,7.0,0.0,0.5,8.1,2,Oklahoma,81
186,187,2016,2,15,Middle Tennessee,50,25,4,0,8.0,-5.90000000000001,0.2633,-1.7,-2.1,1.0,1.0,4.8,9.6,0.5,-14.4,-0.599999999999994,0.100000000000001,-3.2,-4.0,-3.0,2.9,10,Syracuse,50
187,188,2016,2,11,Northern Iowa,88,4,2,6,3.3,-4.5,0.1017,-2.0,-1.3,2.2,2.2,17.1,1.8,4.0,7.5,0.0,-3.3,-3.1,0.899999999999999,4.7,7.3,3,Texas A&M,88
188,189,2016,2,7,Wisconsin,66,-3,1,-6,-8.2,-0.799999999999997,-0.0720000000000001,-2.9,0.300000000000004,-0.299999999999997,-0.699999999999999,-2.1,1.7,-3.7,-0.0,-3.2,-3.8,-1.4,6.3,-8.30000000000001,-7.3,2,Xavier,66
189,190,2016,2,8,Saint Joseph's,64,5,1,2,4.2,-1.39999999999999,0.0563,1.09999999999999,0.799999999999997,1.8,4.1,5.8,4.7,2.9,7.0,0.300000000000004,-3.1,1.7,5.1,-1.90000000000001,3.3,1,Oregon,64
190,191,2016,2,12,Yale,64,7,7,3,12.1,3.30000000000001,0.0913,1.5,2.8,-5.6,-0.400000000000002,-6.09999999999999,10.4,-1.1,-8.0,-0.399999999999999,3.4,2.5,1.3,1.90000000000001,4.3,4,Duke,64
191,192,2016,2,12,Arkansas Little Rock,61,17,2,-5,13.8,1.89999999999999,0.143,5.2,3.9,0.0999999999999996,-4.2,-0.5,0.600000000000001,-5.4,-13.4,7.8,3.8,0.5,2.6,8.5,1.5,4,Iowa State,61
192,193,2017,1,9,Seton Hall,71,6,3,5,6.0,4.2,0.0161,1.5,-1.2,-2.9,1.0,-3.8,8.8,0.5,3.0,0.399999999999999,-1.3,2.7,-0.899999999999999,2.09999999999999,1.2,8,Arkansas,71
193,194,2017,1,13,Bucknell,80,6,2,2,7.10000000000001,-9.8,0.2146,-4.0,0.799999999999997,-1.9,7.9,11.1,4.0,1.7,9.4,-4.5,0.0,-1.7,1.09999999999999,0.799999999999997,8.5,4,West Virginia,80
194,195,2017,1,10,Oklahoma State,91,1,6,6,-3.5,-4.7,0.0145,3.0,-1.3,-4.0,-0.800000000000001,-13.6,-1.9,-7.3,-18.2,5.9,-2.4,-1.8,1.4,-8.90000000000001,0.5,7,Michigan,91
195,196,2017,1,11,Xavier,76,-11,6,0,2.19999999999999,-0.0,0.0265,-0.5,4.1,-0.600000000000001,-0.5,4.1,-6.8,2.6,0.799999999999997,1.0,6.9,-1.8,-0.800000000000004,-0.199999999999989,-2.1,6,Maryland,76
196,197,2017,1,12,Princeton,58,2,7,3,11.7,1.0,0.1216,0.399999999999999,0.399999999999999,-1.2,-1.5,3.2,6.1,4.2,-5.3,0.399999999999999,1.3,0.799999999999997,-0.700000000000003,4.09999999999999,6.3,5,Notre Dame,58
197,198,2017,1,15,Northern Kentucky,70,9,5,8,12.8,-12.8,0.4147,0.5,-2.2,-3.1,2.2,2.3,1.3,4.4,3.0,1.3,-1.90000000000001,-0.400000000000006,-1.8,4.40000000000001,13.9,2,Kentucky,70
198,199,2017,1,16,Texas Southern,64,39,4,10,20.4,-15.0,0.6178,3.6,-1.0,-0.400000000000002,-0.599999999999998,9.6,-9.9,-10.0,-0.699999999999996,1.0,-3.0,5.9,1.4,2.8,12.8,1,North Carolina,64
199,200,2017,1,14,Kent State,80,17,1,9,18.7,-3.30000000000001,0.3853,11.6,-1.4,-2.8,-3.2,-9.0,-1.2,-5.7,-8.9,10.6,-3.2,8.9,1.2,5.09999999999999,13.8,3,UCLA,80
200,201,2017,1,12,Nevada,73,11,0,-4,6.3,-4.5,0.1244,2.5,0.700000000000003,-1.4,3.6,-4.7,5.3,-13.7,-2.6,2.59999999999999,-1.8,1.8,3.6,-1.40000000000001,4.8,5,Iowa State,73
201,202,2017,1,12,UNC Wilmington,71,5,1,-6,-5.90000000000001,-18.1,0.1596,-2.6,-7.1,1.7,0.599999999999998,-4.2,-4.0,-4.8,-5.8,-6.0,-9.1,2.4,-2.3,-11.2,3.5,5,Virginia,71
202,203,2017,1,14,Florida Gulf Coast,80,6,4,0,7.60000000000001,-8.2,0.2845,-0.199999999999996,-1.4,-1.5,2.1,0.0,0.199999999999999,4.6,1.4,-1.0,-5.6,1.0,3.9,5.59999999999999,7.6,3,Florida State,80
203,204,2017,1,16,South Dakota State,46,20,6,19,9.59999999999999,-23.4,0.5116,3.4,-12.7,-2.2,0.900000000000002,2.9,-2.7,-0.899999999999999,-0.200000000000003,3.59999999999999,-12.4,2.40000000000001,-7.9,3.0,17.5,1,Gonzaga,46
204,205,2017,1,15,Troy,65,22,2,6,13.3,-11.0,0.384,3.2,-2.7,-1.5,-0.300000000000001,0.899999999999999,0.0,-0.800000000000004,-1.6,2.6,-0.600000000000001,2.8,-4.8,0.299999999999997,16.7,2,Duke,65
205,206,2017,1,16,UC Davis,62,38,2,8,24.1,-6.3,0.5439,7.7,-0.600000000000001,-2.7,-1.0,5.0,1.4,-4.8,-3.1,6.7,-3.2,5.9,3.0,1.10000000000001,18.5,1,Kansas,62
206,207,2017,1,11,Rhode Island,84,-12,1,0,-3.40000000000001,-1.10000000000001,-0.0214,-6.8,-4.9,-0.700000000000003,0.0999999999999979,8.6,0.0999999999999979,11.3,15.7,-5.2,-4.8,-6.5,-3.5,-5.0,-3.9,6,Creighton,84
207,208,2017,1,9,Michigan State,78,-20,2,-1,0.799999999999997,1.80000000000001,-0.0143,3.0,-0.899999999999999,1.0,-2.4,-4.2,-0.899999999999999,-0.799999999999997,6.0,3.1,-2.5,1.7,1.6,3.5,-2.5,8,Miami FL,78
