,Unnamed: 0,YEAR,ROUND,LSEED,LTEAM,LSCORE,SCORE_DIFF,G,W,ADJOE,ADJDE,BARTHAG,EFG_O,EFG_D,TOR,TORD,ORB,DRB,FTR,FTRD,X2P_O,X2P_D,X3P_O,X3P_D,ADJ_T,WAB,HSEED,HTEAM,HSCORE
316,317,2019,1,10,Florida,70,-9,2,-9,-2.2,-4.30000000000001,0.0329,-3.90000000000001,0.399999999999999,3.3,3.2,3.4,7.3,-10.9,5.6,-5.4,2.2,-1.3,-1.6,-6.5,-3.1,7,Nevada,70
317,318,2019,1,12,Murray State,83,-19,-3,4,-1.3,2.69999999999999,-0.0672,1.3,0.200000000000003,-2.2,2.8,2.6,4.6,-1.6,-8.5,6.2,3.2,-3.9,-3.5,-0.299999999999997,-1.5,5,Marquette,83
318,319,2019,1,9,Washington,78,-17,2,-1,-5.7,-3.7,-0.0232,-1.8,1.0,1.6,6.9,-2.9,12.6,-2.0,-0.299999999999997,-2.3,3.8,-0.700000000000003,-1.9,-2.3,1.1,8,Utah State,78
319,320,2019,1,9,UCF,73,-15,0,-1,8.10000000000001,5.7,0.0142,2.8,1.9,-2.4,-5.4,-1.5,-1.0,9.59999999999999,-7.4,-1.1,0.700000000000003,6.0,2.8,-3.3,0.9,8,VCU,73
320,321,2019,2,10,Florida,49,15,1,10,4.3,-6.0,0.0718,1.8,-4.0,-4.0,-4.4,-5.9,-7.4,-2.4,-9.5,2.3,-4.2,0.800000000000004,-2.5,1.60000000000001,8.5,2,Michigan,49
321,322,2019,2,9,Washington,59,22,0,2,14.5,-1.69999999999999,0.1485,0.799999999999997,1.4,-2.6,-5.9,6.2,-12.1,-4.5,-5.6,0.200000000000003,1.9,1.2,0.100000000000001,8.7,6.9,1,North Carolina,59
322,323,2019,2,9,Oklahoma,51,12,4,15,12.5,-3.19999999999999,0.0956,4.8,-2.8,-2.3,0.199999999999999,4.6,-2.4,-2.2,3.2,2.8,-0.0999999999999943,4.9,-4.4,-9.59999999999999,8.6,1,Virginia,51
323,324,2019,2,9,Baylor,71,12,3,13,8.80000000000001,-9.3,0.1344,7.8,-4.9,-4.8,0.399999999999999,-6.4,-2.6,3.0,-10.6,10.2,-4.1,2.2,-4.1,5.40000000000001,6.1,1,Gonzaga,71
324,325,2019,2,9,UCF,76,1,5,8,6.2,-4.09999999999999,0.0666,0.700000000000003,-0.399999999999999,-0.100000000000001,1.4,6.1,-0.100000000000001,-12.1,-5.2,6.0,0.5,-5.7,-1.4,7.19999999999999,9.2,1,Duke,76
325,326,2019,2,12,Liberty,58,9,2,-3,8.59999999999999,-6.19999999999999,0.1929,-0.299999999999997,0.100000000000001,0.100000000000001,1.1,4.4,0.800000000000001,5.2,-6.4,-3.5,0.700000000000003,2.6,-0.599999999999994,1.59999999999999,5.6,4,Virginia Tech,58
326,327,2019,2,5,Auburn,89,-14,3,4,8.39999999999999,2.8,0.0327999999999999,1.8,3.90000000000001,-2.0,6.4,1.5,4.9,-1.6,8.6,-0.899999999999999,5.4,3.1,1.2,-2.2,-2.2,4,Kansas,89
327,328,2019,2,6,Villanova,61,26,0,0,8.2,-4.60000000000001,0.1091,0.399999999999999,-1.4,-1.1,0.600000000000001,4.2,-0.699999999999999,-4.5,3.5,-2.2,-2.5,2.2,-0.0999999999999943,1.90000000000001,2.5,3,Purdue,61
328,329,2019,2,7,Wofford,56,6,5,0,1.09999999999999,-7.3,0.0676,-4.5,-3.3,2.5,-1.2,5.0,0.300000000000001,14.1,-5.0,-1.0,-7.0,-6.0,1.7,-0.199999999999989,4.8,2,Kentucky,56
329,330,2019,2,10,Iowa,77,6,1,8,6.7,-5.39999999999999,0.1103,2.59999999999999,-3.4,-1.4,-0.399999999999999,1.8,0.800000000000001,-9.0,6.1,4.0,-8.8,0.300000000000004,3.0,-2.10000000000001,6.7,2,Tennessee,77
330,331,2019,2,11,Ohio State,59,15,2,13,7.90000000000001,-3.3,0.111,1.8,-5.8,-2.2,0.0,6.8,0.100000000000001,-2.1,5.5,1.59999999999999,-4.9,1.4,-4.8,0.0999999999999943,6.9,3,Houston,59
331,332,2019,2,10,Minnesota,50,20,3,10,9.5,-5.3,0.1313,7.0,-5.6,1.4,-2.0,2.5,-2.0,-8.0,-0.699999999999999,5.8,-6.8,6.1,-2.4,-0.200000000000003,8.0,2,Michigan State,50
332,333,2019,2,13,UC Irvine,73,-19,-2,6,-0.899999999999991,5.89999999999999,-0.1229,-0.700000000000003,-2.3,-0.300000000000001,-4.2,4.1,-1.8,-0.699999999999999,-0.899999999999999,-1.5,-8.09999999999999,0.799999999999997,4.9,1.19999999999999,1.8,12,Oregon,73
333,334,2019,2,6,Maryland,67,2,1,5,6.30000000000001,3.3,0.0206000000000001,-0.199999999999996,4.0,-1.5,6.0,2.6,6.0,4.3,6.5,2.1,4.7,-3.0,1.8,3.5,3.1,3,LSU,67
334,335,2019,2,6,Buffalo,58,20,3,-1,1.60000000000001,-10.1,0.0877,0.100000000000001,-4.3,1.7,2.5,-4.3,1.8,0.199999999999996,4.7,-2.90000000000001,-7.4,2.8,0.399999999999999,-7.40000000000001,1.5,3,Texas Tech,58
335,336,2019,2,12,Murray State,62,28,6,1,1.3,-7.69999999999999,0.1294,-4.3,0.700000000000003,1.7,0.900000000000002,0.799999999999997,-3.7,2.3,8.3,-5.3,-3.0,-1.7,4.6,-0.200000000000003,6.4,4,Florida State,62
336,337,2021,1,15,Cleveland State,56,31,0,5,20.7,-9.8,0.4841,0.699999999999996,-6.0,-2.2,1.4,8.5,-3.8,-1.2,5.2,-2.2,-7.9,3.6,-2.3,-1.2,6.7,2,Houston,56
337,338,2021,1,10,Rutgers,60,-4,3,-1,0.799999999999997,-0.0,0.0095999999999999,-0.199999999999996,-1.0,-3.1,-2.7,0.799999999999997,2.5,4.1,3.6,2.7,-0.100000000000001,-3.5,-1.6,3.39999999999999,-1.0,7,Clemson,60
338,339,2021,1,14,Morehead State,67,17,-1,-5,16.6,-1.40000000000001,0.3268,-3.2,3.2,-5.9,2.7,4.3,6.4,2.6,5.4,-5.4,3.7,1.0,1.6,4.0,5.0,3,West Virginia,67
339,340,2021,1,11,Syracuse,78,-16,-1,-7,1.7,7.59999999999999,-0.0789000000000001,-2.0,1.8,-0.899999999999999,-1.7,0.200000000000003,9.1,-6.2,-7.6,0.399999999999999,4.7,-3.8,-1.2,3.40000000000001,-2.3,6,San Diego State,78
340,341,2021,1,13,Liberty,60,9,4,-3,0.200000000000003,-9.2,0.1781,-5.3,-0.799999999999997,5.8,2.0,8.8,7.8,10.9,0.899999999999999,-4.0,-0.899999999999999,-5.0,-0.500000000000004,8.2,6.3,4,Oklahoma State,60
341,342,2021,1,12,Oregon State,70,-14,2,-1,-0.299999999999997,10.4,-0.1783,-1.4,4.5,-1.0,-4.4,-1.6,0.799999999999997,-1.1,7.1,-2.9,7.7,0.800000000000004,-0.400000000000002,-1.80000000000001,-4.0,5,Tennessee,70
342,343,2021,1,9,Georgia Tech,60,11,1,7,-4.5,-6.5,0.0316,2.4,-5.5,2.6,-1.1,1.2,-8.7,1.7,-6.5,3.2,-5.2,0.800000000000004,-4.2,-3.8,-0.2,8,Loyola Chicago,60
343,344,2021,1,16,Drexel,49,29,10,11,9.8,-14.6,0.3771,1.3,-3.0,-1.4,-0.299999999999997,3.6,-2.1,10.7,3.3,1.8,-5.0,0.399999999999999,0.600000000000001,6.3,13.4,1,Illinois,49
344,345,2021,1,15,Oral Roberts,75,-3,-7,-5,-15.1,10.1,-0.4359,0.5,1.5,0.399999999999999,3.2,-5.9,5.6,-9.8,-0.699999999999996,-2.4,1.6,2.3,1.5,4.5,-11.1,2,Ohio State,75
345,346,2021,1,10,Virginia Tech,70,5,2,-1,1.3,-1.09999999999999,0.0322,0.0,-0.899999999999999,3.4,2.9,2.3,7.2,0.599999999999994,3.9,0.199999999999996,0.799999999999997,0.0,-2.4,2.09999999999999,0.5,7,Florida,70
346,347,2021,1,14,Colgate,68,17,13,8,-0.399999999999991,-8.8,0.1356,-5.6,1.9,3.6,3.7,3.8,0.599999999999998,1.6,4.2,-3.5,-2.6,-6.3,6.5,1.19999999999999,4.3,3,Arkansas,68
347,348,2021,1,11,Utah State,53,12,0,-3,7.09999999999999,2.2,0.0488,-0.0999999999999943,2.3,-3.5,4.1,-1.5,8.4,9.9,10.3,-0.899999999999999,1.9,1.1,2.1,-3.3,2.0,6,Texas Tech,53
348,349,2021,1,13,North Texas,78,-9,-2,-1,-8.0,1.69999999999999,-0.1416,2.6,-2.9,1.7,4.5,-4.3,2.8,-5.0,1.4,0.799999999999997,-4.90000000000001,3.8,0.100000000000001,-3.3,-6.3,4,Purdue,78
349,350,2021,1,12,Winthrop,63,10,-2,-7,13.7,-0.200000000000003,0.2101,-0.200000000000003,2.8,-6.0,-3.5,-7.7,2.6,-5.7,-8.0,-0.200000000000003,1.8,-0.0999999999999943,3.0,-8.7,2.3,5,Villanova,63
350,351,2021,1,9,Wisconsin,85,-23,1,-1,2.5,-1.19999999999999,0.0386,0.899999999999999,-0.800000000000004,-7.0,-1.5,-17.5,-1.2,-8.0,1.4,-2.6,0.300000000000004,4.3,-1.4,-6.8,-0.0999999999999996,8,North Carolina,85
351,352,2021,1,16,Hartford,55,24,1,7,25.9,-5.09999999999999,0.5203,7.1,1.5,-1.4,4.2,12.7,2.3,-1.6,6.7,2.8,-2.6,9.09999999999999,5.3,1.89999999999999,11.5,1,Baylor,55
352,353,2021,1,15,Iona,55,13,13,12,9.90000000000001,-11.4,0.3893,0.0999999999999943,-0.300000000000004,-3.8,1.5,-1.9,3.7,-7.5,-14.4,0.200000000000003,0.600000000000001,-0.399999999999999,-1.3,5.40000000000001,10.0,2,Alabama,55
353,354,2021,1,10,Maryland,63,-9,6,1,-4.59999999999999,0.200000000000003,-0.0452999999999999,3.1,2.3,-0.800000000000001,-2.7,-16.0,-5.0,3.0,-11.3,3.8,0.799999999999997,1.3,2.7,-0.299999999999997,-1.9,7,Connecticut,63
354,355,2021,1,14,Abilene Christian,53,-1,-3,4,-12.0,1.2,-0.2081,-0.0,-1.3,-0.800000000000001,8.9,-0.699999999999999,1.0,-0.0,5.8,-1.6,0.5,2.0,-3.2,0.900000000000006,-5.3,3,Texas,53
355,356,2021,1,11,UCLA,73,-11,1,-3,-0.5,4.2,-0.0641,-3.0,4.1,-2.4,1.6,1.8,1.1,4.8,-1.4,-3.9,3.9,-0.599999999999994,2.7,-3.5,-2.3,6,BYU,73
356,357,2021,1,13,UNC Greensboro,54,10,-7,-5,15.5,-3.5,0.2952,6.2,-1.6,4.5,-1.4,3.0,5.5,8.9,-0.100000000000001,1.8,-4.09999999999999,9.0,1.4,2.10000000000001,6.0,4,Florida State,54
357,358,2021,1,12,Georgetown,73,23,5,9,5.2,0.299999999999997,0.0529,2.4,-0.299999999999997,-4.9,3.6,-1.5,-1.7,-0.400000000000002,2.1,4.2,-0.899999999999999,0.100000000000001,0.699999999999996,-3.2,3.6,5,Colorado,73
358,359,2021,1,9,Saint Bonaventure,61,15,7,2,8.2,6.89999999999999,0.0004,2.3,3.0,-0.799999999999997,-1.1,-2.1,4.4,6.1,0.800000000000001,3.7,6.2,-0.399999999999999,-0.600000000000001,5.7,0.3,8,LSU,61
359,360,2021,1,16,Texas Southern,66,16,1,4,20.8,-12.4,0.6214,6.6,-1.6,-5.1,-4.1,-3.5,-0.899999999999999,-10.0,-9.3,2.3,-2.90000000000001,11.0,1.1,-4.89999999999999,11.7,1,Michigan,66
360,361,2021,1,15,Grand Canyon,74,12,9,4,20.8,-0.299999999999997,0.2639,1.6,3.4,-7.1,-0.300000000000001,-1.7,6.0,-2.7,-7.0,-3.3,0.899999999999999,6.4,4.9,4.59999999999999,8.8,2,Iowa,74
361,362,2021,1,14,Eastern Washington,84,9,5,4,0.799999999999997,-11.1,0.2235,-4.3,-0.5,1.2,3.5,7.0,1.1,0.100000000000001,-1.2,-4.90000000000001,-1.7,-2.1,1.0,-4.0,7.8,3,Kansas,84
362,363,2021,1,11,Drake,56,16,2,-3,0.200000000000003,-9.59999999999999,0.1544,-2.4,-3.0,2.9,-1.4,4.1,2.4,12.3,-4.9,-2.3,-7.5,-1.8,3.4,0.5,2.1,6,USC,56
363,364,2021,1,13,Ohio,62,-4,-2,-2,-2.69999999999999,6.8,-0.1364,-0.300000000000004,3.2,1.6,4.8,5.6,4.8,7.6,5.6,1.1,5.5,-1.5,-0.299999999999997,9.4,-5.4,4,Virginia,62
364,365,2021,1,12,UC Santa Barbara,62,1,4,-2,6.5,-3.3,0.141,2.7,-0.800000000000004,-0.699999999999999,-3.0,-3.4,3.7,-8.6,-2.3,2.9,-0.5,1.90000000000001,-1.3,3.3,3.7,5,Creighton,62
365,366,2021,1,9,Missouri,68,4,0,-1,-0.299999999999997,-0.5,0.0042999999999999,-0.100000000000001,0.399999999999999,-3.1,0.300000000000001,-1.3,-1.7,-8.4,-13.6,-1.8,-2.0,1.8,2.7,-1.0,-1.8,8,Oklahoma,68
366,367,2021,1,16,Norfolk State,55,43,5,10,26.0,-14.3,0.6093,11.3,0.100000000000001,-1.7,-0.399999999999999,1.6,-5.3,-1.9,-16.1,17.9,-0.400000000000006,-0.899999999999999,0.800000000000001,6.69999999999999,13.5,1,Gonzaga,55
367,368,2021,2,10,Rutgers,60,3,0,9,13.9,-1.0,0.1156,1.09999999999999,-4.8,-0.0999999999999979,2.7,12.0,-1.1,3.0,9.2,-2.0,-4.4,4.4,-3.6,-2.8,2.1,2,Houston,60
368,369,2021,2,11,Syracuse,75,-3,-2,-2,-3.10000000000001,2.3,-0.0644,2.0,-1.7,-1.0,0.100000000000001,-5.5,2.2,-11.3,-3.4,4.5,-2.0,-2.0,-0.699999999999996,-0.199999999999989,-2.5,3,West Virginia,75
369,370,2021,2,12,Oregon State,80,-10,0,-3,-0.799999999999997,7.3,-0.1461,-3.4,3.2,-4.2,-0.800000000000001,-2.1,-0.800000000000001,-2.4,7.7,-5.9,5.6,0.800000000000004,-0.300000000000001,-6.5,-6.2,4,Oklahoma State,80
370,371,2021,2,8,Loyola Chicago,71,-13,-3,1,-9.2,-2.10000000000001,-0.0403,0.699999999999996,0.100000000000001,0.300000000000001,5.5,-7.0,-1.2,-8.5,-8.1,2.7,0.100000000000001,-1.9,-0.200000000000003,-6.8,-7.2,1,Illinois,71
371,372,2021,2,15,Oral Roberts,81,-3,0,2,-3.59999999999999,13.7,-0.3767,1.1,2.9,-5.0,-2.3,-7.5,1.5,-6.0,-1.7,-2.2,0.600000000000001,3.09999999999999,5.0,2.80000000000001,-6.5,7,Florida,81
372,373,2021,2,6,Texas Tech,66,2,1,5,-1.89999999999999,-1.0,-0.0059999999999998,1.8,-0.299999999999997,1.2,-3.5,-2.1,-3.5,-6.59999999999999,-7.1,3.2,2.1,-0.800000000000004,-2.5,7.39999999999999,3.7,3,Arkansas,66
373,374,2021,2,13,North Texas,61,23,-3,-1,13.5,2.10000000000001,0.1498,-1.2,6.09999999999999,-6.9,-2.4,0.0,-2.1,2.8,-5.9,-0.100000000000001,6.2,-2.09999999999999,3.8,1.8,5.7,5,Villanova,61
374,375,2021,2,9,Wisconsin,63,13,-5,5,11.9,4.09999999999999,0.0385,8.1,1.2,4.1,6.8,13.8,5.8,0.100000000000001,3.2,7.8,1.0,5.8,1.0,3.8,4.4,1,Baylor,63
375,376,2021,2,10,Maryland,77,19,2,8,1.0,-4.90000000000001,0.0608,-1.3,-3.2,1.8,4.2,10.6,5.0,-4.0,6.3,-2.7,0.0,0.200000000000003,-5.5,8.5,6.6,2,Alabama,77
376,377,2021,2,14,Abilene Christian,47,20,3,-6,10.5,2.8,0.1373,-0.899999999999999,5.3,-2.8,-9.1,-0.200000000000003,-3.5,-1.4,-14.5,-0.199999999999996,3.1,-1.0,6.0,-5.3,2.1,11,UCLA,47
377,378,2021,2,5,Colorado,53,18,-8,-6,4.09999999999999,0.5,0.026,2.4,-1.2,3.3,-0.199999999999999,4.5,5.8,2.8,8.3,1.8,-2.3,2.3,0.0,4.10000000000001,-0.1,4,Florida State,53
378,379,2021,2,8,LSU,78,8,-3,2,-1.2,-8.7,0.0652999999999999,2.1,-3.6,0.199999999999999,-3.3,-2.1,-8.0,-5.0,-4.6,0.299999999999997,-9.0,3.7,3.5,-3.5,4.8,1,Michigan,78
379,380,2021,2,7,Oregon,95,-15,-3,-1,-10.4,2.5,-0.1141,-0.200000000000003,1.8,3.5,4.0,-2.4,-1.4,-5.2,4.5,0.5,4.1,-0.700000000000003,-1.2,-2.8,-2.6,2,Iowa,95
380,381,2021,2,6,USC,85,-34,2,2,3.5,2.0,0.0088,2.3,-1.6,0.400000000000002,-2.6,4.8,0.400000000000002,7.0,-1.7,2.8,-3.7,1.0,1.6,-1.0,-0.6,3,Kansas,85
381,382,2021,2,13,Ohio,58,14,6,4,2.5,-6.40000000000001,0.131,-0.0999999999999943,-4.2,-1.2,-2.2,-3.9,0.800000000000001,-2.7,-4.5,-0.100000000000001,-5.5,0.100000000000001,-1.6,-0.200000000000003,5.5,5,Creighton,58
382,383,2021,2,8,Oklahoma,71,16,1,11,14.4,-4.7,0.1149,10.2,-1.4,0.300000000000001,1.6,3.1,-4.1,7.6,3.1,13.2,0.5,2.7,-2.9,7.0,8.2,1,Gonzaga,71
