YEAR,ROUND,LSEED,LTEAM,HSEED,HTEAM
2021,5,1,Michigan,1,Gonzaga
2021,5,1,Illinois,1,Baylor
2021,6,1,Gonzaga,1,Illinois
2021,6,1,Illinois,1,Gonzaga
